line;timestmp;depth (m);bitdepth (m);hook_load (klb);wob (klb);rpm;torque;rop ;flowin (gal/stk);spp (psi);ChockePressure (psi);flowout (%);SPM1 (spm);SPM2 (spm);pitlevel1 (bbl);pitlevel2 (bbl);pitlevel3 (bbl);;pitlevel4 (bbl);pitlevel5 (bbl);pitlevel6 (bbl);pitlevel7 (bbl);totalpitlevel (bbl);RPMAnalog;BlockPosition;RPMTotal;H2S (ppm)
745;12:25;593,98;593,98;75,01;5,57;2248,65;1,75;426,9;1153;0;;56;81;0;5;99;44;;29;13;15;16;86;97,5;0,7;65,4;0
746;12:26;594,53;594,53;74,01;18,74;2024,23;1,84;432,6;1147;0;;57;81;0;5;40;62;;26;16;22;14;104;97,5;0,7;65,3;0
747;12:27;594,8;594,8;60,28;5,2;3120,97;1,81;416,9;1199;0;;54;79;0;129;106;65;;34;15;17;22;114;97,5;0,7;65,3;0
748;12:28;595,36;595,36;73,02;4,54;2371,86;1,83;422,6;1169;0;;56;79;0;190;106;65;;34;15;17;22;114;97,4;0,7;65,2;0
749;12:29;595,9;595,9;74,14;7,95;2053,87;1,93;416,9;1155;0;;54;79;0;80;53;47;;171;8138;0;14;8356;97,4;0,7;65,4;0
750;12:30;596,24;596,24;73,58;2,06;1882,1;2,16;438,4;1151;0;;59;81;0;26;78;34;;86;1417;0;15;1537;97,4;0,7;65,4;0
751;12:31;596,24;588,06;81,36;0;167,64;2,78;56,3;963;0;;0;21;0;9;151;54;;56;266;0;14;376;97,5;0,7;65,2;0
752;12:32;596,24;583,57;44,93;0;26,7;0;0;0;0;;0;0;0;6;134;39;;33;40;0;16;112;96,4;0,7;65,3;0
753;12:33;596,24;583,57;13,03;0;59,46;0;0;0;0;;0;0;0;6;96;26;;28;17;11;16;71;94,7;0,7;65,3;0
754;12:34;596,24;583,57;12,27;0;0;0;0;0;0;;0;0;0;5;94;29;;29;14;20;17;72;94,4;0,7;65,4;0
755;12:35;596,24;583,59;14,1;0;0;0;0;0;0;;0;0;0;5;94;29;;29;14;20;17;72;94,4;0,7;65,3;0
756;12:36;596,24;595,1;81,91;0;39,76;0;419,8;719;0;;53;82;0;5;97;79;;30;14;11;13;123;94,6;0,7;65,4;0
757;12:37;596,24;595,41;81,7;0;127,3;0;438,4;1024;0;;59;81;0;5;113;47;;29;16;12;15;92;96,3;0,7;65,3;0
758;12:38;596,5;596,5;77,82;10,29;1006,47;1,04;401,1;1073;0;;51;78;0;5;100;53;;24;16;17;16;93;97,2;0,7;65,5;0
759;12:39;597,08;597,08;73,12;8,08;2574,7;1,72;416,9;1138;0;;54;79;0;5;40;42;;28;13;16;14;83;97,4;0,7;65,3;0
760;12:40;597,64;597,64;70,98;17,66;2842,47;1,35;405,4;1149;0;;51;79;0;5;72;64;;29;12;15;15;105;97,5;0,7;65,3;0
761;12:41;598,21;598,21;74,03;6,35;2632,07;1,79;411,1;1153;0;;53;79;0;5;136;53;;26;13;11;15;92;97,4;0,7;65,4;0
762;12:42;598,77;598,77;75,04;6,42;2251,4;1,81;415,5;1134;0;;53;81;0;5;136;53;;26;13;11;15;92;97,4;0,7;65,3;0
763;12:43;599,35;599,35;74,78;6,7;2317,33;1,43;416,9;1135;0;;54;79;0;5;115;66;;23;15;16;13;104;97,5;0,7;65,4;0
764;12:44;599,92;599,92;75,4;6,26;2143,88;1,75;421,2;1130;0;;54;81;0;5;111;53;;25;14;18;16;92;97,4;0,7;65,4;0
765;12:45;600,49;600,49;75,18;6,1;2265,45;1,52;411,1;1135;0;;53;79;0;5;86;62;;26;18;17;15;106;97,4;0,7;65,3;0
766;12:46;601,05;601,05;75,31;6,43;2199,82;1,81;415,5;1131;0;;53;81;0;5;112;43;;26;15;14;14;84;97,4;0,7;65,3;0
767;12:47;601,62;601,62;75,22;6,53;2230,3;1,75;411,1;1132;0;;53;79;0;5;106;46;;31;15;15;14;92;97,5;0,7;65,4;0
768;12:48;602,2;602,2;74,57;12,03;2264,8;1,52;421,2;1134;0;;54;81;0;5;127;33;;36;15;11;17;84;97,4;0,7;65,4;0
769;12:49;602,6;602,6;61,18;7,7;3494,33;1,66;399,7;1193;0;;50;79;0;5;127;33;;36;15;11;17;84;97,5;0,7;65,3;0
770;12:50;603,13;603,13;75,43;7,59;1920,12;1,9;421,2;1124;0;;54;81;0;5;99;47;;31;14;14;17;92;97,5;0,7;65,2;0
771;12:51;603,68;603,68;68,54;18,34;3060,5;1,81;411,1;1169;0;;53;79;0;5;122;54;;33;18;19;16;105;97,7;0,7;65,2;0
772;12:52;604,25;604,25;70;6,28;2997,8;1,78;411,1;1179;0;;53;79;0;5;94;80;;51;14;18;11;145;97,5;0,7;65,4;0
773;12:53;604,82;604,82;75,42;6,35;2232,91;1,77;415,5;1138;0;;53;81;0;5;74;65;;25;13;12;13;103;97,4;0,7;65,2;0
774;12:54;605,4;605,4;73,46;7,53;2813,1;1,75;405,4;1159;0;;51;79;0;5;96;64;;30;14;14;12;108;97,4;0,7;65,3;0
775;12:55;605,74;605,74;74,16;2,27;2340,31;2,19;438,4;1173;0;;59;81;0;5;85;54;;38;18;16;15;110;97,4;0,7;65,2;0
776;12:56;605,74;601,16;80,88;0;140,34;3,1;438,4;1102;0;;59;81;0;5;85;54;;38;18;16;15;110;97,5;0,7;65,3;0
777;12:57;605,74;592,88;68,66;0;0;0;0;190;0;;0;0;0;5;138;69;;23;16;13;16;108;97,1;0,7;65,4;0
778;12:58;605,74;592,68;17,51;0;66,2;0;0;0;0;;0;0;0;5;108;68;;28;16;18;14;112;95,1;0,7;65,3;0
779;12:59;605,74;592,68;11,39;0;0;0;0;0;0;;0;0;0;5;82;53;;28;17;16;10;98;94,1;0,7;65,2;0
780;13:00;605,74;592,68;12,26;0;0;0;0;0;0;;0;0;0;5;97;37;;29;13;18;17;79;93,8;0,7;65,4;0
781;13:01;605,74;592,68;9,87;0;0;0;0;0;0;;0;0;0;5;25;60;;27;12;15;20;99;93,6;0,7;65,4;0
782;13:02;605,74;604,15;59,73;0;1,83;0;419,8;259;0;;53;82;0;5;76;75;;29;18;20;19;122;93,4;0,7;65,2;0
783;13:03;605,74;604,23;82,22;0;127,38;0;444,1;999;0;;61;81;0;5;76;75;;29;18;20;19;122;95;0,7;65,4;0
784;13:04;605,74;605,63;80,75;0;566,58;0;434;1102;0;;59;79;0;5;112;38;;27;14;20;13;79;96,8;0,7;65,3;0
785;13:05;606,09;606,09;74,76;10,75;2444,83;0,84;435,4;1183;0;;61;78;0;5;86;82;;33;15;22;18;130;97,4;0,7;65,2;0
786;13:06;606,68;606,68;70,58;11,04;3578,71;1,76;435,4;1302;0;;61;78;0;5;101;52;;26;15;13;19;93;97,5;0,7;65,3;0
787;13:07;607,26;607,26;74,08;4,83;2793,61;1,74;451,2;1272;0;;64;79;0;5;112;60;;20;14;15;16;94;97,6;0,7;65,5;0
788;13:08;607,84;607,84;75,97;4,16;2298,1;1,59;446,9;1247;0;;64;78;0;5;95;40;;29;13;10;15;82;97,7;0,7;65,4;0
789;13:09;608,42;608,42;76,34;4,77;2090,84;1,59;446,9;1240;0;;64;78;0;5;95;40;;29;13;10;15;82;97,7;0,7;65,3;0
790;13:10;608,97;608,97;76,19;6,24;2114,28;1,8;451,2;1241;0;;64;79;0;5;64;53;;21;13;16;17;87;97,7;0,7;65,3;0
791;13:11;609,54;609,54;75,61;5,58;2323,45;1,79;445,5;1250;0;;62;79;0;5;97;57;;27;15;19;19;99;97,7;0,7;65,3;0
792;13:12;610,13;610,13;76,06;5,8;2183,79;1,42;446,9;1245;0;;64;78;0;5;80;56;;27;17;19;13;100;97,8;0,7;65,4;0
793;13:13;610,71;610,71;75,96;6,67;2174,07;1,42;446,9;1244;0;;64;78;0;5;131;47;;25;15;15;17;87;97,9;0,7;65,5;0
794;13:14;611,23;611,23;69,89;18,25;2661,31;1,76;413,9;1269;0;;56;76;0;5;66;93;;38;15;18;15;146;97,9;0,7;65,3;0
795;13:15;611,75;611,75;68,42;8;3455,32;2,14;445,5;1309;0;;62;79;0;5;83;57;;34;14;12;16;105;97,7;0,7;65,2;0
796;13:16;612,32;612,32;75,65;4,14;2148,77;1,75;456,9;1252;0;;65;79;0;5;83;57;;34;14;12;16;105;97,7;0,7;65,3;0
797;13:17;612,87;612,87;76,92;5,39;1713,28;1,81;451,2;1236;0;;64;79;0;5;75;55;;26;14;15;19;95;97,9;0,7;65,3;0
798;13:18;613,43;613,43;76;13,24;1861,86;1,83;446,9;1242;0;;64;78;0;5;86;45;;44;17;18;17;106;97,8;0,7;65,3;0
799;13:19;614,02;614,02;72,54;20,17;2401,98;1,74;431,1;1262;0;;61;76;0;5;59;40;;41;15;16;16;96;97,8;0,7;65,3;0
800;13:20;614,55;614,55;66,76;5,24;3705,03;1,87;456,9;1320;0;;65;79;0;5;80;53;;25;16;17;18;94;97,8;0,7;65,3;0
801;13:21;614,88;614,88;78,85;0,5;1162,34;1,84;462,7;1217;0;;67;79;0;5;101;50;;44;15;16;14;109;97,7;0,7;65,2;0
802;13:22;614,88;604,3;83,55;0;62,29;1,61;0;839;0;;0;0;0;5;103;50;;27;17;19;18;94;97,7;0,7;65,4;0
803;13:23;614,88;602,18;58,39;0;2,91;0;0;0;0;;0;0;0;5;103;50;;27;17;19;18;94;96,3;0,7;65,4;0
804;13:24;614,88;602,18;14,83;0;73,83;0;0;0;0;;0;0;0;5;125;70;;36;14;17;12;120;94,5;0,7;65,4;0
805;13:25;614,88;602,18;12,2;0;0;0;0;0;0;;0;0;0;5;62;53;;25;12;14;13;90;93,9;0,7;65,3;0
806;13:26;614,88;601,87;20,56;0;0;0;0;0;0;;0;0;0;5;125;62;;36;16;15;14;114;93,6;0,7;65,3;0
807;13:27;614,88;614,02;83,82;0;34,3;0;419,8;506;0;;53;82;0;5;111;65;;39;15;14;17;119;93,5;0,7;65,4;0
808;13:28;614,88;614,02;82,7;0;272,7;0;444,1;1063;0;;61;81;0;5;120;53;;23;13;13;17;89;95,5;0,7;65,3;0
809;13:29;614,88;614,05;82,75;0;283,73;0;444,1;1090;0;;61;81;0;5;95;30;;30;16;17;16;76;97,1;0,7;65,3;0
810;13:30;614,88;614,68;82,77;0;197,3;0;445,5;1089;0;;62;79;0;5;95;30;;30;16;17;16;76;97,6;0,7;65,3;0
811;13:31;614,92;614,92;82,39;0;222,24;0,75;449,8;1090;0;;62;81;0;5;74;35;;30;17;21;15;82;97,7;0,7;65,3;0
812;13:32;615,26;615,26;79,94;3,5;1072,1;3,92;434;1117;0;;59;79;0;5;77;47;;28;17;19;18;92;97,7;0,7;65,4;0
813;13:33;615,83;615,83;77,96;4,03;1839,11;1,46;428,3;1149;0;;57;79;0;5;133;62;;28;14;18;15;104;97,7;0,7;65,4;0
814;13:34;616,4;616,4;78,01;3,51;1853,16;1,65;428,3;1150;0;;57;79;0;5;105;35;;37;18;15;17;90;97,6;0,7;65,4;0
815;13:35;616,91;616,91;66,86;23,59;2988,48;1,59;418,3;1205;0;;56;78;0;5;99;67;;25;14;18;15;106;97,5;0,7;65,3;0
816;13:36;617,35;617,35;61,04;18,98;4529,55;2,42;418,3;1306;0;;56;78;0;5;110;73;;26;16;20;15;115;97,4;0,7;65,3;0
817;13:37;617,95;617,95;69,4;15,35;3710,35;1,77;418,3;1266;0;;56;78;0;5;110;73;;26;16;20;15;115;97,4;0,7;65,3;0
818;13:38;618,51;618,51;69,12;3,88;3599,03;1,75;435,4;1265;0;;61;78;0;5;80;44;;29;13;20;16;86;97,6;0,7;65,3;0
819;13:39;619,02;619,02;71,69;4,7;2959,34;1,15;418,3;1242;0;;56;78;0;5;124;56;;30;18;20;17;104;97,7;0,7;65,4;0
820;13:40;619,6;619,6;76,68;5,48;2294,53;1,64;429,7;1212;0;;59;78;0;5;121;58;;27;12;18;12;97;97,7;0,7;65,3;0
821;13:41;620,19;620,19;76,64;4,99;2330,73;1,71;434;1214;0;;59;79;0;5;104;61;;26;16;16;14;103;97,6;0,7;65,4;0
822;13:42;620,76;620,76;75,4;5,11;2553,03;1,75;434;1224;0;;59;79;0;5;96;52;;26;17;17;15;95;97,7;0,7;65,2;0
823;13:43;621,35;621,35;75,99;5,61;2428,82;1,71;435,4;1222;0;;61;78;0;5;89;57;;27;16;19;15;100;97,7;0,7;65,3;0
824;13:44;621,94;621,94;75,2;5,2;2513,59;1,72;439,8;1228;0;;61;79;0;5;89;57;;27;16;19;15;100;97,7;0,7;65,6;0
825;13:45;622,51;622,51;74,42;4,8;2581,63;1,74;439,8;1233;0;;61;79;0;5;71;79;;38;17;15;13;134;97,7;0,7;65,3;0
826;13:46;623,09;623,09;75,07;7,23;2494,33;1,75;428,3;1227;0;;57;79;0;5;100;73;;28;18;15;13;119;97,7;0,7;65,3;0
827;13:47;623,66;623,66;76,22;9,06;2280,04;1,78;434;1221;0;;59;79;0;5;78;44;;36;13;15;19;93;97,5;0,7;65,4;0
828;13:48;624,24;624,24;74,46;4,81;2673,38;1,77;434;1235;0;;59;79;0;5;78;56;;32;13;14;16;101;97,5;0,7;65,4;0
829;13:49;624,73;624,73;76,67;0,84;2138,77;1,81;445,5;1215;0;;62;79;0;5;115;63;;26;18;19;18;107;97,6;0,7;65,4;0
830;13:50;624,73;623,17;82,08;0;144,47;3,95;455,5;1147;0;;64;81;0;5;114;39;;27;14;19;14;80;97,7;0,7;65,4;0
831;13:51;624,73;611,87;85,91;0;2,07;0;0;387;0;;0;0;0;5;114;39;;27;14;19;14;80;97,4;0,7;65,3;0
832;13:52;624,73;611,92;22,55;0;73,1;0;0;0;0;;0;0;0;5;157;55;;27;11;16;11;93;95,3;0,7;65,3;0
833;13:53;624,73;611,92;12,06;0;0;0;0;0;0;;0;0;0;5;55;61;;27;14;19;13;102;94,2;0,7;65,2;0
834;13:54;624,73;611,92;10,23;0;0;0;0;0;0;;0;0;0;5;62;57;;29;13;13;13;99;93,7;0,7;65,4;0
835;13:55;624,73;611,92;11,93;0;0;0;0;0;0;;0;0;0;5;78;38;;31;16;16;12;85;93,6;0,7;65,4;0
836;13:56;624,73;611,61;30,98;0;0;0;0;0;0;;0;0;0;5;100;55;;29;14;16;18;98;93,4;0,7;65,3;0
837;13:57;624,73;623,83;83,44;0;93,67;0;425,5;732;0;;54;82;0;5;85;49;;28;14;15;17;91;93,7;0,7;65,4;0
838;13:58;624,73;624,01;83,06;0;126,68;0;456,9;1142;0;;65;79;0;5;85;49;;28;14;15;17;91;96;0,7;65,3;0
839;13:59;624,73;624,01;83,27;0;173,53;0;449,8;1113;0;;62;81;0;5;69;46;;27;15;17;13;88;97,3;0,7;65,4;0
840;14:00;624,73;624,52;83,43;0;175,03;0;439,8;1080;0;;61;79;0;5;145;52;;36;14;17;15;102;97,7;0,7;65,4;0
841;14:01;625,02;625,02;80,99;6,55;933,54;1,46;416,9;1098;0;;54;79;0;5;149;63;;27;15;16;15;105;97,7;0,7;65,4;0
842;14:02;625,6;625,6;77,26;5,61;2317,77;1,7;428,3;1158;0;;57;79;0;5;67;61;;34;13;18;12;108;97,6;0,7;65,3;0
843;14:03;626,18;626,18;76,85;10,35;2390,18;1,74;428,3;1182;0;;57;79;0;5;97;42;;44;17;11;14;103;97,4;0,7;65,3;0
844;14:04;626,76;626,76;75,31;6,69;2737,11;1,75;434;1202;0;;59;79;0;5;113;45;;25;17;18;13;87;97,4;0,7;65,3;0
845;14:05;627,34;627,34;76,82;6,2;2461,76;1,73;424;1189;0;;57;78;0;5;113;45;;25;17;18;13;87;97,4;0,7;65,3;0
846;14:06;627,91;627,91;77,22;5,69;2255,44;1,78;428,3;1181;0;;57;79;0;5;101;47;;26;15;17;16;88;97,4;0,7;65,3;0
847;14:07;628,49;628,49;76,68;6,6;2412,83;1,75;429,7;1187;0;;59;78;0;5;92;64;;37;14;15;14;115;97,4;0,7;65,2;0
848;14:08;629,04;629,04;76,91;6,2;2426,71;1,81;424;1188;0;;57;78;0;5;116;48;;28;18;18;15;94;97,5;0,7;65,2;0
849;14:09;629,62;629,62;76,93;5,92;2371,64;1,74;428,3;1188;0;;57;79;0;5;125;57;;29;15;20;14;101;97,5;0,7;65,3;0
850;14:10;630,2;630,2;76,85;7,21;2363,31;1,76;428,3;1189;0;;57;79;0;5;48;51;;25;13;13;13;89;97,6;0,7;65,3;0
851;14:11;630,77;630,77;76,67;5,7;2340,31;1,77;428,3;1188;0;;57;79;0;5;90;46;;29;14;18;16;89;97,7;0,7;65,4;0
852;14:12;631,35;631,35;76,38;6,19;2413,3;1,73;428,3;1192;0;;57;79;0;5;90;46;;29;14;18;16;89;97,7;0,7;65,3;0
853;14:13;631,93;631,93;74,62;5,25;2691,13;1,77;428,3;1208;0;;57;79;0;5;120;45;;44;11;14;15;100;97,6;0,7;65,3;0
854;14:14;632,5;632,5;72,55;23,09;2753,11;1,72;422,6;1210;0;;56;79;0;5;122;84;;28;14;16;14;126;97,6;0,7;65,2;0
855;14:15;632,94;632,94;70,31;24,8;2525,09;2,03;422,6;1218;0;;56;79;0;5;90;61;;29;13;18;14;103;97,5;0,7;65,2;0
856;14:16;633,4;633,4;67,79;6,65;3596,82;2,59;434;1258;0;;59;79;0;5;94;42;;26;14;16;14;82;97,4;0,7;65,4;0
857;14:17;633,97;633,97;72,28;24,27;2381,74;1,77;422,6;1201;0;;56;79;0;5;86;54;;25;15;15;14;94;97,4;0,7;65,4;0
858;14:18;634,56;634,56;70,56;22,17;3092,98;1,52;412,5;1235;0;;54;78;0;5;86;54;;25;15;15;14;94;97,4;0,7;65,2;0
859;14:19;634,56;634,56;70,35;9,11;1456,46;4,23;439,8;1170;0;;61;79;0;5;61;46;;35;15;14;14;96;97,5;0,7;65,2;0
860;14:20;634,56;634,35;75,91;0;455,06;8,27;445,5;1137;0;;62;79;0;5;90;63;;29;14;18;39;106;97,6;0,7;65,3;0
861;14:21;634,56;621,76;85,52;0;6,3;0;0;658;0;;0;0;0;5;94;37;;28;14;18;17;79;97,6;0,7;65,3;0
862;14:22;634,56;621,56;39,78;0;34,56;0;0;0;0;;0;0;0;5;95;65;;29;14;21;14;108;95,7;0,7;65,3;0
863;14:23;634,56;621,56;12,53;0;52,23;0;0;0;0;;0;0;0;5;90;52;;30;12;16;16;94;94,2;0,8;65,3;0
864;14:24;634,56;621,56;12,19;0;0;0;0;0;0;;0;0;0;5;137;44;;27;14;14;15;85;93,7;0,7;65,3;0
865;14:25;634,56;621,56;10,92;0;0;0;0;0;0;;0;0;0;5;137;44;;27;14;14;15;85;93,5;0,7;65,3;0
866;14:26;634,56;621,27;21,73;0;0;0;0;0;0;;0;0;0;5;133;58;;70;14;17;18;142;93,4;0,7;65,3;0
867;14:27;634,56;632,91;84,5;0;6,75;0;419,8;498;0;;53;82;0;5;67;46;;46;15;17;14;107;93,4;0,7;65,2;0
868;14:28;634,56;632,99;83,96;0;96,32;0;449,8;991;0;;62;81;0;5;94;51;;20;14;18;16;85;95,5;0,7;65,3;0
869;14:29;634,56;634,21;83,61;0;245,2;0;451,2;1123;0;;64;79;0;5;97;39;;25;16;18;15;80;97;0,7;65,3;0
870;14:30;634,69;634,69;72,73;5,41;2258,66;0,13;439,8;1209;0;;61;79;0;5;116;38;;25;12;10;13;75;97,5;0,7;65,3;0
871;14:31;635,25;635,25;76,23;3,38;2418,05;1,72;439,8;1214;0;;61;79;0;5;90;65;;29;14;18;16;108;97,5;0,7;65,4;0
872;14:32;635,82;635,82;78,55;7,31;1919,78;1,82;439,8;1195;0;;61;79;0;5;90;65;;29;14;18;16;108;97,5;0,7;65,4;0
873;14:33;636,39;636,39;71,91;3,31;3276,06;1,75;428,3;1250;0;;57;79;0;5;96;35;;30;19;19;18;84;97,6;0,7;65,3;0
874;14:34;636,95;636,95;79,46;3,01;1591,29;1,82;445,5;1182;0;;62;79;0;5;109;56;;43;15;20;10;114;97,5;0,7;65,4;0
875;14:35;637,53;637,53;79,54;3,8;1729,22;1,73;439,8;1187;0;;61;79;0;5;94;63;;26;14;18;16;103;97,6;0,7;65,3;0
876;14:36;638,04;638,04;78,24;5,28;1929,34;1,9;434;1195;0;;59;79;0;5;110;38;;38;16;17;15;92;97,7;0,7;65,2;0
877;14:37;638,62;638,62;76,72;5,75;2433,87;1,49;429,7;1212;0;;59;78;0;5;95;40;;23;15;18;18;78;97,6;0,7;65,3;0
878;14:38;639,19;639,19;72,46;12,19;3053,14;1,78;402,5;1240;0;;53;76;0;5;109;64;;23;13;15;16;100;97,7;0,7;65,2;0
879;14:39;639,78;639,78;77,6;2,94;2161,97;1,7;439,8;1207;0;;61;79;0;5;109;64;;23;13;15;16;100;97,7;0,7;65,4;0
880;14:40;640,37;640,37;78,52;4,2;1889,77;1,7;439,8;1195;0;;61;79;0;5;119;47;;26;17;17;15;90;97,7;0,7;65,4;0
881;14:41;640,95;640,95;75,87;9,43;2416,2;1,75;418,3;1215;0;;56;78;0;5;111;61;;32;14;12;16;107;97,7;0,7;65,3;0
882;14:42;641,51;641,51;75,04;4,35;2579,16;1,79;439,8;1224;0;;61;79;0;5;141;65;;28;17;15;17;110;97,7;0,7;65,3;0
883;14:43;642,08;642,08;76,03;9,26;2248,77;1,8;428,3;1208;0;;57;79;0;5;115;54;;27;13;16;13;94;97,7;0,7;65,3;0
884;14:44;642,66;642,66;73,83;7,56;2697,09;1,74;434;1226;0;;59;79;0;5;113;62;;28;13;16;15;103;97,7;0,7;65,3;0
885;14:45;643,23;643,23;75,27;9,27;2382,67;1,77;434;1212;0;;59;79;0;5;92;63;;30;12;14;17;105;97,7;0,7;65,4;0
886;14:46;643,7;643,7;74,55;2,54;2512,75;1,84;449,8;1220;0;;62;81;0;5;92;63;;30;12;14;17;105;97,6;0,7;65,1;0
887;14:47;643,7;636,78;83,34;0;251,09;2,85;240,4;1085;0;;22;59;0;5;87;58;;28;12;7;18;98;97,5;0,7;65,4;0
888;14:48;643,7;631;57,41;0;9,64;0;0;4;0;;0;0;0;5;102;90;;26;13;16;18;129;96,6;0,7;65,4;0
889;14:49;643,7;631;13,25;0;73,88;0;0;0;0;;0;0;0;5;79;62;;27;16;13;14;105;94,5;0,8;65,4;0
890;14:50;643,7;631;12,28;0;0;0;0;0;0;;0;0;0;5;73;60;;30;13;18;14;103;93,8;0,7;65,4;0
891;14:51;643,7;630,76;28,4;0;0;0;80,1;0;0;;22;0;0;5;78;53;;23;14;12;16;90;93,6;0,7;65,4;0
892;14:52;643,7;642,3;84,25;0;73,53;0;414,1;811;0;;51;82;0;5;108;63;;45;13;15;16;121;93,9;0,8;65,5;0
893;14:53;643,7;642,3;84,38;0;246,46;0;445,5;1053;0;;62;79;0;5;108;63;;45;13;15;16;121;96,2;0,8;65,3;0
894;14:54;643,79;643,79;83,59;5,84;363,71;0,68;444,1;1092;0;;61;81;0;5;76;48;;25;18;11;14;91;97,3;0,7;65,4;0
895;14:55;644,39;644,39;76,36;6,54;2509,09;1,93;422,6;1169;0;;56;79;0;5;105;39;;22;13;14;13;74;97,5;0,7;65,3;0
896;14:56;644,97;644,97;72,9;14,87;3126,49;1,66;412,5;1198;0;;54;78;0;5;96;48;;29;15;18;12;92;97,4;0,7;65,3;0
897;14:57;645,56;645,56;75,66;4,74;2985,26;1,5;422,6;1199;0;;56;79;0;5;84;52;;43;15;15;13;110;97,5;0,7;65,2;0
898;14:58;646,13;646,13;77,95;5,45;2352,22;1,42;428,3;1172;0;;57;79;0;5;108;42;;51;15;19;15;108;97,5;0,7;65,3;0
899;14:59;646,7;646,7;77,98;6,16;2303,24;1,73;422,6;1168;0;;56;79;0;5;154;49;;29;18;15;16;96;97,4;0,7;65,3;0
900;15:00;647,28;647,28;72,47;4,29;3378,08;1,78;422,6;1217;0;;56;79;0;5;154;49;;29;18;15;16;96;97,4;0,7;65,3;0
901;15:01;647,85;647,85;77,94;5,33;2324,51;1,74;428,3;1177;0;;57;79;0;5;104;67;;28;16;17;16;111;97,5;0,7;65,2;0
902;15:02;648,44;648,44;77,98;5,68;2315,54;1,7;428,3;1176;0;;57;79;0;5;84;54;;24;13;16;15;91;97,4;0,7;65,3;0
903;15:03;649,03;649,03;77,86;4,11;2276,6;1,72;426,9;1174;0;;56;81;0;5;128;50;;28;16;17;15;94;97,4;0,7;65,3;0
904;15:04;649,6;649,6;78,53;3,87;1963,36;1,75;432,6;1163;0;;57;81;0;5;101;54;;29;15;16;14;98;97,5;0,7;65,4;0
905;15:05;650,18;650,18;75,87;5,05;2634,69;1,76;428,3;1192;0;;57;79;0;5;79;66;;39;15;21;13;120;97,6;0,7;65,4;0
906;15:06;650,74;650,74;77,57;5,51;2415,57;1,79;428,3;1183;0;;57;79;0;5;89;60;;28;17;16;16;105;97,6;0,7;65,3;0
907;15:07;651,32;651,32;78,04;5,07;2224,9;1,75;428,3;1177;0;;57;79;0;5;89;60;;28;17;16;16;105;97,7;0,7;65,5;0
908;15:08;651,9;651,9;78,55;6,19;1970,5;1,75;428,3;1169;0;;57;79;0;5;41;51;;21;15;15;10;87;97,6;0,7;65,3;0
909;15:09;652,48;652,48;78,55;7,3;2072,78;1,75;428,3;1175;0;;57;79;0;5;102;42;;27;15;18;16;84;97,7;0,7;65,3;0
910;15:10;653,04;653,04;78,3;5,9;2056,39;1,77;428,3;1174;0;;57;79;0;5;99;50;;27;14;14;19;91;97,5;0,7;65,4;0
911;15:11;653,04;653,04;82,87;1,27;381,13;4,35;444,1;1114;0;;61;81;0;5;89;50;;21;16;15;16;87;97,6;0,7;65,3;0
912;15:12;653,04;653,04;83,88;1,01;176,98;9,35;444,1;1106;0;;61;81;0;5;43;56;;29;15;21;11;100;97,6;0,7;65,3;0
913;15:13;653,04;653,04;84;0,99;137,67;11,81;444,1;1104;0;;61;81;0;5;78;28;;28;15;14;13;71;97,6;0,7;65,3;0
914;15:14;653,04;645,41;84,52;0;109,21;0,27;444,1;1105;0;;61;81;0;5;78;28;;28;15;14;13;71;97,6;0,7;65,3;0
915;15:15;653,04;652,74;83,45;0;231,07;0;444,1;1113;0;;61;81;0;5;126;67;;22;15;18;16;104;97,6;0,7;65,4;0
916;15:16;653,04;652,74;84,04;0;207,15;0;444,1;1107;0;;61;81;0;5;101;45;;24;12;15;16;81;97,7;0,7;65,2;0
917;15:17;653,04;652,74;84,12;0;256,76;0;444,1;1105;0;;61;81;0;5;63;56;;26;14;18;17;96;97,7;0,7;65,4;0
918;15:18;653,04;652,74;84,17;0;253,76;0;444,1;1105;0;;61;81;0;5;121;44;;28;15;15;17;87;97,7;0,7;65,3;0
919;15:19;653,04;652,74;84,15;0;264,05;0;444,1;1104;0;;61;81;0;5;90;56;;36;14;21;14;106;97,7;0,7;65,2;0
920;15:20;653,04;652,74;84,15;0;251,34;0;444,1;1103;0;;61;81;0;5;90;56;;36;14;21;14;106;97,7;0,7;65,3;0
921;15:21;653,04;652,74;84,15;0;244,35;0;444,1;1101;0;;61;81;0;5;97;33;;39;13;20;13;85;97,7;0,7;65,3;0
922;15:22;653,04;652,74;84,16;0;243,47;0;444,1;1099;0;;61;81;0;5;98;32;;29;17;18;16;78;97,7;0,7;65,3;0
923;15:23;653,04;652,74;84,21;0;253,62;0;444,1;1098;0;;61;81;0;5;67;42;;23;16;13;15;81;97,7;0,7;65,3;0
924;15:24;653,04;644,98;84,68;0;158,66;0;444,1;1096;0;;61;81;0;5;86;45;;35;16;14;16;96;97,7;0,7;65,4;0
925;15:25;653,04;652,48;83,66;0;158,85;0;444,1;1105;0;;61;81;0;5;101;54;;28;16;20;15;98;97,6;0,7;65,3;0
926;15:26;653,04;652,48;84,21;0;146,39;0;444,1;1099;0;;61;81;0;5;104;52;;29;15;15;16;96;97,7;0,7;65,2;0
927;15:27;653,04;644,86;85,17;0;85,19;0;43,3;964;0;;0;16;0;5;104;52;;29;15;15;16;96;97,7;0,7;65,2;0
