line,timestmp,depth (m),bitdepth (m),hook_load (klb),wob (klb),rpm,torque,rop ,flowin (gal/stk),spp (psi),ChockePressure (psi),flowout (%),SPM1 (spm),SPM2 (spm),pitlevel1 (bbl),pitlevel2 (bbl),pitlevel3 (bbl),pitlevel4 (bbl),pitlevel5 (bbl),pitlevel6 (bbl),pitlevel7 (bbl),totalpitlevel (bbl),RPMAnalog,BlockPosition,RPMTotal,H2S (ppm),Kick
1210,20:09,"412,85",412,59,20,,4271.0,"2,33","446,09",1018,0.0,42,106,0,78,67,79,67,62.0,93,24,446,186,1,138,0,0
1211,20:10,"413,25",413,59,19,,4131.0,"2,28","446,09",1014,0.0,42,106,0,78,67,79,67,62.0,93,23,446,182,1,138,0,0
1212,20:11,"413,39",413,75,6,,1381.0,"2,28","446,09",881,0.0,42,106,0,77,66,79,67,62.0,93,23,444,49,0,138,0,0
1213,20:12,"413,75",413,64,12,,3093.0,"2,57","446,09",967,0.0,42,106,0,77,66,79,67,62.0,93,24,444,134,0,138,0,0
1214,20:13,"413,93",413,71,8,,1746.0,"3,15","446,09",901,0.0,42,106,0,77,66,79,67,62.0,93,24,444,69,0,138,0,0
1215,20:14,"413,93",413,80,1,,428.0,"1,05","447,2",849,0.0,42,106,0,78,66,79,67,62.0,93,24,445,17,0,138,0,0
1216,20:15,"413,93",413,34,0,,0.0,0,"151,67",365,0.0,26,36,0,78,66,79,67,62.0,93,24,445,1,0,47,0,0
1217,20:16,"413,93",413,23,0,,1.0,0,0,13,0.0,0,0,0,75,66,79,68,67.0,93,23,448,0,1,0,0,0
1218,20:17,"413,93",413,24,0,,0.0,0,0,16,0.0,0,0,0,66,64,81,70,73.0,93,23,447,0,10,0,0,0
1219,20:18,"413,93",413,25,0,,0.0,0,0,16,0.0,0,0,0,58,64,83,72,76.0,93,23,446,0,14,0,0,0
1220,20:19,"413,93",413,25,0,,0.0,0,0,18,0.0,0,0,0,50,64,85,74,79.0,93,23,445,0,20,0,0,0
1221,20:20,"413,93",413,23,0,,50.0,0,0,16,0.0,0,0,0,44,63,86,76,81.0,93,23,443,0,19,0,0,0
1222,20:21,"413,93",413,50,0,,188.0,0,"59,92",4,0.0,0,14,0,42,61,87,77,83.0,93,23,443,0,20,18,0,0
1223,20:22,"413,93",413,85,0,,34.0,0,"391,44",547,0.0,30,93,0,41,60,87,77,83.0,93,23,441,0,20,121,0,0
1224,20:23,"414,09",414,80,1,,85.0,"3,15","448,31",855,0.0,42,107,0,45,60,86,76,79.0,93,23,439,24,19,138,0,0
1225,20:24,"414,54",414,65,16,,306.0,"3,15","449,42",963,0.0,42,107,0,49,62,85,74,75.0,93,23,438,131,19,139,0,0
1226,20:25,"415,11",415,58,24,,414.0,"3,41","448,31",1020,0.0,42,107,0,53,64,84,73,73.0,93,23,440,187,18,138,0,0
1227,20:26,"415,53",415,62,17,,363.0,"3,53","449,42",1003,0.0,42,107,0,56,65,83,72,71.0,93,23,440,171,18,139,0,0
1228,20:27,"415,8",415,56,19,,509.0,"3,53","449,42",1078,0.0,42,107,0,58,65,83,71,70.0,93,23,440,247,17,139,0,0
1229,20:28,"416,08",416,63,10,,329.0,"2,32","450,55",994,0.0,42,107,0,60,66,82,71,69.0,93,23,441,161,17,139,0,0
1230,20:29,"416,49",416,63,18,,318.0,"2,32","449,42",977,0.0,42,107,0,63,65,82,70,68.0,93,23,441,144,17,139,0,0
1231,20:30,"416,97",416,58,24,,465.0,"2,65","449,42",1047,0.0,42,107,0,65,66,81,70,67.0,93,23,442,215,16,139,0,0
1232,20:31,"417,24",417,67,9,,307.0,"2,82","449,42",974,0.0,42,107,0,66,66,81,69,66.0,93,24,441,141,16,139,0,0
1233,20:32,"417,56",417,68,11,,289.0,"2,82","449,42",971,0.0,42,107,0,68,65,80,69,65.0,93,25,440,139,16,139,0,0
1234,20:33,"417,89",417,64,16,,395.0,"2,97","449,42",1021,0.0,41,107,0,70,65,80,69,65.0,93,25,442,189,15,139,0,0
1235,20:34,"418,2",418,64,18,,401.0,"3,04","448,31",1021,0.0,42,107,0,71,65,80,68,64.0,93,25,441,189,15,138,0,0
1236,20:35,"418,39",418,67,14,,330.0,"3,04","449,42",987,0.0,41,107,0,73,65,80,68,64.0,93,24,443,154,15,139,0,0
1237,20:36,"418,71",418,62,18,,442.0,"3,04","450,55",1034,0.0,42,107,0,74,65,79,67,63.0,93,24,441,199,15,139,0,0
1238,20:37,"419,14",419,61,21,,451.0,"3,44","448,31",1040,0.0,41,107,0,74,65,79,67,63.0,93,24,441,207,14,138,0,0
1239,20:38,"419,47",419,60,13,,441.0,"3,44","449,42",1042,0.0,42,107,0,75,65,79,67,63.0,93,24,442,212,14,139,0,0
1240,20:39,"419,74",419,70,12,,274.0,"3,44","448,31",965,0.0,42,107,0,76,66,79,67,62.0,93,24,443,132,13,138,0,0
1241,20:40,"420,03",420,63,13,,485.0,"2,95","449,44",1065,0.0,42,107,0,76,66,79,67,62.0,93,24,443,232,13,139,0,0
1242,20:41,"420,19",420,69,8,,1071.0,"2,95","450,55",984,0.0,42,107,0,76,66,79,67,62.0,93,23,443,152,13,139,0,0
1243,20:42,"420,57",420,60,17,,4915.0,"2,95","449,42",1059,0.0,41,107,0,76,66,79,67,62.0,93,23,443,227,13,139,0,0
1244,20:43,"420,82",420,62,12,,4455.0,"3,34","449,42",1038,0.0,42,107,0,76,66,79,67,61.0,93,23,442,207,12,139,0,0
1245,20:44,"421,16",421,57,24,,5417.0,"3,54","449,42",1079,0.0,42,107,0,76,66,79,67,61.0,93,23,442,246,12,139,0,0
1246,20:45,"421,53",421,57,17,,4918.0,"3,54","449,42",1061,0.0,42,107,0,76,66,79,66,61.0,93,23,441,228,12,139,0,0
1247,20:46,"421,89",421,61,22,,3948.0,"3,38","448,31",1002,0.0,42,107,0,77,66,79,66,61.0,93,23,442,170,11,138,0,0
1248,20:47,"422,27",422,57,20,,5297.0,"3,06","449,42",1074,0.0,42,107,0,77,66,79,66,61.0,93,23,442,242,11,139,0,0
1249,20:48,"422,67",422,55,25,,5194.0,"3,06","447,2",1070,0.0,42,106,0,77,66,79,66,61.0,93,23,442,238,11,138,0,0
1250,20:49,"422,93",422,54,26,,5361.0,"2,75","449,42",1078,0.0,42,107,0,77,66,78,66,61.0,93,23,441,247,10,139,0,0
1251,20:50,"423,33",423,55,24,,5385.0,"2,59","449,42",1081,0.0,42,107,0,77,66,78,66,61.0,93,23,441,248,10,139,0,0
1252,20:51,"423,7",423,54,26,,5945.0,"2,59","449,42",1108,0.0,42,107,0,77,66,78,66,61.0,93,23,441,278,10,139,0,0
1253,20:52,"423,94",423,57,19,,4724.0,"2,88","449,42",1061,0.0,41,107,0,77,66,78,66,60.0,93,23,440,229,9,139,0,0
1254,20:53,"424,18",424,57,22,,4167.0,"2,88","449,42",1030,0.0,41,107,0,77,66,78,66,60.0,93,23,440,197,9,139,0,0
1255,20:54,"424,39",424,55,24,,4540.0,"2,88","448,31",1044,0.0,42,107,0,77,66,78,66,60.0,93,23,440,211,9,138,0,0
1256,20:55,"424,6",424,60,13,,4019.0,"2,88","449,42",1017,0.0,42,107,0,77,66,78,66,60.0,93,23,440,185,9,139,0,0
1257,20:56,"424,93",424,59,17,,4677.0,"3,82","449,42",1046,0.0,42,107,0,77,66,78,66,60.0,93,23,440,215,8,139,0,0
1258,20:57,"425,4",425,67,14,,3630.0,"4,29","449,42",999,0.0,42,107,0,77,66,78,66,60.0,93,23,440,166,8,139,0,0
1259,20:58,"425,87",425,57,24,,5484.0,"4,29","449,42",1087,0.0,41,107,0,77,66,78,66,60.0,93,23,440,254,7,139,0,0
1260,20:59,"426,46",426,59,23,,5992.0,"2,33","449,42",1099,0.0,41,107,0,77,66,79,66,60.0,93,23,441,266,7,139,0,0
1261,21:00,"426,73",426,54,26,,5482.0,"2,33","449,42",1068,0.0,41,107,0,76,66,78,66,60.0,93,23,439,236,6,139,0,0
1262,21:01,"426,99",426,53,26,,5654.0,"2,27","449,42",1087,0.0,41,107,0,76,66,78,66,60.0,93,23,439,255,6,139,0,0
1263,21:02,"427,41",427,56,21,,5979.0,"2,27","450,55",1096,0.0,41,107,0,76,66,78,66,60.0,93,23,439,264,6,139,0,0
1264,21:03,"427,8",427,59,15,,5111.0,"2,42","450,55",1061,0.0,42,107,0,76,66,78,66,60.0,93,23,439,229,5,139,0,0
1265,21:04,"428,31",428,56,26,,6068.0,"2,73","449,42",1102,0.0,41,107,0,76,66,78,66,60.0,93,24,439,269,5,139,0,0
1266,21:05,"428,77",428,56,20,,5992.0,"2,73","449,42",1098,0.0,42,107,0,76,66,78,66,60.0,93,24,439,264,4,139,0,0
1267,21:06,"429,13",429,54,26,,5301.0,"2,2","449,42",1070,0.0,42,107,0,76,66,78,66,60.0,93,24,439,237,4,139,0,0
1268,21:07,"429,56",429,55,24,,5526.0,"2,2","449,42",1083,0.0,41,107,0,76,66,78,66,60.0,93,24,439,250,4,139,0,0
1269,21:08,"429,97",429,69,10,,3840.0,"2,28","451,68",1009,0.0,42,108,0,76,66,78,66,60.0,93,24,439,178,3,140,0,0
1270,21:09,"430,4",430,68,11,,3337.0,"2,28","449,42",975,0.0,42,107,0,76,66,78,66,60.0,93,24,439,142,3,139,0,0
1271,21:10,"430,89",430,70,8,,3350.0,"2,36","449,42",980,0.0,42,107,0,76,66,78,66,60.0,93,24,439,147,2,139,0,0
1272,21:11,"431,23",431,72,9,,2491.0,"2,39","448,31",943,0.0,41,107,0,76,66,78,66,60.0,93,24,439,110,2,138,0,0
1273,21:12,"431,47",431,71,11,,2518.0,"2,39","449,42",936,0.0,42,107,0,76,66,78,66,60.0,93,24,439,103,2,139,0,0
1274,21:13,"431,69",431,63,17,,3399.0,"2,39","449,42",981,0.0,41,107,0,76,66,78,66,60.0,93,24,439,149,1,139,0,0
1275,21:14,"431,95",431,61,18,,4102.0,"3,48","449,42",1012,0.0,42,107,0,76,66,78,66,60.0,93,24,439,179,1,139,0,0
1276,21:15,"432,13",432,69,9,,2560.0,"3,48","449,42",939,0.0,42,107,0,76,66,78,66,60.0,93,24,439,106,1,139,0,0
1277,21:16,"432,51",432,58,23,,5571.0,"3,48","450,55",1074,0.0,41,107,0,76,66,78,66,60.0,93,23,439,241,1,139,0,0
1278,21:17,"432,67",432,62,19,,2776.0,"3,48","448,31",958,0.0,41,107,0,76,66,78,66,60.0,93,23,439,125,0,138,0,0
1279,21:18,"432,85",432,61,17,,2900.0,"4,22","448,31",958,0.0,41,107,0,76,66,78,66,60.0,93,23,439,126,0,138,0,0
1280,21:19,"433,2",433,61,18,,4539.0,"4,22","449,42",1024,0.0,41,107,0,76,66,78,66,60.0,93,23,439,192,0,139,0,0
1281,21:20,"433,29",433,67,10,,2160.0,"4,22","449,42",930,0.0,42,107,0,76,66,78,66,60.0,93,23,439,99,0,139,0,0
1282,21:21,"433,29",432,70,0,,164.0,"1,41","195,39",442,0.0,36,46,0,76,66,78,66,60.0,93,23,439,4,0,60,0,0
1283,21:22,"433,29",432,25,0,,39.0,0,0,12,0.0,0,0,0,73,65,78,67,65.0,93,23,441,0,1,0,0,0
1284,21:23,"433,29",432,25,0,,0.0,0,0,13,0.0,0,0,0,65,64,80,69,71.0,93,23,442,0,3,0,0,0
1285,21:24,"433,29",432,25,0,,0.0,0,0,15,0.0,0,0,0,56,63,82,71,74.0,93,23,439,0,12,0,0,0
1286,21:25,"433,29",432,25,0,,0.0,0,0,17,0.0,0,0,0,48,63,84,73,77.0,93,23,438,0,20,0,0,0
1287,21:26,"433,29",432,24,0,,0.0,0,0,15,0.0,0,0,0,43,62,85,74,79.0,93,23,436,0,19,0,0,0
1288,21:27,"433,29",432,24,0,,2475.0,0,0,12,0.0,0,0,0,41,60,86,76,81.0,93,23,437,0,19,0,0,0
1289,21:28,"433,29",432,85,0,,143.0,0,"299,05",228,0.0,12,71,0,40,58,86,76,82.0,93,23,435,0,19,92,0,0
1290,21:29,"433,32",433,85,4,,413.0,"1,41","451,68",840,0.0,42,108,0,42,58,85,75,79.0,93,23,432,9,19,140,0,0
1291,21:30,"433,59",433,66,13,,2168.0,"4,22","452,8",964,0.0,41,108,0,47,60,83,73,75.0,93,23,431,133,18,140,0,0
1292,21:31,"433,8",433,61,18,,3079.0,"4,39","452,8",990,0.0,42,108,0,51,63,83,72,72.0,93,23,434,159,18,140,0,0
1293,21:32,434,433,64,15,,3297.0,"4,47","451,68",986,0.0,42,108,0,54,64,82,71,70.0,93,23,434,153,18,140,0,0
1294,21:33,"434,28",434,67,12,,3022.0,"4,47","450,55",973,0.0,42,107,0,56,64,81,70,69.0,93,23,433,141,18,139,0,0
1295,21:34,"434,61",434,63,14,,4075.0,"4,47","452,8",1026,0.0,42,108,0,58,65,81,70,67.0,93,23,434,193,17,140,0,0
1296,21:35,"434,97",434,62,23,,3886.0,"3,85","450,55",1004,0.0,42,107,0,61,64,81,69,66.0,93,23,434,172,17,139,0,0
1297,21:36,"435,17",435,61,27,,3823.0,"3,54","451,68",1012,0.0,42,108,0,63,64,82,69,65.0,93,24,436,180,17,140,0,0
1298,21:37,"435,34",435,59,29,,3912.0,"3,54","452,8",1023,0.0,42,108,0,65,64,82,69,65.0,93,24,438,189,17,140,0,0
1299,21:38,"435,67",435,61,26,,4169.0,"3,54","452,8",1030,0.0,42,108,0,66,64,81,68,64.0,93,23,436,196,16,140,0,0
1300,21:39,"435,87",435,60,27,,3533.0,"4,04","452,8",1001,0.0,42,108,0,67,64,81,68,64.0,93,24,437,169,16,140,0,0
1301,21:40,"436,09",436,64,24,,3755.0,"4,04","449,42",989,0.0,42,107,0,69,64,80,68,63.0,93,24,437,157,16,139,0,0
1302,21:41,"436,47",436,63,22,,5587.0,"4,04","449,42",1022,0.0,41,107,0,70,64,80,68,63.0,93,24,438,192,16,139,0,0
1303,21:42,"436,75",436,63,24,,4793.0,"4,04","449,42",988,0.0,42,107,0,71,64,79,67,63.0,93,24,437,155,15,139,0,0
1304,21:43,"436,83",436,73,14,,3046.0,"3,42","449,42",901,0.0,41,107,0,71,64,79,67,63.0,93,24,437,69,15,139,0,0
1305,21:44,"436,96",436,61,23,,4495.0,"3,42","449,42",973,0.0,42,107,0,72,63,79,67,63.0,93,24,437,138,15,139,0,0
1306,21:45,"437,11",437,61,30,,4759.0,"3,42","450,55",993,0.0,42,107,0,72,64,77,66,63.0,93,24,435,162,15,139,0,0
1307,21:46,"437,31",437,62,25,,5323.0,"3,42","449,42",1016,0.0,41,107,0,73,67,75,66,62.0,93,24,436,185,15,139,0,0
1308,21:47,"437,45",437,61,25,,4860.0,"3,42","448,31",993,0.0,41,107,0,74,68,75,65,62.0,93,24,437,160,14,138,0,0
1309,21:48,"437,55",437,65,23,,4155.0,"3,42","449,42",958,0.0,41,107,0,75,68,75,65,61.0,93,24,437,125,14,139,0,0
1310,21:49,"437,67",437,60,27,,4680.0,"3,42","448,31",980,0.0,41,107,0,76,68,75,65,61.0,93,24,438,148,14,138,0,0
1311,21:50,"437,93",437,64,29,,5134.0,"7,59","449,42",1000,0.0,41,107,0,77,68,75,65,60.0,93,24,438,169,14,139,0,0
1312,21:51,"438,26",438,62,23,,4608.0,"7,59","449,42",971,0.0,42,107,0,77,68,75,65,60.0,93,24,438,140,14,139,0,0
1313,21:52,"438,59",438,63,26,,4823.0,"7,59","449,42",979,0.0,41,107,0,78,68,75,65,60.0,93,24,439,147,13,139,0,0
1314,21:53,"438,78",438,62,23,,4680.0,"6,14","449,42",977,0.0,42,107,0,78,68,75,65,60.0,93,24,439,145,13,139,0,0
1315,21:54,"439,05",439,62,24,,5184.0,"3,23","449,42",1004,0.0,42,107,0,78,68,75,65,59.0,93,25,438,173,13,139,0,0
1316,21:55,"439,38",439,63,20,,5152.0,"3,23","449,42",1007,0.0,41,107,0,78,69,75,65,59.0,93,25,439,174,13,139,0,0
1317,21:56,"439,62",439,64,21,,4540.0,"3,23","449,42",982,0.0,41,107,0,78,69,76,65,59.0,93,25,440,150,12,139,0,0
1318,21:57,"439,87",439,64,21,,4610.0,"3,66","449,42",988,0.0,41,107,0,77,69,76,65,59.0,93,25,439,156,12,139,0,0
1319,21:58,"440,07",440,63,26,,4447.0,"3,88","449,42",997,0.0,42,107,0,77,69,76,65,59.0,93,25,439,163,12,139,0,0
1320,21:59,"440,28",440,61,31,,4292.0,"3,88","449,42",998,0.0,41,107,0,76,69,75,65,59.0,93,25,437,166,12,139,0,0
1321,22:00,"440,53",440,60,25,,4782.0,"3,88","449,42",1026,0.0,41,107,0,76,69,75,65,59.0,93,25,437,196,11,139,0,0
1322,22:01,"440,73",440,61,21,,4694.0,"4,09","449,42",1014,0.0,41,107,0,75,70,75,65,59.0,93,24,437,181,11,139,0,0
1323,22:02,"441,04",441,62,28,,5232.0,"4,51","449,42",1044,0.0,41,107,0,75,70,76,65,59.0,93,24,438,211,11,139,0,0
1324,22:03,"441,36",441,72,18,,3722.0,"4,51","449,42",974,0.0,41,107,0,74,70,76,65,59.0,93,24,437,141,11,139,0,0
1325,22:04,"441,91",441,74,13,,3989.0,"3,89","449,42",980,0.0,41,107,0,74,70,76,65,59.0,93,24,437,147,10,139,0,0
1326,22:05,"442,94",442,80,4,,2974.0,"2,65","449,42",939,0.0,41,107,0,73,70,76,65,59.0,93,24,436,106,9,139,0,0
1327,22:06,"444,25",444,81,6,,2778.0,"1,07","449,42",921,0.0,41,107,0,73,70,76,65,59.0,93,24,436,88,8,139,0,0
1328,22:07,"444,74",444,70,19,,3925.0,"0,96","449,42",967,0.0,41,107,0,73,70,76,65,59.0,93,24,436,135,7,139,0,0
1329,22:08,"445,58",445,74,10,,4590.0,"1,42","449,42",987,0.0,41,107,0,72,70,76,65,59.0,93,24,435,155,7,139,0,0
1330,22:09,"446,36",446,73,16,,3961.0,"1,23","449,42",983,0.0,41,107,0,72,70,76,65,60.0,93,24,436,150,6,139,0,0
1331,22:10,"447,4",447,79,11,,3282.0,"1,14","449,42",959,0.0,41,107,0,72,70,76,65,60.0,93,24,436,127,5,139,0,0
1332,22:11,"448,44",448,81,7,,2519.0,"1,1","450,55",912,0.0,41,107,0,72,70,76,65,60.0,93,24,436,80,4,139,0,0
1333,22:12,"449,3",449,78,8,,3214.0,"1,12","449,42",936,0.0,41,107,0,72,69,75,65,60.0,93,24,434,104,3,139,0,0
1334,22:13,"450,11",450,75,13,,3528.0,"1,11","450,55",953,0.0,41,107,0,72,69,75,65,60.0,93,24,434,122,2,139,0,0
1335,22:14,"451,29",451,78,9,,3071.0,"1,09","449,42",935,0.0,41,107,0,72,69,75,65,60.0,93,24,434,102,1,139,0,0
1336,22:15,"452,05",452,81,5,,2470.0,"0,99","449,44",912,0.0,41,107,0,72,69,75,65,60.0,93,24,434,80,0,139,0,0
1337,22:16,"452,05",450,83,2,,1658.0,"0,8","450,55",866,0.0,41,107,0,72,69,75,65,60.0,93,24,434,34,0,139,0,0
1338,22:17,"452,05",442,83,0,,1122.0,0,"449,42",861,0.0,40,107,0,73,69,76,65,60.0,93,23,436,29,6,139,0,0
1339,22:18,"452,05",432,83,0,,945.0,0,"449,42",855,0.0,40,107,0,72,68,75,65,59.0,93,23,432,22,16,139,0,0
1340,22:19,"452,05",442,85,0,,1374.0,0,"449,42",869,0.0,42,107,0,72,68,75,65,59.0,93,23,432,36,14,139,0,0
1341,22:20,"452,05",451,84,0,,1158.0,0,"448,31",867,,42,107,0,73,68,75,64,59.0,93,23,432,35,1,138,0,0
1342,22:21,"452,05",451,35,0,,114.0,0,"12,18",87,,10,2,0,73,68,75,65,61.0,93,23,435,0,0,3,0,0
1343,22:22,"452,05",451,24,0,,451.0,0,0,6,,0,0,0,68,67,76,66,67.0,93,23,437,0,4,0,0,0
1344,22:23,"452,05",451,25,0,,541.0,0,0,7,,0,0,0,59,66,77,68,71.0,93,23,434,0,13,0,0,0
1345,22:24,"452,05",451,25,0,,760.0,0,0,9,,0,0,0,52,66,79,69,73.0,93,23,432,0,20,0,0,0
1346,22:25,"452,05",451,24,0,,1003.0,0,0,7,,0,0,0,46,66,80,71,75.0,93,23,431,0,20,0,0,0
1347,22:26,"452,05",451,58,0,,,0,"61,2",2,,0,14,0,43,65,81,71,77.0,93,23,430,0,20,18,0,0
1348,22:27,"452,05",451,88,0,,,0,"358,77",437,,25,85,0,42,64,81,71,77.0,93,23,428,0,20,111,0,0
1349,22:28,"452,52",452,86,1,,,"0,53","449,42",795,,41,107,0,46,64,80,70,73.0,92,23,425,0,19,139,0,0
1350,22:29,"453,86",453,83,4,,,"1,91","449,42",844,,41,107,0,50,67,79,69,70.0,91,23,426,12,18,139,0,0
1351,22:30,"454,71",454,81,6,,,"0,77","447,2",861,,41,106,0,53,68,79,68,68.0,90,22,426,29,17,138,0,0
1352,22:31,"455,51",455,81,5,,,"1,13","447,2",859,,41,106,0,56,69,79,68,67.0,89,22,428,31,16,138,0,0
1353,22:32,"456,38",456,75,13,,,"1,24","449,42",937,,41,107,0,58,70,79,68,65.0,88,22,428,104,15,139,0,0
1354,22:33,"456,98",456,78,11,,,"1,32","448,31",889,,41,107,0,59,70,79,68,65.0,87,22,428,61,14,138,0,0
1355,22:34,"457,55",457,79,9,,,"1,36","449,42",873,,41,107,0,60,70,79,68,64.0,86,22,427,40,14,139,0,0
1356,22:35,"458,32",458,81,8,,,"1,59","448,31",886,,41,107,0,62,71,79,68,64.0,85,22,429,53,13,138,0,0
1357,22:36,"459,03",459,76,11,,4138.0,"1,52","448,31",926,,42,107,0,63,71,79,68,63.0,83,22,427,92,12,138,0,0
1358,22:37,"459,8",459,72,16,,4008.0,"1,38","447,2",926,,41,106,0,64,71,81,68,63.0,80,22,427,97,12,138,0,0
1359,22:38,"460,52",460,72,14,,4214.0,"1,31","449,42",938,,41,107,0,65,73,85,70,64.0,71,22,428,106,11,139,0,0
1360,22:39,"460,97",460,71,19,,3940.0,"1,45","448,31",932,,41,107,0,68,76,88,71,65.0,59,23,427,98,10,138,0,0
1361,22:40,"461,41",461,68,19,,5050.0,"1,52","448,31",976,,41,107,0,70,78,88,73,66.0,50,23,425,145,10,138,0,0
1362,22:41,"461,83",461,68,21,,5747.0,"1,78","448,31",1000,,41,107,0,72,78,86,73,68.0,48,23,425,168,10,138,0,0
1363,22:42,"462,18",462,69,17,,5016.0,"2,28","449,42",974,,41,107,0,74,78,85,72,69.0,51,23,429,144,9,139,0,0
1364,22:43,"462,37",462,75,11,,3578.0,"2,28","449,42",906,,41,107,0,75,77,84,72,69.0,66,23,443,75,9,139,0,0
1365,22:44,"462,69",462,69,19,,4972.0,"2,28","449,42",968,,41,107,0,76,77,83,72,69.0,79,23,456,136,9,139,0,0
1366,22:45,"463,11",463,69,21,,5439.0,"3,32","449,42",986,,41,107,0,77,77,83,71,69.0,80,23,457,155,8,139,0,0
1367,22:46,"463,44",463,71,14,,4738.0,"3,32","449,42",950,,41,107,0,77,77,83,71,69.0,80,23,457,117,8,139,0,0
1368,22:47,"463,89",463,72,17,,6482.0,"3,05","449,42",964,,41,107,0,78,77,83,71,68.0,80,23,457,131,7,139,0,0
1369,22:48,"464,1",463,72,14,,,"2,52","448,31",916,267.0,41,107,0,79,77,82,71,68.0,80,23,457,88,7,138,0,0
1370,22:49,"464,17",464,78,11,,,"2,52","448,31",845,13.0,41,107,0,79,77,82,71,68.0,80,22,457,28,7,138,0,0
1371,22:50,"464,39",464,75,13,,,"2,52","449,42",890,0.0,41,107,0,80,77,82,71,68.0,80,23,458,57,7,139,0,0
1372,22:51,"464,65",464,68,17,,,"2,52","449,42",945,0.0,41,107,0,80,77,82,71,67.0,80,23,457,113,7,139,0,0
1373,22:52,"465,15",465,68,22,,,"4,54","449,42",995,0.0,41,107,0,80,77,82,71,67.0,80,22,457,165,6,139,0,0
1374,22:53,"465,6",465,66,20,,,"4,54","448,31",998,0.0,41,107,0,81,77,82,71,67.0,80,22,458,166,6,138,0,0
1375,22:54,"465,99",465,67,14,,0.0,"2,93","449,42",996,0.0,41,107,0,81,76,84,71,67.0,80,22,459,163,5,139,0,0
1376,22:55,"466,2",466,77,11,,0.0,"2,12","447,2",854,0.0,41,106,0,82,88,87,72,67.0,80,22,476,23,5,138,0,0
1377,22:56,"466,45",466,74,14,,51.0,"2,12","448,31",885,0.0,41,107,0,83,77,85,74,68.0,80,22,467,56,5,138,0,0
1378,22:57,"466,88",466,70,16,,1038.0,"2,97","449,42",949,0.0,41,107,0,81,72,84,72,69.0,80,23,458,115,5,139,0,0
1379,22:58,"467,15",467,75,10,,575.0,"3,4","448,31",897,0.0,41,107,0,78,74,85,72,69.0,80,23,458,66,4,138,0,0
1380,22:59,"467,39",467,74,13,,1269.0,"3,4","449,42",899,0.0,41,107,0,77,74,85,72,69.0,80,23,457,68,4,139,0,0
1381,23:00,"467,83",467,72,18,,762.0,"3,4","449,42",968,0.0,41,107,0,76,74,85,73,69.0,80,23,457,136,4,139,0,0
1382,23:01,"468,36",468,70,19,,1590.0,"3,13","448,31",1020,0.0,41,107,0,75,74,86,73,69.0,80,23,457,189,3,138,0,0
1383,23:02,"468,86",468,71,17,,1943.0,"3,13","449,42",1005,0.0,41,107,0,74,74,86,73,69.0,80,23,456,172,3,139,0,0
1384,23:03,"469,15",469,73,15,,725.0,"1,93","449,42",958,0.0,41,107,0,74,73,86,73,69.0,80,23,455,125,2,139,0,0
1385,23:04,"469,51",469,73,14,,1256.0,"1,93","448,31",958,0.0,41,107,0,74,73,86,73,69.0,80,23,455,125,2,138,0,0
1386,23:05,"469,79",469,66,24,,1525.0,"2,29","449,42",996,0.0,41,107,0,74,73,86,73,69.0,80,23,455,164,2,139,0,0
1387,23:06,"470,13",470,64,23,,2004.0,"2,99","448,31",1045,0.0,41,107,0,74,73,86,73,70.0,80,23,456,211,1,138,0,0
1388,23:07,"470,41",470,63,22,,871.0,"2,99","449,42",1004,0.0,41,107,0,74,73,85,73,70.0,80,22,455,172,1,139,0,0
1389,23:08,"470,84",470,67,20,,1281.0,"3,02","450,55",979,0.0,41,107,0,74,73,85,73,70.0,80,22,455,145,1,139,0,0
1390,23:09,"471,31",471,66,20,,1369.0,"3,08","448,31",988,0.0,41,107,0,74,72,85,73,70.0,80,23,454,155,0,138,0,0
1391,23:10,"471,37",467,79,2,,254.0,"2,05","449,42",853,0.0,41,107,0,74,72,85,73,70.0,80,23,454,36,1,139,0,0
1392,23:11,"471,37",455,85,0,,0.0,0,"450,55",801,0.0,40,107,0,75,74,83,72,69.0,80,23,453,0,11,139,0,0
1393,23:12,"471,37",460,86,0,,0.0,0,"450,55",814,0.0,42,107,0,75,76,82,71,69.0,80,22,453,0,16,139,0,0
1394,23:13,"471,37",470,86,0,,0.0,0,"450,55",816,0.0,43,107,0,77,76,82,71,68.0,80,22,454,0,2,139,0,0
1395,23:14,"471,37",471,29,0,,85.0,0,"58,02",171,0.0,16,13,0,79,76,82,71,68.0,80,22,456,0,0,17,0,0
1396,23:15,"471,37",471,23,0,,41.0,0,0,1,0.0,0,0,0,74,76,82,72,74.0,80,22,458,0,1,0,0,0
1397,23:16,"471,37",470,25,0,,0.0,0,0,3,0.0,0,0,0,66,75,84,74,78.0,80,22,457,0,11,0,0,0
1398,23:17,"471,37",470,25,0,,0.0,0,0,4,0.0,0,0,0,58,76,86,75,80.0,80,22,455,0,18,0,0,0
1399,23:18,"471,37",470,24,0,,3.0,0,0,4,0.0,0,0,0,51,76,87,77,83.0,80,22,454,0,20,0,0,0
1400,23:19,"471,37",470,23,0,,245.0,0,0,3,0.0,0,0,0,48,74,88,78,84.0,80,22,452,0,19,0,0,0
1401,23:20,"471,37",470,23,0,,3394.0,0,0,2,0.0,0,0,0,48,73,88,78,85.0,80,22,452,0,19,0,0,0
