line,timestmp,depth (m),bitdepth (m),hook_load (klb),wob (klb),rpm,torque,rop ,flowin (gal/stk),spp (psi),ChockePressure (psi),flowout (%),SPM1 (spm),SPM2 (spm),pitlevel1 (bbl),pitlevel2 (bbl),pitlevel3 (bbl),pitlevel4 (bbl),pitlevel5 (bbl),pitlevel6 (bbl),pitlevel7 (bbl),totalpitlevel (bbl),RPMAnalog,BlockPosition,RPMTotal,H2S (ppm),Kick
830,13:49,"318,76",318,79,0,,500.0,0,"452,8",702,0.0,42,108,0,51,71,82,73,75.0,94,26,446,10,20,140,0,0
831,13:50,"318,76",318,79,0,,752.0,0,"450,55",696,0.0,42,107,0,56,71,82,72,73.0,94,26,448,0,19,139,0,0
832,13:51,"318,97",318,78,0,,1068.0,"2,62","452,8",708,0.0,42,108,0,59,72,81,71,71.0,94,26,448,12,19,140,0,0
833,13:52,"319,43",319,67,13,,3645.0,"2,62","451,68",862,0.0,42,108,0,62,73,80,70,69.0,94,26,448,150,18,140,0,0
834,13:53,"319,61",319,67,8,,2245.0,"2,62","450,55",795,0.0,42,107,0,64,74,80,70,67.0,94,26,449,87,18,139,0,0
835,13:54,"320,06",320,64,13,,4207.0,"3,63","450,55",898,0.0,42,107,0,66,74,80,69,66.0,94,26,449,189,18,139,0,0
836,13:55,"320,46",320,67,11,,3138.0,"3,63","452,8",836,0.0,41,108,0,67,74,80,69,65.0,94,26,449,128,17,140,0,0
837,13:56,"320,88",320,63,15,,3302.0,"3,63","450,55",866,0.0,42,107,0,69,74,79,69,65.0,94,26,450,155,17,139,0,0
838,13:57,"321,21",321,63,15,,2511.0,"2,58","450,55",833,0.0,42,107,0,70,74,79,68,64.0,94,26,449,124,17,139,0,0
839,13:58,"321,3",321,60,16,,1293.0,"2,58","452,8",764,0.0,42,108,0,71,74,79,68,63.0,94,26,449,58,16,140,0,0
840,13:59,"321,41",321,63,17,,1159.0,"2,58","451,68",755,0.0,42,108,0,72,74,79,68,63.0,94,25,450,48,16,140,0,0
841,14:00,"321,54",321,64,15,,1214.0,"2,58","451,68",756,0.0,42,108,0,73,74,79,68,63.0,94,24,451,50,16,140,0,0
842,14:01,"321,7",321,61,12,,2127.0,"2,58","452,8",796,0.0,42,108,0,74,74,78,68,62.0,94,24,450,88,16,140,0,0
843,14:02,"321,89",321,61,16,,1720.0,"5,2","450,55",780,0.0,42,107,0,74,74,78,67,62.0,94,24,449,72,16,139,0,0
844,14:03,"322,05",322,65,10,,1903.0,"5,2","451,68",787,0.0,42,108,0,75,74,78,67,62.0,94,24,450,81,16,140,0,0
845,14:04,"322,56",322,67,12,,3255.0,"5,2","451,68",847,0.0,42,108,0,74,74,78,67,62.0,94,24,449,141,15,140,0,0
846,14:05,"323,09",323,68,8,,3315.0,"4,6","451,68",860,0.0,42,108,0,75,74,77,67,61.0,94,24,448,146,15,140,0,0
847,14:06,"324,07",324,67,4,,3170.0,"2,66","451,68",861,0.0,42,108,0,76,74,77,67,61.0,94,24,449,151,14,140,0,0
848,14:07,"324,81",324,70,11,,2289.0,"1,2","452,8",805,0.0,42,108,0,76,74,77,67,61.0,94,24,449,102,13,140,0,0
849,14:08,"325,76",325,67,7,,4173.0,"1,27","451,68",906,0.0,42,108,0,76,74,77,67,61.0,94,24,449,194,12,140,0,0
850,14:09,"326,59",326,72,10,,2486.0,"0,92","451,68",825,0.0,42,108,0,76,74,77,67,61.0,94,24,449,122,11,140,0,0
851,14:10,"327,19",327,75,2,,766.0,"1,35","450,55",748,0.0,42,107,0,76,66,77,67,61.0,94,24,441,46,11,139,0,0
852,14:11,"327,77",327,72,9,,1608.0,"1,57","451,68",774,0.0,42,108,0,76,74,77,67,61.0,94,24,449,69,10,140,0,0
853,14:12,"328,3",328,73,2,,2023.0,"1,58","451,68",807,0.0,42,108,0,75,74,77,67,61.0,94,24,448,99,10,140,0,0
854,14:13,"328,84",328,75,2,,1772.0,"1,66","449,42",776,0.0,42,107,0,75,74,77,67,61.0,94,24,448,66,9,139,0,0
855,14:14,"329,26",329,78,1,,215.0,"1,82","450,55",701,0.0,42,107,0,75,74,77,67,61.0,94,24,448,8,9,139,0,0
856,14:15,"329,99",329,72,6,,2218.0,"1,78","452,8",803,0.0,42,108,0,75,74,77,67,60.0,94,24,447,96,8,140,0,0
857,14:16,"330,56",330,71,10,,2500.0,"1,68","451,68",819,0.0,42,108,0,75,74,77,67,61.0,94,24,448,115,7,140,0,0
858,14:17,"330,98",330,71,3,,2227.0,"1,82","452,8",808,0.0,42,108,0,75,74,77,67,44.0,94,24,431,104,7,140,0,0
859,14:18,"331,34",331,71,0,,2006.0,"1,88","451,68",803,0.0,42,108,0,75,74,77,67,61.0,94,24,448,96,7,140,0,0
860,14:19,"331,83",331,75,4,,1035.0,"2,1","449,42",754,0.0,42,107,0,74,74,77,67,61.0,94,24,447,48,6,139,0,0
861,14:20,"332,6",332,75,1,,984.0,"2,54","450,55",750,0.0,42,107,0,74,74,77,66,61.0,94,24,446,44,5,139,0,0
862,14:21,"333,39",333,72,9,,2286.0,"1,62","450,55",810,0.0,42,107,0,74,74,77,66,61.0,94,24,446,101,5,139,0,0
863,14:22,"334,04",334,67,17,,4636.0,"1,26","450,57",943,0.0,42,107,0,74,74,77,66,61.0,94,24,446,219,4,139,0,0
864,14:23,"334,23",334,75,7,,895.0,"1,31","450,55",739,0.0,42,107,0,74,74,77,66,61.0,94,24,446,36,4,139,0,0
865,14:24,"334,52",334,72,4,,2002.0,"1,31","451,68",802,0.0,42,108,0,73,74,78,66,61.0,93,24,445,97,3,140,0,0
866,14:25,"334,69",334,76,1,,944.0,"1,31","451,68",723,0.0,42,108,0,73,74,78,66,61.0,93,24,445,29,3,140,0,0
867,14:26,"335,03",335,69,11,,2045.0,"3,66","451,68",806,0.0,42,108,0,73,74,77,66,61.0,93,24,444,96,3,140,0,0
868,14:27,"335,3",335,65,11,,2590.0,"3,66","453,95",852,0.0,42,108,0,73,74,77,66,61.0,93,24,444,141,3,140,0,0
869,14:28,"335,58",335,69,7,,1574.0,"3,66","449,42",779,0.0,42,107,0,73,74,77,66,61.0,93,24,444,73,2,139,0,0
870,14:29,"336,17",336,72,6,,2162.0,"3,38","450,55",804,0.0,42,107,0,73,74,77,66,61.0,93,24,444,97,2,139,0,0
871,14:30,"336,63",336,62,17,,3330.0,"3,24","450,55",859,0.0,41,107,0,73,74,77,66,61.0,93,24,444,149,1,139,0,0
872,14:31,"337,08",337,67,10,,2685.0,"2,89","451,68",832,0.0,42,108,0,73,74,77,66,61.0,93,24,444,123,1,140,0,0
873,14:32,"337,83",337,70,6,,2727.0,"2,2","450,55",845,0.0,42,107,0,73,74,77,66,61.0,93,24,444,136,0,139,0,0
874,14:33,"337,83",333,76,0,,310.0,"0,87","450,55",712,0.0,42,107,0,73,74,77,66,61.0,93,24,444,9,1,139,0,0
875,14:34,"337,83",326,77,0,,467.0,0,"450,55",698,0.0,40,107,0,73,73,77,66,61.0,93,23,443,0,9,139,0,0
876,14:35,"337,83",318,77,0,,232.0,0,"359,78",568,0.0,39,86,0,72,73,77,66,61.0,93,22,442,0,18,111,0,0
877,14:36,"337,83",318,29,0,,1866.0,0,"175,75",96,0.0,32,42,0,70,73,77,67,63.0,93,22,443,0,19,54,0,0
878,14:37,"337,83",321,79,0,,130.0,0,"176,44",94,0.0,33,42,0,65,72,77,67,67.0,93,22,441,0,19,54,0,0
879,14:38,"337,83",337,80,0,,337.0,0,"176,44",98,0.0,35,42,0,62,70,78,68,70.0,93,22,441,0,4,54,0,0
880,14:39,"337,83",337,80,0,,0.0,0,0,6,0.0,4,0,0,59,70,78,69,73.0,93,22,442,0,2,0,0,0
881,14:40,"337,83",337,45,0,,35.0,0,0,0,0.0,0,0,0,53,70,80,71,77.0,93,22,444,0,0,0,0,0
882,14:41,"337,83",337,25,0,,0.0,0,0,0,0.0,0,0,0,46,69,81,72,79.0,93,22,440,0,2,0,0,0
883,14:42,"337,83",337,25,0,,0.0,0,0,2,0.0,0,0,0,42,69,82,73,81.0,93,22,440,0,11,0,0,0
884,14:43,"337,83",337,24,0,,240.0,0,0,0,0.0,0,0,0,39,68,83,74,82.0,93,22,439,0,10,0,0,0
885,14:44,"337,83",337,26,0,,0.0,0,0,0,0.0,0,0,0,38,68,83,74,83.0,93,22,439,0,20,0,0,0
886,14:45,"337,83",337,35,0,,4025.0,0,0,0,0.0,0,0,0,38,67,83,74,84.0,93,22,439,0,20,0,0,0
887,14:46,"337,83",336,80,0,,162.0,0,"276,84",251,0.0,22,66,0,37,67,83,74,83.0,94,22,438,0,20,85,0,0
888,14:47,"337,83",336,79,0,,305.0,0,"449,42",730,0.0,42,107,0,40,67,82,73,78.0,94,22,434,0,20,139,0,0
889,14:48,"337,83",336,80,0,,356.0,0,"449,42",752,0.0,41,107,0,47,69,80,71,74.0,94,22,435,1,20,139,0,0
890,14:49,"337,83",336,81,0,,378.0,0,"449,42",752,0.0,42,107,0,51,70,80,70,72.0,94,22,437,1,20,139,0,0
891,14:50,"337,94",337,77,2,,1240.0,"0,44","449,42",802,0.0,42,107,0,54,71,79,69,70.0,94,22,437,51,19,139,0,0
892,14:51,"338,35",338,74,6,,2335.0,"1,31","449,42",847,0.0,42,107,0,57,72,79,69,68.0,94,22,439,97,19,139,0,0
893,14:52,"339,2",339,71,6,,4712.0,"2,04","449,42",897,0.0,42,107,0,59,74,76,69,67.0,94,22,439,146,18,139,0,0
894,14:53,"339,78",339,67,11,,5133.0,"2,41","449,42",983,0.0,42,107,0,60,76,74,69,66.0,94,22,439,231,17,139,0,0
895,14:54,"340,29",340,68,14,,4335.0,"1,34","448,31",970,0.0,42,107,0,62,76,75,69,65.0,94,22,441,219,17,138,0,0
896,14:55,"340,66",340,66,8,,4640.0,"1,34","449,42",979,0.0,42,107,0,64,76,75,69,65.0,94,22,443,228,16,139,0,0
897,14:56,"341,11",341,68,9,,4691.0,"2,3","447,2",982,0.0,42,106,0,65,76,74,69,64.0,94,22,442,229,16,138,0,0
898,14:57,"341,26",341,60,20,,5342.0,"2,3","448,31",1001,0.0,42,107,0,66,76,74,68,64.0,94,22,442,250,16,138,0,0
899,14:58,"341,35",341,59,18,,5513.0,"2,3","449,42",1018,0.0,42,107,0,67,75,74,68,64.0,94,22,442,266,16,139,0,0
900,14:59,"341,44",341,60,17,,5277.0,"2,3","449,42",1009,0.0,42,107,0,67,75,73,68,64.0,94,22,441,257,15,139,0,0
901,15:00,"341,58",341,57,20,,5899.0,"2,3","448,31",1048,0.0,42,107,0,68,75,73,68,64.0,94,22,442,296,15,138,0,0
902,15:01,"341,69",341,59,16,,5539.0,"2,3","449,42",1031,0.0,42,107,0,69,75,73,68,64.0,94,22,443,280,15,139,0,0
903,15:02,"341,86",341,55,22,,6343.0,"6,03","449,42",1064,0.0,42,107,0,70,74,73,68,64.0,94,22,443,311,15,139,0,0
904,15:03,342,341,58,17,,6158.0,"6,03","449,42",1061,0.0,42,107,0,70,74,72,67,63.0,94,22,440,309,15,139,0,0
905,15:04,"342,1",342,63,16,,4747.0,"6,03","448,31",976,0.0,42,107,0,73,72,72,67,63.0,94,22,441,224,15,138,0,0
906,15:05,"342,21",342,57,21,,5402.0,"6,03","448,31",1031,0.0,42,107,0,76,72,71,66,63.0,94,23,442,281,15,138,0,0
907,15:06,"342,32",342,57,17,,5786.0,"6,03","447,2",1029,0.0,41,106,0,78,73,71,66,62.0,94,23,444,278,15,138,0,0
908,15:07,"342,44",342,57,20,,5865.0,"6,03","449,42",1041,0.0,42,107,0,79,73,70,66,62.0,94,22,444,290,14,139,0,0
909,15:08,"342,56",342,56,21,,5607.0,"6,03","449,42",1025,0.0,41,107,0,80,74,71,66,61.0,94,23,446,274,14,139,0,0
910,15:09,"342,66",342,58,19,,5416.0,"6,03","449,42",963,0.0,42,107,0,80,74,70,66,60.0,94,23,444,211,14,139,0,0
911,15:10,"342,78",342,57,21,,5796.0,"7,55","449,42",984,0.0,42,107,0,81,73,70,66,60.0,94,23,444,232,14,139,0,0
912,15:11,"342,89",342,56,20,,5879.0,"8,32","447,2",989,0.0,42,106,0,81,73,70,67,59.0,94,23,444,237,14,138,0,0
913,15:12,343,342,60,13,,5088.0,"8,32","449,42",955,0.0,42,107,0,82,73,71,68,57.0,94,23,445,204,14,139,0,0
914,15:13,"343,09",343,59,18,,4785.0,"8,32","449,42",937,0.0,42,107,0,83,73,71,68,56.0,94,23,445,187,14,139,0,0
915,15:14,"343,21",343,58,19,,5292.0,"8,32","449,42",967,0.0,42,107,0,84,72,71,68,55.0,94,23,444,215,14,139,0,0
916,15:15,"343,32",343,59,17,,5063.0,"8,32","449,42",952,0.0,42,107,0,85,72,70,67,55.0,94,23,443,200,14,139,0,0
917,15:16,"343,45",343,57,22,,5498.0,"8,32","449,42",974,0.0,42,107,0,86,72,70,67,56.0,94,23,445,223,13,139,0,0
918,15:17,"343,57",343,57,18,,5480.0,"8,32","449,42",965,0.0,42,107,0,87,72,69,67,56.0,94,23,445,214,13,139,0,0
919,15:18,"343,69",343,58,21,,5640.0,"8,32","450,55",972,0.0,42,107,0,88,72,69,66,56.0,94,23,445,221,13,139,0,0
920,15:19,"343,82",343,57,19,,5543.0,"8,68","448,31",971,0.0,42,107,0,88,72,69,66,56.0,94,24,445,219,13,138,0,0
921,15:20,"343,95",343,57,17,,5645.0,"8,68","448,31",978,0.0,42,107,0,89,72,69,66,55.0,94,24,445,226,13,138,0,0
922,15:21,"344,12",344,54,20,,6318.0,"8,68","449,42",1011,0.0,42,107,0,89,72,69,66,55.0,94,24,445,261,13,139,0,0
923,15:22,"344,24",344,58,24,,5107.0,"8,68","448,31",962,0.0,42,107,0,90,72,69,66,55.0,94,25,446,211,13,138,0,0
924,15:23,"344,36",344,61,17,,5050.0,"8,68","450,57",961,0.0,42,107,0,90,72,69,66,55.0,94,25,446,210,13,139,0,0
925,15:24,"344,53",344,58,19,,5901.0,"8,68","449,42",1005,0.0,42,107,0,90,72,69,66,55.0,94,24,446,253,12,139,0,0
926,15:25,"344,73",344,55,23,,6334.0,"8,68","448,31",1027,0.0,42,107,0,90,72,69,66,55.0,94,24,446,274,12,138,0,0
927,15:26,"344,96",344,55,18,,6851.0,"6,74","449,42",1050,0.0,42,107,0,90,72,69,66,55.0,94,24,446,300,12,139,0,0
928,15:27,"345,14",345,58,16,,6165.0,"6,74","448,31",1019,0.0,42,107,0,90,72,68,66,55.0,93,23,444,267,12,138,0,0
929,15:28,"345,41",345,55,21,,6870.0,"6,74","449,42",1050,0.0,42,107,0,90,72,68,66,55.0,94,23,445,298,12,139,0,0
930,15:29,"345,76",345,65,14,,5432.0,"6,74","449,42",994,0.0,42,107,0,90,72,68,66,55.0,94,23,445,246,11,139,0,0
931,15:30,"346,12",346,61,16,,6255.0,"3,94","449,42",1034,0.0,42,107,0,91,71,68,65,55.0,94,23,444,284,11,139,0,0
932,15:31,"346,61",346,64,9,,5821.0,"3,94","448,31",1021,0.0,42,107,0,91,71,68,65,55.0,93,24,443,266,10,138,0,0
933,15:32,"346,93",346,68,11,,4383.0,"3,45","449,42",932,0.0,42,107,0,91,71,68,65,55.0,94,23,444,180,10,139,0,0
934,15:33,"347,23",347,72,1,,3899.0,"2,48","450,55",904,0.0,42,107,0,91,70,68,65,55.0,93,23,442,152,10,139,0,0
935,15:34,"347,23",347,79,2,,1403.0,"2,48","449,42",796,0.0,42,107,0,92,70,68,65,55.0,93,23,443,45,10,139,0,0
936,15:35,"347,28",347,78,3,,1395.0,"2,48","448,31",801,0.0,42,107,0,92,70,67,65,54.0,93,23,441,50,10,138,0,0
937,15:36,"347,36",347,75,4,,1817.0,"2,48","448,31",826,0.0,44,107,0,92,70,67,64,54.0,93,23,440,75,9,138,0,0
938,15:37,"347,57",347,67,12,,3277.0,"2,48","448,31",888,0.0,44,107,0,92,70,67,64,54.0,93,24,440,137,9,138,0,0
939,15:38,"347,77",347,63,14,,4293.0,"4,85","449,42",939,0.0,44,107,0,93,70,67,64,54.0,93,23,441,187,9,139,0,0
940,15:39,"348,28",348,65,14,,5502.0,"6,03","449,42",985,0.0,43,107,0,93,70,67,64,54.0,93,23,441,234,9,139,0,0
941,15:40,"348,76",348,67,13,,4846.0,"6,03","449,42",961,0.0,43,107,0,93,70,67,64,54.0,93,23,441,211,8,139,0,0
942,15:41,"349,39",349,64,15,,5231.0,"2,5","449,42",1002,0.0,43,107,0,93,70,67,64,53.0,93,23,440,250,8,139,0,0
943,15:42,"349,97",349,66,14,,4791.0,"2,22","449,42",986,0.0,44,107,0,94,70,67,64,53.0,93,23,441,237,7,139,0,0
944,15:43,"351,01",351,63,16,,5560.0,"1,66","449,42",1027,0.0,43,107,0,94,70,67,64,53.0,93,23,441,278,6,139,0,0
945,15:44,"351,84",351,65,13,,4871.0,"1,14","450,55",1002,0.0,44,107,0,94,70,67,64,53.0,93,23,441,250,5,139,0,0
946,15:45,"352,69",352,63,16,,4989.0,"1,04","449,42",1009,0.0,43,107,0,94,70,67,64,53.0,93,23,441,256,4,139,0,0
947,15:46,"353,09",353,63,12,,4811.0,"1,24","450,55",994,0.0,43,107,0,94,70,67,64,52.0,93,24,440,254,4,139,0,0
948,15:47,"353,58",353,65,11,,4874.0,"1,24","450,55",982,0.0,43,107,0,95,69,67,64,52.0,93,24,440,231,3,139,0,0
949,15:48,"354,18",354,65,18,,4941.0,"2,12","448,31",989,0.0,43,107,0,95,69,67,64,52.0,93,24,440,239,3,138,0,0
950,15:49,"354,63",354,64,17,,4968.0,"2,12","450,55",986,0.0,44,107,0,95,69,67,64,52.0,93,24,440,231,2,139,0,0
951,15:50,"355,02",355,65,10,,4358.0,"2,02","449,42",961,0.0,43,107,0,95,69,67,64,52.0,93,24,440,211,2,139,0,0
952,15:51,"355,47",355,67,18,,4097.0,"1,97","449,44",945,0.0,43,107,0,95,69,66,64,52.0,93,24,439,194,2,139,0,0
953,15:52,"356,24",356,65,17,,5082.0,"2,18","449,42",1005,0.0,43,107,0,96,69,66,64,52.0,93,24,440,253,1,139,0,0
954,15:53,"356,84",356,63,12,,5194.0,"2,18","449,42",1012,0.0,43,107,0,96,68,67,63,52.0,93,24,439,261,0,139,0,0
955,15:54,"356,84",345,75,0,,1233.0,"0,45","449,42",808,0.0,42,107,0,97,68,66,63,51.0,93,23,438,58,6,139,0,0
956,15:55,"356,84",349,76,0,,1081.0,0,"449,42",806,0.0,43,107,0,97,68,66,63,51.0,93,24,438,55,13,139,0,0
957,15:56,"356,84",356,77,0,,687.0,0,"320,03",638,0.0,42,76,0,97,68,66,63,51.0,93,24,438,34,1,99,0,0
958,15:57,"356,84",356,38,0,,62.0,0,"27,24",67,0.0,7,6,0,97,68,66,63,54.0,93,23,441,0,0,8,0,0
959,15:58,"356,84",356,23,0,,41.0,0,0,26,0.0,0,0,0,91,67,67,65,59.0,93,23,442,0,1,0,0,0
960,15:59,"356,84",356,24,0,,71.0,0,0,27,0.0,0,0,0,82,68,68,67,63.0,93,23,441,0,11,0,0,0
961,16:00,"356,84",356,24,0,,713.0,0,0,27,0.0,0,0,0,72,69,70,68,66.0,93,22,438,0,10,0,0,0
962,16:01,"356,84",356,25,0,,457.0,0,0,26,0.0,0,0,0,64,70,72,70,69.0,93,23,438,0,17,0,0,0
963,16:02,"356,84",356,23,0,,3009.0,0,0,26,0.0,0,0,0,57,70,73,72,71.0,93,22,436,0,19,0,0,0
964,16:03,"356,84",356,63,0,,2108.0,0,"57,52",35,0.0,0,13,0,51,71,74,73,73.0,93,22,435,0,19,17,0,0
965,16:04,"356,84",355,80,0,,1172.0,0,"273,06",306,0.0,32,65,0,47,71,74,73,73.0,93,23,431,0,20,84,0,0
966,16:05,"356,84",355,79,0,,1591.0,0,"449,42",770,0.0,43,107,0,51,70,74,73,71.0,93,22,432,21,20,139,0,0
967,16:06,"356,84",355,79,0,,1413.0,0,"447,2",781,0.0,43,106,0,58,70,73,71,67.0,93,22,432,0,20,138,0,0
968,16:07,"356,84",355,79,0,,1328.0,0,"448,31",780,0.0,43,107,0,65,70,72,69,64.0,93,22,433,0,20,138,0,0
969,16:08,"356,84",356,80,0,,1068.0,0,"449,42",780,0.0,43,107,0,71,69,71,68,62.0,93,23,434,0,20,139,0,0
970,16:09,"356,92",356,77,4,,1980.0,"0,45","448,31",811,0.0,43,107,0,74,71,74,70,60.0,93,22,442,31,19,138,0,0
971,16:10,"357,76",357,65,14,,5697.0,"1,44","448,31",1015,0.0,43,107,0,78,74,77,72,61.0,93,22,455,231,19,138,0,0
972,16:11,"358,56",358,66,13,,5720.0,"1,62","450,55",1009,0.0,44,107,0,81,76,79,73,62.0,93,22,464,225,18,139,0,0
973,16:12,"359,17",359,69,8,,4277.0,"1,33","449,42",960,0.0,44,107,0,83,78,78,73,64.0,93,24,469,177,17,139,0,0
974,16:13,"360,04",360,66,17,,5338.0,"1,4","448,31",1017,0.0,44,107,0,86,78,77,72,65.0,93,28,471,233,16,138,0,0
975,16:14,"360,94",360,63,12,,6402.0,"1,5","449,42",1069,0.0,44,107,0,88,78,76,71,65.0,93,28,471,285,15,139,0,0
976,16:15,"361,51",361,68,8,,4442.0,"1,04","448,31",984,0.0,44,107,0,89,77,76,71,65.0,93,28,471,197,15,138,0,0
977,16:16,"362,1",362,69,7,,3494.0,"1,45","449,42",945,0.0,44,107,0,90,77,75,71,65.0,93,28,471,160,14,139,0,0
978,16:17,"362,57",362,71,6,,3051.0,"1,66","449,42",912,0.0,44,107,0,92,77,75,70,64.0,93,28,471,129,13,139,0,0
979,16:18,"363,48",363,65,16,,5659.0,"1,82","448,31",1031,0.0,43,107,0,93,77,74,70,64.0,93,28,471,244,13,138,0,0
980,16:19,"364,39",364,64,11,,5184.0,"1,29","449,42",1053,0.0,43,107,0,95,76,74,70,63.0,93,28,471,268,12,139,0,0
981,16:20,"365,06",365,66,16,,4224.0,"1,27","447,2",1025,0.0,43,106,0,95,76,74,70,63.0,93,28,471,240,11,138,0,0
982,16:21,"365,37",365,69,7,,3129.0,"1,38","448,31",969,0.0,43,107,0,96,76,74,70,62.0,93,28,471,186,11,138,0,0
983,16:22,"366,11",366,61,16,,6054.0,"1,7","450,55",1086,0.0,43,107,0,96,76,74,69,62.0,93,28,470,302,10,139,0,0
984,16:23,"366,61",366,62,23,,4575.0,"1,86","447,2",1019,0.0,43,106,0,97,76,73,69,62.0,93,28,470,236,10,138,0,0
985,16:24,"367,01",367,54,25,,5395.0,"1,79","447,2",1051,0.0,43,106,0,98,75,73,69,62.0,93,28,470,267,9,138,0,0
986,16:25,"367,22",367,60,17,,3937.0,"1,76","449,42",1005,0.0,43,107,0,98,75,72,69,61.0,93,28,468,221,9,139,0,0
987,16:26,"367,65",367,58,26,,4620.0,"1,76","449,42",1022,0.0,43,107,0,98,75,72,69,61.0,93,28,468,238,8,139,0,0
988,16:27,"368,09",368,56,21,,3718.0,"2,9","447,2",990,0.0,43,106,0,98,75,72,68,61.0,93,28,467,206,8,138,0,0
989,16:28,"368,58",368,55,25,,3986.0,"2,9","449,42",1000,0.0,42,107,0,98,74,72,68,61.0,93,28,466,215,8,139,0,0
990,16:29,"369,15",369,55,24,,4146.0,"2,38","447,2",1011,0.0,43,106,0,99,74,72,68,60.0,93,28,466,227,7,138,0,0
991,16:30,"369,68",369,56,24,,4118.0,"2,12","449,42",1004,0.0,43,107,0,99,74,72,68,60.0,93,28,466,220,6,139,0,0
992,16:31,"370,14",370,55,24,,4392.0,"1,96","449,42",1022,0.0,43,107,0,99,75,72,68,60.0,93,28,467,238,6,139,0,0
993,16:32,"370,63",370,54,24,,4496.0,"1,88","449,42",1034,0.0,43,107,0,100,75,72,68,60.0,93,28,468,251,5,139,0,0
994,16:33,"371,16",371,53,26,,4572.0,"2,02","448,31",1034,0.0,43,107,0,99,75,72,68,59.0,93,28,466,251,5,138,0,0
995,16:34,"371,63",371,53,25,,4694.0,"2,02","449,42",1042,0.0,43,107,0,99,75,72,68,59.0,93,28,466,261,4,139,0,0
996,16:35,"372,15",372,54,26,,4691.0,"2,01","448,31",1041,0.0,43,107,0,99,75,72,68,59.0,93,28,466,257,4,138,0,0
997,16:36,"372,49",372,57,18,,4053.0,"2,01","449,42",1020,0.0,43,107,0,99,75,72,68,59.0,93,28,466,236,4,139,0,0
998,16:37,"373,07",373,56,23,,4074.0,"2,16","449,42",1025,0.0,43,107,0,99,75,72,68,59.0,93,28,466,240,3,139,0,0
999,16:38,"373,45",373,55,24,,4435.0,"2,23","449,42",1035,0.0,43,107,0,99,75,72,68,59.0,93,28,466,252,3,139,0,0
1000,16:39,"373,71",373,59,19,,3872.0,"2,23","449,42",1011,0.0,43,107,0,99,74,72,68,59.0,93,28,465,228,2,139,0,0
1001,16:40,"374,16",374,61,15,,3531.0,"2,59","449,42",996,0.0,43,107,0,100,74,71,68,59.0,93,28,465,212,2,139,0,0
1002,16:41,"374,42",374,64,15,,2913.0,"2,59","448,31",972,0.0,43,107,0,100,74,71,68,59.0,93,28,465,187,2,138,0,0
1003,16:42,"374,56",374,61,20,,3467.0,"2,59","449,42",985,0.0,43,107,0,100,74,71,68,59.0,93,28,465,200,1,139,0,0
1004,16:43,"374,7",374,57,22,,4499.0,"2,59","450,55",1030,0.0,43,107,0,100,74,72,68,59.0,93,28,466,246,1,139,0,0
1005,16:44,"374,82",374,57,19,,4401.0,"4,06","449,42",1023,0.0,43,107,0,100,74,71,67,59.0,93,27,464,240,1,139,0,0
1006,16:45,375,374,54,27,,5502.0,"4,06","449,42",1077,0.0,43,107,0,101,74,71,67,59.0,93,27,465,293,1,139,0,0
1007,16:46,"375,16",375,53,28,,5875.0,"4,06","449,42",1091,0.0,43,107,0,101,74,71,67,59.0,93,27,465,308,1,139,0,0
1008,16:47,"375,33",375,54,26,,5518.0,"4,06","449,42",1074,0.0,43,107,0,101,74,71,67,59.0,93,27,465,290,1,139,0,0
1009,16:48,"375,48",375,53,26,,5546.0,"4,06","448,31",1073,0.0,43,107,0,101,74,71,67,59.0,93,27,465,289,1,138,0,0
1010,16:49,"375,61",375,54,24,,5180.0,"4,06","449,42",1052,0.0,43,107,0,101,75,71,67,58.0,93,27,465,269,0,139,0,0
1011,16:50,"375,76",375,55,26,,5206.0,"5,74","448,31",1041,0.0,43,107,0,101,75,71,67,58.0,94,27,466,258,0,138,0,0
1012,16:51,"375,9",375,54,23,,5448.0,"6,58","448,31",1059,0.0,43,107,0,101,75,71,67,58.0,93,28,465,275,0,138,0,0
1013,16:52,"376,04",376,57,24,,4581.0,"6,58","448,31",1018,0.0,43,107,0,101,75,71,67,59.0,93,28,466,234,0,138,0,0
1014,16:53,"376,04",363,73,0,,1645.0,"2,19","449,42",884,0.0,41,107,0,100,75,71,67,59.0,93,28,465,99,6,139,0,0
1015,16:54,"376,04",368,78,0,,794.0,0,"449,42",855,0.0,43,107,0,100,75,71,68,59.0,93,28,466,70,13,139,0,0
1016,16:55,"376,04",375,78,0,,414.0,0,"327,37",709,0.0,41,78,0,100,75,71,67,59.0,94,28,466,62,0,101,0,0
1017,16:56,"376,04",375,82,0,,18.0,0,0,25,0.0,2,0,0,98,75,72,68,62.0,94,28,469,0,0,0,0,0
1018,16:57,"376,04",375,82,0,,0.0,0,0,17,0.0,0,0,0,92,73,73,69,69.0,94,28,470,0,0,0,0,0
1019,16:58,"376,04",375,82,0,,0.0,0,0,15,0.0,0,0,0,87,72,74,71,73.0,94,28,471,0,0,0,0,0
1020,16:59,"376,04",375,76,0,,0.0,0,0,2,0.0,0,0,0,77,75,76,73,75.0,94,28,470,0,1,0,0,0
1021,17:00,"376,04",375,24,0,,63.0,0,0,0,0.0,0,0,0,69,75,77,75,78.0,93,28,467,0,1,0,0,0
