line;timestmp;depth (m);bitdepth (m);hook_load (klb);wob (klb);rpm;torque;rop ;flowin (gal/stk);spp (psi);ChockePressure (psi);flowout (%);SPM1 (spm);SPM2 (spm);pitlevel1 (bbl);pitlevel2 (bbl);pitlevel3 (bbl);pitlevel4 (bbl);pitlevel5 (bbl);pitlevel6 (bbl);pitlevel7 (bbl);totalpitlevel (bbl);RPMAnalog;BlockPosition;RPMTotal;H2S (ppm)
1246;20:45;1193,14;1192,5;86;0;;0;0;283,54;2634;0;35;0;94;;;6;81,79;59,05;4,25;10;145,09;10;10;45;0
1247;20:46;1193,14;1192,5;85;0;;0;0;282,3;2623;0;34;0;94;;;6;126;48,53;4,25;10;178,78;10;10;47;0
1248;20:47;1193,14;1192,5;86;0;;78;0;280,46;2620;0;35;0;93;;;6;126;48,53;1,71;10;176,24;10;10;48;0
1249;20:48;1193,28;1192,5;84;2;;232;0,85;279,86;2614;0;35;0;93;;;6;98,32;66,93;11,1;11,42;176,35;10;10;49;0
1250;20:49;1193,64;1193,5;74;8;;1297;2,55;277,46;2774;0;35;0;92;;;6;116,85;43,34;25,69;10;185,88;10;10;51;0
1251;20:50;1193,67;1192,5;76;0;;1010;1,7;276,86;2714;0;35;0;92;;;6;116,85;55,06;25,69;10;197,6;10;10;52;0
1252;20:51;1193,86;1193,5;75;4;;1296;1,7;277,46;2771;0;35;0;92;;;6;115,23;55,06;13,39;15,07;183,68;10;10;52;0
1253;20:52;1194,2;1193,5;75;7;;1245;2,55;278,06;2772;0;34;0;92;;;6;78,94;50,49;21,59;15,07;151,02;10;10;53;0
1254;20:53;1194,43;1193,5;73;10;;1109;3,01;276,27;2724;0;34;0;92;;;6;59,62;48,08;31,8;12,51;139,5;10;10;54;0
1255;20:54;1194,62;1194,5;71;9;;1383;3,01;277,46;2775;0;34;0;92;;;6;59,62;48,08;31,8;10;139,5;10;10;54;0
1256;20:55;1194,94;1194,5;76;6;;1182;3,01;277,46;2765;0;35;0;92;;;6;50,4;62,1;27,68;10;140,18;14,54;10;54;0
1257;20:56;1195,35;1194,5;75;7;;1326;3,22;277,46;2777;0;35;0;92;;;6;79,45;61,18;26,28;10;166,91;10;10;55;0
1258;20:57;1195,81;1195,5;74;8;;1479;3,63;277,46;2811;0;35;0;92;;;6;110,09;61,18;26,28;10;197,55;10;10;55;0
1259;20:58;1196,17;1195,5;74;7;;938;3,63;278,06;2739;0;35;0;92;;;6;110,09;56,51;9,74;11,76;176,34;10;10;55;0
1260;20:59;1196,61;1196,5;75;7;;1142;2,84;276,27;2755;0;35;0;92;;;6;78,26;54,19;10,67;11,76;143,12;19,84;10;55;0
1261;21:00;1196,98;1196,5;76;6;;1271;2,44;278,05;2777;0;35;0;92;;;6;87,43;50,03;18,21;10;155,67;19,84;10;55;0
1262;21:01;1197,24;1196,5;74;9;;1120;2,56;278,05;2752;0;35;0;92;;;6;87,43;50,03;18,21;10;155,67;10;10;55;0
1263;21:02;1197,46;1196,5;73;7;;1277;2,79;279,26;2794;0;35;0;93;;;6;94,34;64,8;39,18;10;198,32;10;10;55;0
1264;21:03;1197,85;1197,5;77;5;;976;2,79;281,68;2803;0;35;0;94;;;6;124,21;76,37;33,28;10;233,86;10;10;55;0
1265;21:04;1198,19;1197,5;76;7;;995;2,79;281,69;2809;0;35;0;94;;;6;135,05;76,37;33,28;10;244,7;10;10;55;0
1266;21:05;1198,19;1197,5;83;3;;291;2,79;280,46;2661;0;35;0;93;;;6;135,05;53,81;27,2;10;216,06;10;10;55;0
1267;21:06;1198,44;1197,5;78;4;;735;4,27;282,92;2759;0;35;0;94;;;6;98,8;51,27;27,2;10;177,27;10;10;55;0
1268;21:07;1198,87;1198,5;74;9;;1234;4,27;281,07;2823;0;35;0;93;;;6;121,09;57,22;23,45;10;201,76;15,87;10;54;0
1269;21:08;1199,25;1198,5;75;7;;1242;4,27;281,68;2855;0;35;0;94;;;6;121,09;57,22;21,09;10;199,4;15,87;10;54;0
1270;21:09;1199,67;1199,5;75;6;;1419;2,74;282,3;2858;0;35;0;94;;;6;131,92;69,24;26,73;12,16;227,89;10;10;54;0
1271;21:10;1200,18;1199,5;74;8;;1657;2,74;281,07;2888;0;35;0;93;;;6;118,27;51,02;12,25;17,62;181,54;10;10;54;0
1272;21:11;1200,47;1199,5;72;10;;1304;2,38;281,69;2872;0;35;0;94;;;6;118,27;51,02;31,5;17,62;200,79;10;10;54;0
1273;21:12;1200,85;1200,5;74;7;;1475;2,19;281,68;2886;0;35;0;94;;;6;89,52;48,21;42,92;19,93;180,65;10;10;54;0
1274;21:13;1201,24;1200,5;75;7;;1233;2,38;281,68;2848;0;35;0;94;;;6;89,52;48,21;42,92;19,93;180,65;10;10;54;0
1275;21:14;1201,53;1201,5;75;5;;1163;2,77;282,32;2848;0;35;0;94;;;6;96,41;55,81;20,4;12,63;172,62;10;10;54;0
1276;21:15;1201,86;1201,5;74;9;;1146;2,77;281,69;2826;0;35;0;94;;;6;96,41;55,81;5,39;12,63;157,61;10;10;54;0
1277;21:16;1202,12;1201,5;76;5;;1033;2,77;282,92;2826;0;35;0;94;;;6;100,54;50,08;20,17;10;170,79;15,59;10;54;0
1278;21:17;1202,53;1202,5;75;6;;1347;3,27;282,3;2851;0;35;0;94;;;6;107,35;38,65;8,81;44,79;154,81;10;10;54;0
1279;21:18;1202,95;1202,5;74;7;;1367;3,27;282,3;2892;0;35;0;94;;;6;107,35;60,14;16,02;44,79;183,51;10;10;53;0
1280;21:19;1203,32;1202,5;73;9;;1344;2,99;281,07;2870;0;35;0;93;;;6;104,81;60,14;16,02;25,03;180,97;10,26;10;53;0
1281;21:20;1203,67;1203,5;70;11;;1475;2,43;282,3;2895;0;35;0;94;;;6;138,61;58,63;42,11;25,03;239,35;10,26;11,35;53;0
1282;21:21;1204,04;1203,5;74;9;;1316;2,43;282,31;2876;0;35;0;94;;;6;138,61;52,36;42,11;10;233,08;10;11,35;53;0
1283;21:22;1204,36;1203,5;75;4;;1241;2,65;281,69;2832;0;35;0;94;;;6;137,55;41,22;1,33;10;180,1;10;10;53;0
1284;21:23;1204,73;1204,5;77;6;;904;2,76;282,92;2797;0;35;0;94;;;6;161,55;53,68;20,66;14,76;235,89;10;10;53;0
1285;21:24;1205,03;1204,5;76;6;;1126;2,76;280,46;2817;0;35;0;93;;;6;131,54;61,93;11,41;10;204,88;10;10;53;0
1286;21:25;1205,38;1204,5;76;4;;1213;2,96;282,3;2832;0;35;0;94;;;6;131,54;61,93;14,07;12,59;207,54;10;10;53;0
1287;21:26;1205,86;1205,5;75;9;;1331;3,07;281,07;2866;0;35;0;93;;;6;139,44;61,11;14,07;12,59;214,62;10;10;53;0
1288;21:27;1206,3;1205,5;74;6;;1284;3,07;282,3;2862;0;35;0;94;;;6;139,44;66,71;23;16,05;229,15;11,9;10;53;0
1289;21:28;1206,72;1206,5;76;8;;1069;2,33;280,46;2824;0;35;0;93;;;6;124,3;66,71;32,11;16,05;223,12;11,9;10;53;0
1290;21:29;1207,21;1206,5;74;7;;1447;2,33;281,68;2863;0;35;0;94;;;6;124,3;57,93;32,11;10;214,34;11,01;10;53;0
1291;21:30;1207,72;1207,5;75;7;;1511;2,26;282,92;2878;0;35;0;94;;;6;78;48,21;4,22;10;130,43;10;10;53;0
1292;21:31;1208,23;1207,5;76;7;;1216;2,23;281,07;2843;0;35;0;93;;;6;125,79;61,79;41,92;10;229,5;13,5;10;52;0
1293;21:32;1208,71;1208,5;74;10;;1446;1,93;281,68;2896;0;35;0;94;;;6;125,79;64,27;41,92;13,05;231,98;13,5;10;53;0
1294;21:33;1209,12;1208,5;74;8;;1499;1,93;280,46;2883;0;35;0;93;;;6;117,12;73,15;32,55;13,05;222,82;10;10;53;0
1295;21:34;1209,43;1208,5;76;6;;1161;2,29;282,3;2838;0;35;0;94;;;6;158,73;73,15;32,55;10;264,43;10;10;53;0
1296;21:35;1209,65;1209,5;79;3;;785;2,29;281,68;2768;0;35;0;94;;;6;158,73;72,79;18,8;15,39;250,32;10;10;52;0
1297;21:36;1209,71;1209,5;83;1;;306;2,29;281,69;2653;0;35;0;94;;;6;123,49;68,03;18,8;15,39;210,32;10;10;52;0
1298;21:37;1210,08;1209,5;78;6;;1000;2,29;282,3;2789;0;35;0;94;;;6;98,99;34,53;23,68;10;157,2;10;10;52;0
1299;21:38;1210,35;1209,5;78;5;;864;4,04;281,68;2768;0;35;0;94;;;6;104,88;64,58;16,25;10;185,71;10;10;52;0
1300;21:39;1210,69;1210,5;77;6;;965;4,04;281,68;2785;0;35;0;94;;;6;119,84;64,58;16,25;10;200,67;10;10;52;0
1301;21:40;1211,05;1210,5;76;7;;1152;4,04;279,86;2818;0;35;0;93;;;6;119,84;59,82;22,04;10;201,7;10;10;52;0
1302;21:41;1211,59;1211,5;74;10;;1443;3,32;282,3;2868;0;35;0;94;;;6;95,42;46,62;40,74;10;182,78;10;12,92;52;0
1303;21:42;1212,04;1211,5;73;10;;1581;2,96;282,3;2912;0;35;0;94;;;6;90,41;42,62;40,74;10;173,77;10;12,92;52;0
1304;21:43;1212,18;1211,5;79;0;;686;2,96;281,07;2743;0;35;0;93;;;6;90,41;42,12;21,06;10;153,59;10;10;52;0
1305;21:44;1212,18;1211,5;23;0;;41;0;43,4;617;0;15;0;14;;;6;86,74;63,33;33,23;10;183,3;10;10;52;0
1306;21:45;1212,18;1211,5;20;0;;601;0;0;0;0;0;0;0;;;6;141,53;51,71;19,67;10;212,91;10;10;50;0
1307;21:46;1212,18;1211,5;22;0;;0;0;0;0;0;0;0;0;;;6;141,53;57,49;19,67;27,25;218,69;10;10;45;0
1308;21:47;1212,18;1211,5;22;0;;52;0;0;0;0;0;0;0;;;6;131,82;62,05;16,5;27,25;210,37;10;10;41;0
1309;21:48;1212,18;1211,5;21;0;;0;0;0;0;0;0;0;0;;;6;98,16;62,05;7,39;18,97;167,6;10;10;40;0
1310;21:49;1212,18;1211,5;21;0;;0;0;0;0;0;0;0;0;;;6;66,47;57,68;11,32;13,96;135,47;10;10;39;0
1311;21:50;1212,18;1211,5;19;0;;903;0;0;0;0;0;0;0;;;6;66,47;55,14;11,32;13,96;132,93;10;10;39;0
1312;21:51;1212,18;1210,5;87;0;;0;0;0;0;0;0;0;0;;;6;72,91;46,9;30,45;10;150,26;10;10;39;0
1313;21:52;1212,18;1210,5;90;0;;1;0;116,86;248;0;6;0;39;;;6;101,76;65,62;16,36;11,08;183,74;10;10;39;0
1314;21:53;1212,18;1210,5;90;0;;98;0;0;146;0;5;0;0;;;6;108,69;65,62;23,53;26,87;197,84;10;10;39;0
1315;21:54;1212,18;1210,5;91;0;;0;0;34,92;30;0;0;14;0;;;6;108,69;47,75;23,53;26,87;179,97;10;10;40;0
1316;21:55;1212,18;1210,5;90;0;;0;0;105,39;4;0;0;42;0;;;6;81,14;47,93;15,86;10;144,93;10;10;39;0
1317;21:56;1212,18;1210,5;90;0;;21;0;127,57;275;0;8;51;0;;;6;78,32;48,97;15,86;25,65;143,15;10;10;39;0
1318;21:57;1212,18;1211,5;87;0;;72;0;274,38;2100;0;33;110;0;;;6;78,32;48,97;2,14;25,65;129,43;10;10;40;0
1319;21:58;1212,32;1211,5;83;2;;413;1,83;279,73;2602;0;35;113;0;;;6;87,64;53,95;41,96;10;183,55;15,98;10;43;0
1320;21:59;1212,34;1211,5;84;0;;134;2,52;279,73;2566;0;35;113;0;;;6;147,8;48,3;28,16;12,71;224,26;10;10;45;0
1321;22:00;1212,74;1212,5;76;7;;1266;2,52;281,94;2786;0;35;113;0;;;6;147,8;50,54;28,16;12,71;226,5;10;12,33;47;0
1322;22:01;1213,07;1212,5;76;8;;1168;2,52;280,46;2795;0;35;113;0;;;6;84,31;50,54;17,48;16,79;152,33;10;12,33;48;0
1323;22:02;1213,35;1212,5;75;8;;1143;3,43;280,46;2780;0;35;113;0;;;6;98,17;48,04;16,99;16,79;163,2;10;10;49;0
1324;22:03;1213,67;1213,5;77;6;;1082;3,88;280,46;2777;0;35;113;0;;;6;98,17;44,35;16,99;16,13;159,51;10;10;50;0
1325;22:04;1214,03;1213,5;76;7;;1206;3,88;281,94;2797;0;35;113;0;;;6;66,87;28,18;1,95;10;97;10;10;51;0
1326;22:05;1214,43;1213,5;75;8;;1170;3,61;281,2;2804;0;35;113;0;;;6;101,3;51,72;21,78;10;174,8;10;10;51;0
1327;22:06;1214,89;1214,5;73;9;;1626;3,06;280,46;2865;0;35;113;0;;;6;70,6;55,24;25,4;10;151,24;10;10;52;0
1328;22:07;1215,36;1214,5;73;9;;1547;3,06;280,46;2871;0;35;113;0;;;6;88,72;55,24;25,4;10;169,36;10;10;53;0
1329;22:08;1215,82;1215,5;74;7;;1593;2,15;281,94;2862;0;35;113;0;;;6;88,72;55,55;20,81;10;165,08;10;10;53;0
1330;22:09;1216,28;1215,5;75;8;;1479;2,15;280,46;2861;0;35;113;0;;;6;84,71;55,55;17,68;10;157,94;10;10;53;0
1331;22:10;1216,67;1216,5;75;8;;1360;2,15;281,94;2848;0;35;113;0;;;6;116,76;59,27;17,68;10;193,71;10;10;54;0
1332;22:11;1217,01;1216,5;74;8;;1315;2,15;281,2;2828;0;35;113;0;;;6;116,76;59,27;2,64;10;178,67;10;10;54;0
1333;22:12;1217,36;1216,5;75;8;;1406;2,52;281,2;2824;0;35;113;0;;;6;99,76;47,9;32,08;10;179,74;10;10;54;0
1334;22:13;1217,7;1217,5;76;8;;1155;2,71;281,94;2799;0;35;113;0;;;6;107,21;47,56;31,97;12,36;186,74;10;10;54;0
1335;22:14;1218,16;1217,5;76;7;;1175;2,71;280,46;2814;0;35;113;0;;;6;107,21;47,56;31,97;12,36;186,74;10;10;54;0
1336;22:15;1218,63;1218,5;76;6;;1221;2,61;280,46;2813;0;35;113;0;;;6;121,57;46,28;52,32;10;220,17;10;10;54;0
1337;22:16;1219,24;1218,5;76;6;;1433;2,56;281,2;2855;0;35;113;0;;;6;131,33;37,25;52,32;13,94;220,9;10;10;54;0
1338;22:17;1219,83;1219,5;76;7;;1383;1,81;281,2;2851;0;35;113;0;;;6;131,33;74,26;50,95;13,94;256,54;10;10,78;54;0
1339;22:18;1220,42;1219,5;76;7;;1446;1,77;281,2;2855;0;35;113;0;;;6;95,79;74,26;50,95;10,32;221;10;10,78;54;0
1340;22:19;1220,98;1220,5;76;8;;1351;1,69;281,2;2840;0;35;113;0;;;6;90,78;51,72;5,38;10;147,88;10;10;54;0
1341;22:20;1221,3;1220,5;74;9;;1254;1,84;280,46;2827;0;34;113;0;;;6;83,33;56,23;9,56;10;149,12;10;10;54;0
1342;22:21;1221,5;1220,5;77;7;;893;2,15;281,2;2755;0;35;113;0;;;6;106,66;56,23;31,47;10;194,36;10;10;53;0
1343;22:22;1221,89;1221,5;78;5;;1142;2,15;280,46;2794;0;35;113;0;;;6;106,66;56,22;31,47;10;194,35;10;10;53;0
1344;22:23;1222,38;1221,5;77;5;;1214;2,4;281,94;2801;0;34;113;0;;;6;131,8;56,22;31,39;19,58;219,41;10;14,25;53;0
1345;22:24;1222,95;1222,5;77;6;;1374;2,91;280,46;2825;0;35;113;0;;;6;132,18;61,9;34,02;19,58;228,1;13,35;14,25;53;0
1346;22:25;1223,26;1222,5;74;8;;1218;2,91;281,2;2819;0;35;113;0;;;6;132,18;61,9;34,02;10;228,1;13,35;10;53;0
1347;22:26;1223,68;1223,5;75;8;;1409;2,17;280,46;2845;0;35;113;0;;;6;138,91;63,34;15,25;10;217,5;10;10;53;0
1348;22:27;1224,04;1223,5;74;8;;1385;2,17;281,94;2834;0;35;113;0;;;6;94,38;49,01;19,37;10;162,76;10;19,02;53;0
1349;22:28;1224,32;1223,5;77;6;;1035;2,39;281,2;2771;0;35;113;0;;;6;103,13;49,01;19,37;10;171,51;10;19,02;52;0
1350;22:29;1224,73;1224,5;75;8;;1421;2,85;281,2;2836;0;35;113;0;;;6;103,13;45,69;10,96;18,17;159,78;10;10;52;0
1351;22:30;1225,11;1224,5;75;8;;1306;2,85;281,2;2842;0;35;113;0;;;6;82,18;56,63;26,04;18,17;164,85;10;11,48;52;0
1352;22:31;1225,48;1224,5;75;8;;1387;2,66;280,46;2837;0;35;113;0;;;6;74,14;56,63;26,04;10;156,81;10;11,48;52;0
1353;22:32;1225,94;1225,5;78;4;;1120;2,56;280,46;2807;0;35;113;0;;;6;61,36;40,42;11,71;10;113,49;10;10;52;0
1354;22:33;1226,31;1225,5;76;7;;1089;2,56;281,2;2780;0;35;113;0;;;6;112,15;36,42;17,04;10;165,61;10;10;53;0
1355;22:34;1226,66;1226,5;75;7;;1349;2,42;280,46;2830;0;35;113;0;;;6;114,56;35,2;0,78;10;150,54;10;10;53;0
1356;22:35;1227,05;1226,5;76;6;;1224;2,42;281,2;2814;0;34;113;0;;;6;114,56;42,79;27,86;10;185,21;10;10;53;0
1357;22:36;1227,43;1226,5;75;9;;1284;2,64;280,46;2838;0;35;113;0;;;6;118,54;61,81;27,86;26,71;208,21;10;10;53;0
1358;22:37;1227,85;1227,5;74;9;;1474;2,75;281,94;2854;0;35;113;0;;;6;118,54;61,81;25,71;26,71;206,06;10;10;53;0
1359;22:38;1228,21;1227,5;73;10;;1190;2,75;281,94;2839;0;34;113;0;;;6;129,2;63,1;25,71;24,04;218,01;10;10;53;0
1360;22:39;1228,58;1228,5;75;7;;1429;2,52;281,94;2838;0;35;113;0;;;6;129,2;63,1;17,19;24,04;209,49;10;10;53;0
1361;22:40;1228,92;1228,5;77;5;;987;2,52;280,46;2774;0;35;113;0;;;6;90,54;53,36;23,07;10;166,97;10;10;53;0
1362;22:41;1229,23;1228,5;77;6;;980;2,65;281,94;2763;0;34;113;0;;;6;114,07;53,36;23,07;17,43;190,5;10;10;53;0
1363;22:42;1229,63;1229,5;75;9;;1203;2,92;281,2;2803;0;35;113;0;;;6;114,07;46,94;25,6;17,43;186,61;10;10;53;0
1364;22:43;1229,98;1229,5;76;7;;1169;2,92;280,46;2800;0;35;113;0;;;6;86,63;67,42;25,6;10;179,65;10;10;53;0
1365;22:44;1230,43;1229,5;74;10;;1422;2,81;281,94;2849;0;34;113;0;;;6;130,17;67,42;32,19;10;229,78;16,87;10;53;0
1366;22:45;1230,81;1230,5;74;9;;1173;2,58;280,46;2836;0;35;113;0;;;6;130,17;41,46;32,19;10;203,82;16,87;10;53;0
1367;22:46;1231,09;1230,5;75;8;;1172;2,58;281,94;2814;0;35;113;0;;;6;102,94;45,44;24,13;10;172,51;10;10;53;0
1368;22:47;1231,32;1230,5;78;3;;921;2,74;280,46;2744;0;34;113;0;;;6;104,49;39,9;30,63;10;175,02;10;10;53;0
1369;22:48;1231,32;1230,5;84;0;;156;1,88;280,46;2623;0;35;113;0;;;6;104,49;53,43;30,63;10;188,55;10;10;53;0
1370;22:49;1231,32;1229,5;85;0;;0;0;281,94;2601;0;35;113;0;;;6;132,55;69,91;37,2;10;239,66;10;10;53;0
1371;22:50;1231,32;1229,5;85;0;;0;0;280,46;2595;0;35;113;0;;;6;132,55;69,91;46,63;10;249,09;10;10;53;0
1372;22:51;1231,32;1230,5;85;0;;0;0;261;2493;0;34;105;0;;;6;137,43;53,74;46,63;10;237,8;19,28;10;53;0
1373;22:52;1231,32;1230,5;86;0;;0;0;218,52;1715;0;32;88;0;;;6;137,43;53,74;6,82;10;197,99;19,28;10;53;0
1374;22:53;1231,32;1230,5;86;0;;0;0;213,28;1652;0;32;86;0;;;6;95,27;44,93;15,72;10;155,92;10;10;52;0
1375;22:54;1231,32;1230,5;86;0;;0;0;213,28;1638;0;32;86;0;;;6;110,68;55,26;27,78;10;193,72;10;10;51;0
1376;22:55;1231,32;1230,5;87;0;;0;0;213,71;1639;0;32;86;0;;;6;110,68;55,26;31,1;10;197,04;10;10;50;0
1377;22:56;1231,32;1230,5;87;0;;0;0;213,28;1641;0;31;86;0;;;6;95,29;53,32;31,1;25,43;179,71;10;10;49;0
1378;22:57;1231,32;1230,5;87;0;;0;0;213,71;1637;0;31;86;0;;;6;126,83;58,95;22,42;25,43;208,2;10;10;48;0
1379;22:58;1231,32;1230,5;87;0;;0;0;214,14;1650;0;31;86;0;;;6;162,64;58,95;30,9;13,62;252,49;10;10;48;0
1380;22:59;1231,32;1230,5;87;0;;0;0;141,04;1108;0;28;57;0;;;6;162,64;57,84;30,9;10;251,38;10;10;47;0
1381;23:00;1231,32;1230,5;33;0;;421;0;13,48;126;0;7;5;0;;;6;74,24;45,02;30,41;10;149,67;10;10;46;0
1382;23:01;1231,32;1230,5;22;0;;228;0;0;0;0;0;0;0;;;6;86,28;45,31;38,53;16,58;170,12;18,49;10;44;0
1383;23:02;1231,32;1230,5;22;0;;0;0;0;0;0;0;0;0;;;6;86,28;54,5;38,53;16,58;179,31;18,49;10;41;0
1384;23:03;1231,32;1230,5;22;0;;29;0;0;0;0;0;0;0;;;6;107,18;54,5;16,76;10;178,44;10;10;40;0
1385;23:04;1231,32;1230,5;22;0;;0;0;0;0;0;0;0;0;;;6;107,18;47,64;25,49;10;180,31;21,14;15,84;40;0
1386;23:05;1231,32;1230,5;23;0;;841;0;0;0;0;0;0;0;;;6;73,23;57,13;25,49;10;155,85;21,14;15,84;39;0
1387;23:06;1231,32;1230,5;70;0;;224;0;65,9;128;0;2;0;22;;;6;73,23;57,13;5,36;10;135,72;10;10;39;0
1388;23:07;1231,49;1230,5;86;2;;176;0,94;282,92;2258;0;33;0;94;;;6;82,24;56,56;6,79;10;145,59;14,94;15,33;39;0
1389;23:08;1231,76;1231,5;78;4;;1074;2,83;282,92;2862;0;35;0;94;;;6;79,81;33,89;34,79;14,08;148,49;10;10;43;0
1390;23:09;1232,16;1231,5;77;7;;1204;2,83;282,3;2874;0;35;0;94;;;6;122,97;56,35;34,79;14,08;214,11;10;10;46;0
1391;23:10;1232,49;1231,5;76;7;;1132;3,59;280,46;2891;0;35;0;93;;;6;122,97;56,35;34,18;10;213,5;10;10;48;0
1392;23:11;1232,7;1232,5;78;5;;945;3,59;282,92;2866;0;35;0;94;;;6;130,95;44,31;34,18;10;209,44;10;10;49;0
1393;23:12;1232,98;1232,5;78;6;;953;3,59;283,54;2860;0;35;0;94;;;6;130,95;66,03;24,3;26,33;221,28;10;10;50;0
1394;23:13;1233,06;1232,5;80;1;;690;3,59;281,07;2809;0;35;0;93;;;6;85,03;66,03;24,3;26,33;175,36;10;10;52;0
1395;23:14;1233,06;1232,5;86;0;;167;1,2;282,93;2714;0;35;0;94;;;6;79,72;43,56;32,66;11,83;155,94;10;10;53;0
1396;23:15;1233,21;1232,5;83;3;;421;2,39;282,92;2769;0;35;0;94;;;6;69,92;51,49;23,87;10;145,28;10;10;53;0
1397;23:16;1233,5;1232,5;77;6;;1115;4,4;282,3;2882;0;35;0;94;;;6;103,22;52,55;23,87;15,68;179,64;10;10;54;0
1398;23:17;1233,54;1232,5;82;0;;569;1,47;282,3;2791;0;35;0;94;;;6;103,22;52,55;12,81;15,68;168,58;10;10;54;0
1399;23:18;1233,87;1233,5;77;8;;1164;4,4;282,92;2904;0;35;0;94;;;6;103,11;50,87;38,58;10;192,56;10;10;54;0
1400;23:19;1234,14;1233,5;76;8;;1260;4,4;281,07;2913;0;35;0;93;;;6;69,83;55,44;38,58;10;163,85;10;10;55;0
1401;23:20;1234,57;1234,5;75;11;;1440;3,67;282,92;2967;0;35;0;94;;;6;69,83;55,44;8,99;10;134,26;10;10;55;0
1402;23:21;1234,96;1234,5;73;11;;1566;3,31;282,92;2997;0;35;0;94;;;6;147,07;58,72;14,17;10;219,96;10;10;55;0
1403;23:22;1235,28;1234,5;73;11;;1306;3,31;281,07;2953;0;35;0;93;;;6;84,01;59,37;25,27;10;168,65;10;10;55;0
1404;23:23;1235,6;1235,5;75;8;;1280;2,7;282,92;2967;0;35;0;94;;;6;115,15;59,37;43,17;10;217,69;10;10;55;0
1405;23:24;1235,82;1235,5;73;11;;1134;2,7;282,92;2932;0;35;0;94;;;6;115,15;47,11;43,17;10;205,43;10;10;55;0
1406;23:25;1235,95;1235,5;69;15;;1075;2,7;282,92;2883;0;35;0;94;;;6;104,84;68,64;29,74;10;203,22;10;10;55;0
1407;23:26;1236,32;1235,5;76;9;;1323;3,09;282,33;2963;0;35;0;94;;;6;100,03;68,64;29,74;12,78;198,41;10;10;55;0
1408;23:27;1236,42;1235,5;78;6;;794;3,88;281,68;2842;0;35;0;94;;;6;100,03;50,83;12,9;12,78;163,76;10;10;54;0
1409;23:28;1236,7;1236,5;76;8;;1085;3,88;282,32;2894;0;35;0;94;;;6;104,97;64,11;26,94;10,88;196,02;10;10;54;0
1410;23:29;1236,83;1236,5;74;9;;993;3,88;280,48;2887;0;35;0;93;;;6;170,65;71,82;14,81;18,45;257,28;10;10;54;0
1411;23:30;1237,16;1236,5;75;10;;1188;3,88;281,71;2909;0;35;0;94;;;6;217,01;71,82;24,4;18,45;313,23;10;10;54;0
1412;23:31;1237,47;1236,5;74;11;;1221;4,43;281,69;2945;0;35;0;94;;;6;299,99;89,72;36,38;10;426,09;10;10;54;0
1413;23:32;1237,81;1237,5;75;9;;1393;4,43;281,68;2942;0;35;0;94;;;6;355,22;120,05;46,37;10;521,64;10;10;53;0
1414;23:33;1238,2;1237,5;74;8;;1430;4,43;282,92;2982;0;35;0;94;;;6;380,76;120,05;46,37;15,33;547,18;15,28;10;53;0
1415;23:34;1238,55;1238,5;75;8;;1264;3,34;281,07;2934;0;35;0;93;;;6;380,76;90,89;31,7;15,33;503,35;15,28;10;53;0
1416;23:35;1238,86;1238,5;76;9;;1192;2,8;282,93;2931;0;35;0;94;;;6;390,25;105,12;39,8;10;535,17;10;10;53;0
1417;23:36;1239,25;1238,5;75;11;;1378;2,82;282,3;2966;0;35;0;94;;;6;349,63;96,95;22,01;15,65;468,59;10;10;53;0
1418;23:37;1239,6;1239,5;74;10;;1425;2,85;282,92;2964;0;35;0;94;;;6;349,63;101,14;36,21;33,62;486,98;10;10;53;0
1419;23:38;1240,03;1239,5;75;10;;1473;2,85;282,92;2983;0;35;0;94;;;6;281,68;101,14;38,12;33,62;420,94;10;19,72;53;0
1420;23:39;1240,45;1239,5;73;10;;1703;2,75;282,3;3015;0;35;0;94;;;6;211,55;85,21;38,12;10;334,88;10;19,72;53;0
1421;23:40;1240,83;1240,5;74;10;;1543;2,54;282,92;2982;0;35;0;94;;;6;157,22;81,1;24,74;10;263,06;10;10;53;0
1422;23:41;1241,19;1240,5;74;10;;1530;2,54;281,68;2970;0;35;0;94;;;6;120,18;65,63;10,73;10;196,54;10;10;52;0
1423;23:42;1241,56;1241,5;73;10;;1384;2,62;282,92;2988;0;35;0;94;;;6;110;72,24;12,39;12,28;194,63;24,33;10;52;0
1424;23:43;1241,94;1241,5;74;10;;1455;2,62;281,68;2984;0;35;0;94;;;6;102,55;60,47;13,04;10;176,06;10;10;52;0
1425;23:44;1242,32;1241,5;74;9;;1664;2,64;282,92;2972;0;35;0;94;;;6;102,55;60,47;13,04;10;176,06;10;10;52;0
1426;23:45;1242,7;1242,5;75;9;;1226;2,67;282,92;2987;0;35;0;94;;;6;116,97;64,53;20,85;17,95;202,35;10;10;52;0
1427;23:46;1242,95;1242,5;76;7;;1061;2,67;282,3;2897;0;35;0;94;;;6;116,97;64,53;32,05;17,95;213,55;10;10;52;0
1428;23:47;1243,26;1242,5;76;10;;1076;2,83;283,54;2914;0;35;0;94;;;6;136,31;57,72;32,05;10;226,08;10;10;52;0
1429;23:48;1243,56;1243,5;74;10;;1244;3,15;282,3;2956;0;35;0;94;;;6;136,31;46,21;8,4;10;190,92;10;10;52;0
1430;23:49;1244;1243,5;74;10;;1618;3,15;282,93;2999;0;35;0;94;;;6;120,79;58,2;17,02;10;196,01;13,14;10;52;0
