,depth (m),bitdepth (m),hook_load (klb),wob (klb),rpm,torque,rop ,flowin (gal/stk),spp (psi),ChockePressure (psi),flowout (%),SPM1 (spm),SPM2 (spm),pitlevel1 (bbl),pitlevel2 (bbl),pitlevel3 (bbl),pitlevel4 (bbl),pitlevel5 (bbl),pitlevel6 (bbl),pitlevel7 (bbl),totalpitlevel (bbl),RPMAnalog,BlockPosition,RPMTotal,H2S (ppm),Kick,Well_Number
6437,614.88,614.02,82.7,0.0,272.7,0.0,444.1,1063.0,0.0,,61.0,81.0,0.0,5.0,120.0,53.0,23.0,13.0,13.0,17.0,89.0,95.5,0.7,65.3,0.0,0.0,4
6438,614.88,614.05,82.75,0.0,283.73,0.0,444.1,1090.0,0.0,,61.0,81.0,0.0,5.0,95.0,30.0,30.0,16.0,17.0,16.0,76.0,97.1,0.7,65.3,0.0,0.0,4
6439,614.88,614.68,82.77,0.0,197.3,0.0,445.5,1089.0,0.0,,62.0,79.0,0.0,5.0,95.0,30.0,30.0,16.0,17.0,16.0,76.0,97.6,0.7,65.3,0.0,0.0,4
6440,614.92,614.92,82.39,0.0,222.24,0.75,449.8,1090.0,0.0,,62.0,81.0,0.0,5.0,74.0,35.0,30.0,17.0,21.0,15.0,82.0,97.7,0.7,65.3,0.0,0.0,4
6441,615.26,615.26,79.94,3.5,1072.1,3.92,434.0,1117.0,0.0,,59.0,79.0,0.0,5.0,77.0,47.0,28.0,17.0,19.0,18.0,92.0,97.7,0.7,65.4,0.0,0.0,4
6442,615.83,615.83,77.96,4.03,1839.11,1.46,428.3,1149.0,0.0,,57.0,79.0,0.0,5.0,133.0,62.0,28.0,14.0,18.0,15.0,104.0,97.7,0.7,65.4,0.0,0.0,4
6443,616.4,616.4,78.01,3.51,1853.16,1.65,428.3,1150.0,0.0,,57.0,79.0,0.0,5.0,105.0,35.0,37.0,18.0,15.0,17.0,90.0,97.6,0.7,65.4,0.0,0.0,4
6444,616.91,616.91,66.86,23.59,2988.48,1.59,418.3,1205.0,0.0,,56.0,78.0,0.0,5.0,99.0,67.0,25.0,14.0,18.0,15.0,106.0,97.5,0.7,65.3,0.0,0.0,4
6445,617.35,617.35,61.04,18.98,4529.55,2.42,418.3,1306.0,0.0,,56.0,78.0,0.0,5.0,110.0,73.0,26.0,16.0,20.0,15.0,115.0,97.4,0.7,65.3,0.0,0.0,4
6446,617.95,617.95,69.4,15.35,3710.35,1.77,418.3,1266.0,0.0,,56.0,78.0,0.0,5.0,110.0,73.0,26.0,16.0,20.0,15.0,115.0,97.4,0.7,65.3,0.0,0.0,4
6447,618.51,618.51,69.12,3.88,3599.03,1.75,435.4,1265.0,0.0,,61.0,78.0,0.0,5.0,80.0,44.0,29.0,13.0,20.0,16.0,86.0,97.6,0.7,65.3,0.0,0.0,4
6448,619.02,619.02,71.69,4.7,2959.34,1.15,418.3,1242.0,0.0,,56.0,78.0,0.0,5.0,124.0,56.0,30.0,18.0,20.0,17.0,104.0,97.7,0.7,65.4,0.0,0.0,4
6449,619.6,619.6,76.68,5.48,2294.53,1.64,429.7,1212.0,0.0,,59.0,78.0,0.0,5.0,121.0,58.0,27.0,12.0,18.0,12.0,97.0,97.7,0.7,65.3,0.0,0.0,4
6450,620.19,620.19,76.64,4.99,2330.73,1.71,434.0,1214.0,0.0,,59.0,79.0,0.0,5.0,104.0,61.0,26.0,16.0,16.0,14.0,103.0,97.6,0.7,65.4,0.0,0.0,4
6451,620.76,620.76,75.4,5.11,2553.03,1.75,434.0,1224.0,0.0,,59.0,79.0,0.0,5.0,96.0,52.0,26.0,17.0,17.0,15.0,95.0,97.7,0.7,65.2,0.0,0.0,4
6452,621.35,621.35,75.99,5.61,2428.82,1.71,435.4,1222.0,0.0,,61.0,78.0,0.0,5.0,89.0,57.0,27.0,16.0,19.0,15.0,100.0,97.7,0.7,65.3,0.0,0.0,4
6453,621.94,621.94,75.2,5.2,2513.59,1.72,439.8,1228.0,0.0,,61.0,79.0,0.0,5.0,89.0,57.0,27.0,16.0,19.0,15.0,100.0,97.7,0.7,65.6,0.0,0.0,4
6454,622.51,622.51,74.42,4.8,2581.63,1.74,439.8,1233.0,0.0,,61.0,79.0,0.0,5.0,71.0,79.0,38.0,17.0,15.0,13.0,134.0,97.7,0.7,65.3,0.0,0.0,4
6455,623.09,623.09,75.07,7.23,2494.33,1.75,428.3,1227.0,0.0,,57.0,79.0,0.0,5.0,100.0,73.0,28.0,18.0,15.0,13.0,119.0,97.7,0.7,65.3,0.0,0.0,4
6456,623.66,623.66,76.22,9.06,2280.04,1.78,434.0,1221.0,0.0,,59.0,79.0,0.0,5.0,78.0,44.0,36.0,13.0,15.0,19.0,93.0,97.5,0.7,65.4,0.0,0.0,4
6457,624.24,624.24,74.46,4.81,2673.38,1.77,434.0,1235.0,0.0,,59.0,79.0,0.0,5.0,78.0,56.0,32.0,13.0,14.0,16.0,101.0,97.5,0.7,65.4,0.0,0.0,4
6458,624.73,624.73,76.67,0.84,2138.77,1.81,445.5,1215.0,0.0,,62.0,79.0,0.0,5.0,115.0,63.0,26.0,18.0,19.0,18.0,107.0,97.6,0.7,65.4,0.0,0.0,4
6459,624.73,623.17,82.08,0.0,144.47,3.95,455.5,1147.0,0.0,,64.0,81.0,0.0,5.0,114.0,39.0,27.0,14.0,19.0,14.0,80.0,97.7,0.7,65.4,0.0,0.0,4
6460,624.73,611.87,85.91,0.0,2.07,0.0,0.0,387.0,0.0,,0.0,0.0,0.0,5.0,114.0,39.0,27.0,14.0,19.0,14.0,80.0,97.4,0.7,65.3,0.0,0.0,4
6461,624.73,611.92,22.55,0.0,73.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,157.0,55.0,27.0,11.0,16.0,11.0,93.0,95.3,0.7,65.3,0.0,0.0,4
6462,624.73,611.92,12.06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,55.0,61.0,27.0,14.0,19.0,13.0,102.0,94.2,0.7,65.2,0.0,0.0,4
6463,624.73,611.92,10.23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,62.0,57.0,29.0,13.0,13.0,13.0,99.0,93.7,0.7,65.4,0.0,0.0,4
6464,624.73,611.92,11.93,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,78.0,38.0,31.0,16.0,16.0,12.0,85.0,93.6,0.7,65.4,0.0,0.0,4
6465,624.73,611.61,30.98,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,100.0,55.0,29.0,14.0,16.0,18.0,98.0,93.4,0.7,65.3,0.0,0.0,4
6466,624.73,623.83,83.44,0.0,93.67,0.0,425.5,732.0,0.0,,54.0,82.0,0.0,5.0,85.0,49.0,28.0,14.0,15.0,17.0,91.0,93.7,0.7,65.4,0.0,0.0,4
6467,624.73,624.01,83.06,0.0,126.68,0.0,456.9,1142.0,0.0,,65.0,79.0,0.0,5.0,85.0,49.0,28.0,14.0,15.0,17.0,91.0,96.0,0.7,65.3,0.0,0.0,4
6468,624.73,624.01,83.27,0.0,173.53,0.0,449.8,1113.0,0.0,,62.0,81.0,0.0,5.0,69.0,46.0,27.0,15.0,17.0,13.0,88.0,97.3,0.7,65.4,0.0,0.0,4
6469,624.73,624.52,83.43,0.0,175.03,0.0,439.8,1080.0,0.0,,61.0,79.0,0.0,5.0,145.0,52.0,36.0,14.0,17.0,15.0,102.0,97.7,0.7,65.4,0.0,0.0,4
6470,625.02,625.02,80.99,6.55,933.54,1.46,416.9,1098.0,0.0,,54.0,79.0,0.0,5.0,149.0,63.0,27.0,15.0,16.0,15.0,105.0,97.7,0.7,65.4,0.0,0.0,4
6471,625.6,625.6,77.26,5.61,2317.77,1.7,428.3,1158.0,0.0,,57.0,79.0,0.0,5.0,67.0,61.0,34.0,13.0,18.0,12.0,108.0,97.6,0.7,65.3,0.0,0.0,4
6472,626.18,626.18,76.85,10.35,2390.18,1.74,428.3,1182.0,0.0,,57.0,79.0,0.0,5.0,97.0,42.0,44.0,17.0,11.0,14.0,103.0,97.4,0.7,65.3,0.0,0.0,4
6473,626.76,626.76,75.31,6.69,2737.11,1.75,434.0,1202.0,0.0,,59.0,79.0,0.0,5.0,113.0,45.0,25.0,17.0,18.0,13.0,87.0,97.4,0.7,65.3,0.0,0.0,4
6474,627.34,627.34,76.82,6.2,2461.76,1.73,424.0,1189.0,0.0,,57.0,78.0,0.0,5.0,113.0,45.0,25.0,17.0,18.0,13.0,87.0,97.4,0.7,65.3,0.0,0.0,4
6475,627.91,627.91,77.22,5.69,2255.44,1.78,428.3,1181.0,0.0,,57.0,79.0,0.0,5.0,101.0,47.0,26.0,15.0,17.0,16.0,88.0,97.4,0.7,65.3,0.0,0.0,4
6476,628.49,628.49,76.68,6.6,2412.83,1.75,429.7,1187.0,0.0,,59.0,78.0,0.0,5.0,92.0,64.0,37.0,14.0,15.0,14.0,115.0,97.4,0.7,65.2,0.0,0.0,4
6477,629.04,629.04,76.91,6.2,2426.71,1.81,424.0,1188.0,0.0,,57.0,78.0,0.0,5.0,116.0,48.0,28.0,18.0,18.0,15.0,94.0,97.5,0.7,65.2,0.0,0.0,4
6478,629.62,629.62,76.93,5.92,2371.64,1.74,428.3,1188.0,0.0,,57.0,79.0,0.0,5.0,125.0,57.0,29.0,15.0,20.0,14.0,101.0,97.5,0.7,65.3,0.0,0.0,4
6479,630.2,630.2,76.85,7.21,2363.31,1.76,428.3,1189.0,0.0,,57.0,79.0,0.0,5.0,48.0,51.0,25.0,13.0,13.0,13.0,89.0,97.6,0.7,65.3,0.0,0.0,4
6480,630.77,630.77,76.67,5.7,2340.31,1.77,428.3,1188.0,0.0,,57.0,79.0,0.0,5.0,90.0,46.0,29.0,14.0,18.0,16.0,89.0,97.7,0.7,65.4,0.0,0.0,4
6481,631.35,631.35,76.38,6.19,2413.3,1.73,428.3,1192.0,0.0,,57.0,79.0,0.0,5.0,90.0,46.0,29.0,14.0,18.0,16.0,89.0,97.7,0.7,65.3,0.0,0.0,4
6482,631.93,631.93,74.62,5.25,2691.13,1.77,428.3,1208.0,0.0,,57.0,79.0,0.0,5.0,120.0,45.0,44.0,11.0,14.0,15.0,100.0,97.6,0.7,65.3,0.0,0.0,4
6483,632.5,632.5,72.55,23.09,2753.11,1.72,422.6,1210.0,0.0,,56.0,79.0,0.0,5.0,122.0,84.0,28.0,14.0,16.0,14.0,126.0,97.6,0.7,65.2,0.0,0.0,4
6484,632.94,632.94,70.31,24.8,2525.09,2.03,422.6,1218.0,0.0,,56.0,79.0,0.0,5.0,90.0,61.0,29.0,13.0,18.0,14.0,103.0,97.5,0.7,65.2,0.0,0.0,4
6485,633.4,633.4,67.79,6.65,3596.82,2.59,434.0,1258.0,0.0,,59.0,79.0,0.0,5.0,94.0,42.0,26.0,14.0,16.0,14.0,82.0,97.4,0.7,65.4,0.0,0.0,4
6486,633.97,633.97,72.28,24.27,2381.74,1.77,422.6,1201.0,0.0,,56.0,79.0,0.0,5.0,86.0,54.0,25.0,15.0,15.0,14.0,94.0,97.4,0.7,65.4,0.0,0.0,4
6487,634.56,634.56,70.56,22.17,3092.98,1.52,412.5,1235.0,0.0,,54.0,78.0,0.0,5.0,86.0,54.0,25.0,15.0,15.0,14.0,94.0,97.4,0.7,65.2,0.0,0.0,4
6488,634.56,634.56,70.35,9.11,1456.46,4.23,439.8,1170.0,0.0,,61.0,79.0,0.0,5.0,61.0,46.0,35.0,15.0,14.0,14.0,96.0,97.5,0.7,65.2,0.0,0.0,4
6489,634.56,634.35,75.91,0.0,455.06,8.27,445.5,1137.0,0.0,,62.0,79.0,0.0,5.0,90.0,63.0,29.0,14.0,18.0,39.0,106.0,97.6,0.7,65.3,0.0,0.0,4
6490,634.56,621.76,85.52,0.0,6.3,0.0,0.0,658.0,0.0,,0.0,0.0,0.0,5.0,94.0,37.0,28.0,14.0,18.0,17.0,79.0,97.6,0.7,65.3,0.0,0.0,4
6491,634.56,621.56,39.78,0.0,34.56,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,95.0,65.0,29.0,14.0,21.0,14.0,108.0,95.7,0.7,65.3,0.0,0.0,4
6492,634.56,621.56,12.53,0.0,52.23,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,90.0,52.0,30.0,12.0,16.0,16.0,94.0,94.2,0.8,65.3,0.0,0.0,4
6493,634.56,621.56,12.19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,137.0,44.0,27.0,14.0,14.0,15.0,85.0,93.7,0.7,65.3,0.0,0.0,4
6494,634.56,621.56,10.92,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,137.0,44.0,27.0,14.0,14.0,15.0,85.0,93.5,0.7,65.3,0.0,0.0,4
6495,634.56,621.27,21.73,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,133.0,58.0,70.0,14.0,17.0,18.0,142.0,93.4,0.7,65.3,0.0,0.0,4
6496,634.56,632.91,84.5,0.0,6.75,0.0,419.8,498.0,0.0,,53.0,82.0,0.0,5.0,67.0,46.0,46.0,15.0,17.0,14.0,107.0,93.4,0.7,65.2,0.0,0.0,4
6497,634.56,632.99,83.96,0.0,96.32,0.0,449.8,991.0,0.0,,62.0,81.0,0.0,5.0,94.0,51.0,20.0,14.0,18.0,16.0,85.0,95.5,0.7,65.3,0.0,0.0,4
6498,634.56,634.21,83.61,0.0,245.2,0.0,451.2,1123.0,0.0,,64.0,79.0,0.0,5.0,97.0,39.0,25.0,16.0,18.0,15.0,80.0,97.0,0.7,65.3,0.0,0.0,4
6499,634.69,634.69,72.73,5.41,2258.66,0.13,439.8,1209.0,0.0,,61.0,79.0,0.0,5.0,116.0,38.0,25.0,12.0,10.0,13.0,75.0,97.5,0.7,65.3,0.0,0.0,4
6500,635.25,635.25,76.23,3.38,2418.05,1.72,439.8,1214.0,0.0,,61.0,79.0,0.0,5.0,90.0,65.0,29.0,14.0,18.0,16.0,108.0,97.5,0.7,65.4,0.0,0.0,4
6501,635.82,635.82,78.55,7.31,1919.78,1.82,439.8,1195.0,0.0,,61.0,79.0,0.0,5.0,90.0,65.0,29.0,14.0,18.0,16.0,108.0,97.5,0.7,65.4,0.0,0.0,4
6502,636.39,636.39,71.91,3.31,3276.06,1.75,428.3,1250.0,0.0,,57.0,79.0,0.0,5.0,96.0,35.0,30.0,19.0,19.0,18.0,84.0,97.6,0.7,65.3,0.0,0.0,4
6503,636.95,636.95,79.46,3.01,1591.29,1.82,445.5,1182.0,0.0,,62.0,79.0,0.0,5.0,109.0,56.0,43.0,15.0,20.0,10.0,114.0,97.5,0.7,65.4,0.0,0.0,4
6504,637.53,637.53,79.54,3.8,1729.22,1.73,439.8,1187.0,0.0,,61.0,79.0,0.0,5.0,94.0,63.0,26.0,14.0,18.0,16.0,103.0,97.6,0.7,65.3,0.0,0.0,4
6505,638.04,638.04,78.24,5.28,1929.34,1.9,434.0,1195.0,0.0,,59.0,79.0,0.0,5.0,110.0,38.0,38.0,16.0,17.0,15.0,92.0,97.7,0.7,65.2,0.0,0.0,4
6506,638.62,638.62,76.72,5.75,2433.87,1.49,429.7,1212.0,0.0,,59.0,78.0,0.0,5.0,95.0,40.0,23.0,15.0,18.0,18.0,78.0,97.6,0.7,65.3,0.0,0.0,4
6507,639.19,639.19,72.46,12.19,3053.14,1.78,402.5,1240.0,0.0,,53.0,76.0,0.0,5.0,109.0,64.0,23.0,13.0,15.0,16.0,100.0,97.7,0.7,65.2,0.0,0.0,4
6508,639.78,639.78,77.6,2.94,2161.97,1.7,439.8,1207.0,0.0,,61.0,79.0,0.0,5.0,109.0,64.0,23.0,13.0,15.0,16.0,100.0,97.7,0.7,65.4,0.0,0.0,4
6509,640.37,640.37,78.52,4.2,1889.77,1.7,439.8,1195.0,0.0,,61.0,79.0,0.0,5.0,119.0,47.0,26.0,17.0,17.0,15.0,90.0,97.7,0.7,65.4,0.0,0.0,4
6510,640.95,640.95,75.87,9.43,2416.2,1.75,418.3,1215.0,0.0,,56.0,78.0,0.0,5.0,111.0,61.0,32.0,14.0,12.0,16.0,107.0,97.7,0.7,65.3,0.0,0.0,4
6511,641.51,641.51,75.04,4.35,2579.16,1.79,439.8,1224.0,0.0,,61.0,79.0,0.0,5.0,141.0,65.0,28.0,17.0,15.0,17.0,110.0,97.7,0.7,65.3,0.0,0.0,4
6512,642.08,642.08,76.03,9.26,2248.77,1.8,428.3,1208.0,0.0,,57.0,79.0,0.0,5.0,115.0,54.0,27.0,13.0,16.0,13.0,94.0,97.7,0.7,65.3,0.0,0.0,4
6513,642.66,642.66,73.83,7.56,2697.09,1.74,434.0,1226.0,0.0,,59.0,79.0,0.0,5.0,113.0,62.0,28.0,13.0,16.0,15.0,103.0,97.7,0.7,65.3,0.0,0.0,4
6514,643.23,643.23,75.27,9.27,2382.67,1.77,434.0,1212.0,0.0,,59.0,79.0,0.0,5.0,92.0,63.0,30.0,12.0,14.0,17.0,105.0,97.7,0.7,65.4,0.0,0.0,4
6515,643.7,643.7,74.55,2.54,2512.75,1.84,449.8,1220.0,0.0,,62.0,81.0,0.0,5.0,92.0,63.0,30.0,12.0,14.0,17.0,105.0,97.6,0.7,65.1,0.0,0.0,4
6516,643.7,636.78,83.34,0.0,251.09,2.85,240.4,1085.0,0.0,,22.0,59.0,0.0,5.0,87.0,58.0,28.0,12.0,7.0,18.0,98.0,97.5,0.7,65.4,0.0,0.0,4
6517,643.7,631.0,57.41,0.0,9.64,0.0,0.0,4.0,0.0,,0.0,0.0,0.0,5.0,102.0,90.0,26.0,13.0,16.0,18.0,129.0,96.6,0.7,65.4,0.0,0.0,4
6518,643.7,631.0,13.25,0.0,73.88,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,79.0,62.0,27.0,16.0,13.0,14.0,105.0,94.5,0.8,65.4,0.0,0.0,4
6519,643.7,631.0,12.28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,73.0,60.0,30.0,13.0,18.0,14.0,103.0,93.8,0.7,65.4,0.0,0.0,4
6520,643.7,630.76,28.4,0.0,0.0,0.0,80.1,0.0,0.0,,22.0,0.0,0.0,5.0,78.0,53.0,23.0,14.0,12.0,16.0,90.0,93.6,0.7,65.4,0.0,0.0,4
6521,643.7,642.3,84.25,0.0,73.53,0.0,414.1,811.0,0.0,,51.0,82.0,0.0,5.0,108.0,63.0,45.0,13.0,15.0,16.0,121.0,93.9,0.8,65.5,0.0,0.0,4
6522,643.7,642.3,84.38,0.0,246.46,0.0,445.5,1053.0,0.0,,62.0,79.0,0.0,5.0,108.0,63.0,45.0,13.0,15.0,16.0,121.0,96.2,0.8,65.3,0.0,0.0,4
6523,643.79,643.79,83.59,5.84,363.71,0.68,444.1,1092.0,0.0,,61.0,81.0,0.0,5.0,76.0,48.0,25.0,18.0,11.0,14.0,91.0,97.3,0.7,65.4,0.0,0.0,4
6524,644.39,644.39,76.36,6.54,2509.09,1.93,422.6,1169.0,0.0,,56.0,79.0,0.0,5.0,105.0,39.0,22.0,13.0,14.0,13.0,74.0,97.5,0.7,65.3,0.0,0.0,4
6525,644.97,644.97,72.9,14.87,3126.49,1.66,412.5,1198.0,0.0,,54.0,78.0,0.0,5.0,96.0,48.0,29.0,15.0,18.0,12.0,92.0,97.4,0.7,65.3,0.0,0.0,4
6526,645.56,645.56,75.66,4.74,2985.26,1.5,422.6,1199.0,0.0,,56.0,79.0,0.0,5.0,84.0,52.0,43.0,15.0,15.0,13.0,110.0,97.5,0.7,65.2,0.0,0.0,4
6527,646.13,646.13,77.95,5.45,2352.22,1.42,428.3,1172.0,0.0,,57.0,79.0,0.0,5.0,108.0,42.0,51.0,15.0,19.0,15.0,108.0,97.5,0.7,65.3,0.0,0.0,4
6528,646.7,646.7,77.98,6.16,2303.24,1.73,422.6,1168.0,0.0,,56.0,79.0,0.0,5.0,154.0,49.0,29.0,18.0,15.0,16.0,96.0,97.4,0.7,65.3,0.0,0.0,4
6529,647.28,647.28,72.47,4.29,3378.08,1.78,422.6,1217.0,0.0,,56.0,79.0,0.0,5.0,154.0,49.0,29.0,18.0,15.0,16.0,96.0,97.4,0.7,65.3,0.0,0.0,4
6530,647.85,647.85,77.94,5.33,2324.51,1.74,428.3,1177.0,0.0,,57.0,79.0,0.0,5.0,104.0,67.0,28.0,16.0,17.0,16.0,111.0,97.5,0.7,65.2,0.0,0.0,4
6531,648.44,648.44,77.98,5.68,2315.54,1.7,428.3,1176.0,0.0,,57.0,79.0,0.0,5.0,84.0,54.0,24.0,13.0,16.0,15.0,91.0,97.4,0.7,65.3,0.0,0.0,4
6532,649.03,649.03,77.86,4.11,2276.6,1.72,426.9,1174.0,0.0,,56.0,81.0,0.0,5.0,128.0,50.0,28.0,16.0,17.0,15.0,94.0,97.4,0.7,65.3,0.0,0.0,4
6533,649.6,649.6,78.53,3.87,1963.36,1.75,432.6,1163.0,0.0,,57.0,81.0,0.0,5.0,101.0,54.0,29.0,15.0,16.0,14.0,98.0,97.5,0.7,65.4,0.0,0.0,4
6534,650.18,650.18,75.87,5.05,2634.69,1.76,428.3,1192.0,0.0,,57.0,79.0,0.0,5.0,79.0,66.0,39.0,15.0,21.0,13.0,120.0,97.6,0.7,65.4,0.0,0.0,4
6535,650.74,650.74,77.57,5.51,2415.57,1.79,428.3,1183.0,0.0,,57.0,79.0,0.0,5.0,89.0,60.0,28.0,17.0,16.0,16.0,105.0,97.6,0.7,65.3,0.0,0.0,4
6536,651.32,651.32,78.04,5.07,2224.9,1.75,428.3,1177.0,0.0,,57.0,79.0,0.0,5.0,89.0,60.0,28.0,17.0,16.0,16.0,105.0,97.7,0.7,65.5,0.0,0.0,4
6537,651.9,651.9,78.55,6.19,1970.5,1.75,428.3,1169.0,0.0,,57.0,79.0,0.0,5.0,41.0,51.0,21.0,15.0,15.0,10.0,87.0,97.6,0.7,65.3,0.0,0.0,4
6538,652.48,652.48,78.55,7.3,2072.78,1.75,428.3,1175.0,0.0,,57.0,79.0,0.0,5.0,102.0,42.0,27.0,15.0,18.0,16.0,84.0,97.7,0.7,65.3,0.0,0.0,4
6539,653.04,653.04,78.3,5.9,2056.39,1.77,428.3,1174.0,0.0,,57.0,79.0,0.0,5.0,99.0,50.0,27.0,14.0,14.0,19.0,91.0,97.5,0.7,65.4,0.0,0.0,4
6540,653.04,653.04,82.87,1.27,381.13,4.35,444.1,1114.0,0.0,,61.0,81.0,0.0,5.0,89.0,50.0,21.0,16.0,15.0,16.0,87.0,97.6,0.7,65.3,0.0,0.0,4
6541,653.04,653.04,83.88,1.01,176.98,9.35,444.1,1106.0,0.0,,61.0,81.0,0.0,5.0,43.0,56.0,29.0,15.0,21.0,11.0,100.0,97.6,0.7,65.3,0.0,0.0,4
6542,653.04,653.04,84.0,0.99,137.67,11.81,444.1,1104.0,0.0,,61.0,81.0,0.0,5.0,78.0,28.0,28.0,15.0,14.0,13.0,71.0,97.6,0.7,65.3,0.0,0.0,4
6543,653.04,645.41,84.52,0.0,109.21,0.27,444.1,1105.0,0.0,,61.0,81.0,0.0,5.0,78.0,28.0,28.0,15.0,14.0,13.0,71.0,97.6,0.7,65.3,0.0,0.0,4
6544,653.04,652.74,83.45,0.0,231.07,0.0,444.1,1113.0,0.0,,61.0,81.0,0.0,5.0,126.0,67.0,22.0,15.0,18.0,16.0,104.0,97.6,0.7,65.4,0.0,0.0,4
6545,653.04,652.74,84.04,0.0,207.15,0.0,444.1,1107.0,0.0,,61.0,81.0,0.0,5.0,101.0,45.0,24.0,12.0,15.0,16.0,81.0,97.7,0.7,65.2,0.0,0.0,4
6546,653.04,652.74,84.12,0.0,256.76,0.0,444.1,1105.0,0.0,,61.0,81.0,0.0,5.0,63.0,56.0,26.0,14.0,18.0,17.0,96.0,97.7,0.7,65.4,0.0,0.0,4
6547,653.04,652.74,84.17,0.0,253.76,0.0,444.1,1105.0,0.0,,61.0,81.0,0.0,5.0,121.0,44.0,28.0,15.0,15.0,17.0,87.0,97.7,0.7,65.3,0.0,0.0,4
6548,653.04,652.74,84.15,0.0,264.05,0.0,444.1,1104.0,0.0,,61.0,81.0,0.0,5.0,90.0,56.0,36.0,14.0,21.0,14.0,106.0,97.7,0.7,65.2,0.0,0.0,4
6549,653.04,652.74,84.15,0.0,251.34,0.0,444.1,1103.0,0.0,,61.0,81.0,0.0,5.0,90.0,56.0,36.0,14.0,21.0,14.0,106.0,97.7,0.7,65.3,0.0,0.0,4
6550,653.04,652.74,84.15,0.0,244.35,0.0,444.1,1101.0,0.0,,61.0,81.0,0.0,5.0,97.0,33.0,39.0,13.0,20.0,13.0,85.0,97.7,0.7,65.3,0.0,0.0,4
6551,653.04,652.74,84.16,0.0,243.47,0.0,444.1,1099.0,0.0,,61.0,81.0,0.0,5.0,98.0,32.0,29.0,17.0,18.0,16.0,78.0,97.7,0.7,65.3,0.0,0.0,4
6552,653.04,652.74,84.21,0.0,253.62,0.0,444.1,1098.0,0.0,,61.0,81.0,0.0,5.0,67.0,42.0,23.0,16.0,13.0,15.0,81.0,97.7,0.7,65.3,0.0,0.0,4
6553,653.04,644.98,84.68,0.0,158.66,0.0,444.1,1096.0,0.0,,61.0,81.0,0.0,5.0,86.0,45.0,35.0,16.0,14.0,16.0,96.0,97.7,0.7,65.4,0.0,0.0,4
6554,653.04,652.48,83.66,0.0,158.85,0.0,444.1,1105.0,0.0,,61.0,81.0,0.0,5.0,101.0,54.0,28.0,16.0,20.0,15.0,98.0,97.6,0.7,65.3,0.0,0.0,4
6555,653.04,652.48,84.21,0.0,146.39,0.0,444.1,1099.0,0.0,,61.0,81.0,0.0,5.0,104.0,52.0,29.0,15.0,15.0,16.0,96.0,97.7,0.7,65.2,0.0,0.0,4
6556,653.04,644.86,85.17,0.0,85.19,0.0,43.3,964.0,0.0,,0.0,16.0,0.0,5.0,104.0,52.0,29.0,15.0,15.0,16.0,96.0,97.7,0.7,65.2,0.0,0.0,4
6557,653.04,640.31,50.38,0.0,4.79,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,113.0,59.0,31.0,13.0,15.0,14.0,103.0,96.7,0.7,65.4,0.0,0.0,4
6558,653.04,640.31,18.26,0.0,59.58,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,53.0,48.0,27.0,12.0,15.0,12.0,87.0,94.7,0.7,65.4,0.0,0.0,4
6559,653.04,640.31,12.35,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,80.0,64.0,27.0,16.0,14.0,15.0,107.0,94.0,0.7,65.3,0.0,0.0,4
6560,653.04,640.31,12.49,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,75.0,69.0,26.0,15.0,12.0,19.0,110.0,93.8,0.7,65.2,0.0,0.0,4
6561,653.04,640.31,12.48,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,56.0,52.0,25.0,17.0,14.0,16.0,94.0,93.7,0.7,65.3,0.0,0.0,4
6562,653.04,640.31,12.49,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,68.0,58.0,27.0,15.0,17.0,14.0,100.0,93.5,0.7,65.2,0.0,0.0,4
6563,653.04,640.31,12.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,68.0,58.0,27.0,15.0,17.0,14.0,100.0,93.4,0.7,65.3,0.0,0.0,4
6564,653.04,640.31,12.48,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,100.0,44.0,23.0,14.0,15.0,14.0,81.0,93.4,0.7,65.3,0.0,0.0,4
