,depth (m),bitdepth (m),hook_load (klb),wob (klb),rpm,torque,rop ,flowin (gal/stk),spp (psi),ChockePressure (psi),flowout (%),SPM1 (spm),SPM2 (spm),pitlevel1 (bbl),pitlevel2 (bbl),pitlevel3 (bbl),pitlevel4 (bbl),pitlevel5 (bbl),pitlevel6 (bbl),pitlevel7 (bbl),totalpitlevel (bbl),RPMAnalog,BlockPosition,RPMTotal,H2S (ppm),Kick,Well_Number
574,187.79,187.0,62.0,6.0,,2046.0,2.07,450.55,756.0,0.0,43.0,107.0,0.0,100.0,76.0,81.0,71.0,69.0,120.0,2.0,517.0,84.0,16.0,139.0,0.0,0.0,0
575,188.26,188.0,57.0,10.0,,3396.0,2.07,450.55,815.0,0.0,43.0,107.0,0.0,101.0,76.0,81.0,70.0,68.0,120.0,2.0,516.0,131.0,16.0,139.0,0.0,0.0,0
576,188.61,188.0,61.0,6.0,,2224.0,2.23,450.55,764.0,0.0,43.0,107.0,0.0,101.0,77.0,81.0,70.0,67.0,120.0,2.0,516.0,91.0,15.0,139.0,0.0,0.0,0
577,189.11,189.0,61.0,11.0,,2449.0,2.56,450.55,772.0,0.0,43.0,107.0,0.0,101.0,77.0,81.0,70.0,67.0,120.0,2.0,516.0,98.0,15.0,139.0,0.0,0.0,0
578,189.47,189.0,63.0,2.0,,2400.0,2.56,450.55,753.0,0.0,43.0,107.0,0.0,102.0,77.0,80.0,70.0,66.0,120.0,2.0,515.0,83.0,14.0,139.0,0.0,0.0,0
579,190.07,190.0,62.0,9.0,,3236.0,2.34,450.55,799.0,0.0,43.0,107.0,0.0,102.0,77.0,81.0,69.0,66.0,120.0,2.0,515.0,119.0,14.0,139.0,0.0,0.0,0
580,190.98,190.0,59.0,11.0,,4491.0,1.98,450.55,857.0,0.0,43.0,107.0,0.0,102.0,78.0,81.0,69.0,65.0,120.0,2.0,515.0,163.0,13.0,139.0,0.0,0.0,0
581,191.61,191.0,59.0,13.0,,3443.0,1.5,451.68,820.0,0.0,43.0,108.0,0.0,102.0,78.0,81.0,69.0,65.0,120.0,2.0,515.0,135.0,12.0,140.0,0.0,0.0,0
582,192.47,192.0,59.0,9.0,,4109.0,1.12,450.55,844.0,0.0,43.0,107.0,0.0,102.0,79.0,81.0,69.0,64.0,120.0,2.0,515.0,153.0,12.0,139.0,0.0,0.0,0
583,193.31,193.0,58.0,11.0,,4481.0,1.35,451.68,860.0,0.0,43.0,108.0,0.0,101.0,79.0,81.0,69.0,64.0,120.0,2.0,514.0,164.0,11.0,140.0,0.0,0.0,0
584,194.14,194.0,58.0,10.0,,4512.0,1.23,449.42,866.0,0.0,43.0,107.0,0.0,100.0,80.0,82.0,70.0,64.0,120.0,2.0,516.0,169.0,10.0,139.0,0.0,0.0,0
585,195.19,195.0,56.0,12.0,,5695.0,1.17,451.68,913.0,0.0,43.0,108.0,0.0,100.0,80.0,82.0,70.0,64.0,120.0,2.0,516.0,205.0,9.0,140.0,0.0,0.0,0
586,195.68,195.0,63.0,3.0,,2319.0,1.03,450.55,777.0,0.0,43.0,107.0,0.0,99.0,80.0,82.0,70.0,64.0,120.0,2.0,515.0,101.0,8.0,139.0,0.0,0.0,0
587,195.95,195.0,63.0,4.0,,1641.0,0.96,451.68,734.0,0.0,43.0,108.0,0.0,99.0,80.0,82.0,70.0,64.0,120.0,2.0,515.0,69.0,8.0,140.0,0.0,0.0,0
588,196.61,196.0,60.0,9.0,,3602.0,1.47,451.68,818.0,0.0,43.0,108.0,0.0,98.0,80.0,82.0,70.0,64.0,120.0,2.0,514.0,132.0,7.0,140.0,0.0,0.0,0
589,197.46,197.0,59.0,8.0,,4045.0,2.49,451.68,844.0,0.0,43.0,108.0,0.0,98.0,80.0,82.0,70.0,64.0,120.0,2.0,514.0,153.0,7.0,140.0,0.0,0.0,0
590,198.33,198.0,57.0,8.0,,4795.0,1.64,449.42,873.0,0.0,43.0,107.0,0.0,97.0,79.0,82.0,70.0,64.0,120.0,2.0,512.0,176.0,6.0,139.0,0.0,0.0,0
591,199.11,199.0,60.0,9.0,,3776.0,1.19,450.55,835.0,0.0,43.0,107.0,0.0,97.0,79.0,82.0,70.0,65.0,120.0,3.0,513.0,145.0,5.0,139.0,0.0,0.0,0
592,199.97,199.0,59.0,12.0,,4233.0,1.26,449.42,846.0,0.0,43.0,107.0,0.0,97.0,79.0,82.0,70.0,65.0,120.0,3.0,513.0,153.0,4.0,139.0,0.0,0.0,0
593,200.76,200.0,60.0,11.0,,3801.0,1.18,452.8,836.0,0.0,43.0,108.0,0.0,97.0,79.0,82.0,70.0,64.0,120.0,3.0,512.0,147.0,3.0,140.0,0.0,0.0,0
594,201.03,201.0,65.0,9.0,,1439.0,0.93,450.55,716.0,0.0,43.0,107.0,0.0,97.0,79.0,82.0,70.0,64.0,120.0,3.0,512.0,55.0,3.0,139.0,0.0,0.0,0
595,201.68,201.0,62.0,7.0,,2988.0,1.36,452.8,800.0,0.0,43.0,108.0,0.0,97.0,78.0,82.0,70.0,64.0,120.0,3.0,511.0,118.0,2.0,140.0,0.0,0.0,0
596,202.08,202.0,63.0,4.0,,2239.0,2.24,451.68,766.0,0.0,43.0,108.0,0.0,97.0,78.0,81.0,70.0,64.0,120.0,3.0,510.0,93.0,2.0,140.0,0.0,0.0,0
597,202.7,202.0,59.0,9.0,,3771.0,2.24,451.68,829.0,0.0,43.0,108.0,0.0,96.0,78.0,81.0,70.0,64.0,120.0,3.0,509.0,140.0,1.0,140.0,0.0,0.0,0
598,203.44,203.0,58.0,10.0,,4922.0,1.98,451.68,878.0,0.0,42.0,108.0,0.0,96.0,77.0,81.0,69.0,64.0,119.0,3.0,506.0,179.0,1.0,140.0,0.0,0.0,0
599,203.82,199.0,62.0,3.0,,2760.0,1.11,424.66,714.0,0.0,41.0,101.0,0.0,96.0,77.0,81.0,69.0,64.0,119.0,3.0,506.0,95.0,2.0,131.0,0.0,0.0,0
600,203.82,184.0,69.0,0.0,,478.0,0,373.29,445.0,0.0,38.0,89.0,0.0,96.0,77.0,80.0,69.0,64.0,119.0,3.0,505.0,0.0,15.0,115.0,0.0,0.0,0
601,203.82,203.0,71.0,0.0,,444.0,0,370.99,454.0,0.0,42.0,88.0,0.0,95.0,76.0,80.0,69.0,65.0,119.0,3.0,504.0,0.0,7.0,115.0,0.0,0.0,0
602,203.82,203.0,71.0,0.0,,562.0,0,370.99,438.0,0.0,40.0,88.0,0.0,94.0,76.0,80.0,69.0,66.0,119.0,3.0,504.0,0.0,0.0,115.0,0.0,0.0,0
603,203.82,203.0,67.0,0.0,,19.0,0,19.03,46.0,0.0,11.0,4.0,0.0,94.0,76.0,80.0,70.0,68.0,119.0,3.0,507.0,0.0,0.0,5.0,0.0,0.0,0
604,203.82,203.0,23.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,89.0,76.0,81.0,71.0,73.0,119.0,3.0,509.0,0.0,1.0,0.0,0.0,0.0,0
605,203.82,203.0,25.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,81.0,75.0,83.0,73.0,78.0,119.0,3.0,509.0,0.0,7.0,0.0,0.0,0.0,0
606,203.82,203.0,26.0,0.0,,45.0,0,0,0.0,0.0,0.0,0.0,0.0,73.0,75.0,84.0,75.0,81.0,119.0,3.0,507.0,0.0,11.0,0.0,0.0,0.0,0
607,203.82,203.0,25.0,0.0,,319.0,0,0,0.0,0.0,0.0,0.0,0.0,66.0,76.0,86.0,76.0,83.0,119.0,3.0,506.0,0.0,10.0,0.0,0.0,0.0,0
608,203.82,203.0,27.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,60.0,76.0,87.0,78.0,85.0,119.0,3.0,505.0,0.0,19.0,0.0,0.0,0.0,0
609,203.82,203.0,24.0,0.0,,3406.0,0,0,0.0,0.0,0.0,0.0,0.0,55.0,76.0,88.0,79.0,87.0,120.0,3.0,505.0,0.0,19.0,0.0,0.0,0.0,0
610,203.82,203.0,65.0,0.0,,0.0,0,59.39,0.0,0.0,0.0,14.0,0.0,53.0,75.0,89.0,79.0,88.0,119.0,3.0,503.0,0.0,20.0,18.0,0.0,0.0,0
611,203.82,203.0,73.0,0.0,,3.0,0,379.68,380.0,0.0,31.0,90.0,0.0,51.0,75.0,89.0,80.0,88.0,119.0,3.0,502.0,1.0,20.0,117.0,0.0,0.0,0
612,203.82,203.0,71.0,0.0,,0.0,0,451.68,641.0,0.0,43.0,108.0,0.0,54.0,74.0,88.0,79.0,83.0,119.0,3.0,497.0,3.0,20.0,140.0,0.0,0.0,0
613,204.02,204.0,66.0,4.0,,1330.0,0.91,450.55,689.0,0.0,42.0,107.0,0.0,62.0,75.0,86.0,77.0,79.0,119.0,3.0,498.0,38.0,19.0,139.0,0.0,0.0,0
614,204.23,204.0,57.0,9.0,,2435.0,1.37,449.42,752.0,0.0,43.0,107.0,0.0,67.0,76.0,86.0,76.0,76.0,119.0,3.0,500.0,82.0,19.0,139.0,0.0,0.0,0
615,204.45,204.0,66.0,2.0,,1737.0,1.37,449.42,705.0,0.0,43.0,107.0,0.0,72.0,77.0,85.0,75.0,74.0,119.0,3.0,502.0,49.0,19.0,139.0,0.0,0.0,0
616,204.79,204.0,65.0,6.0,,2268.0,3.25,450.55,730.0,0.0,42.0,107.0,0.0,75.0,78.0,84.0,74.0,72.0,119.0,3.0,502.0,66.0,18.0,139.0,0.0,0.0,0
617,205.21,205.0,62.0,9.0,,3271.0,3.25,449.42,776.0,0.0,42.0,107.0,0.0,77.0,78.0,84.0,73.0,71.0,119.0,3.0,502.0,100.0,18.0,139.0,0.0,0.0,0
618,205.45,205.0,64.0,6.0,,1701.0,3.25,449.42,721.0,0.0,43.0,107.0,0.0,79.0,78.0,83.0,73.0,70.0,119.0,3.0,502.0,59.0,18.0,139.0,0.0,0.0,0
619,205.73,205.0,63.0,8.0,,2071.0,3.06,450.55,739.0,0.0,43.0,107.0,0.0,81.0,78.0,83.0,72.0,69.0,119.0,3.0,502.0,72.0,17.0,139.0,0.0,0.0,0
620,206.06,206.0,62.0,10.0,,2927.0,2.97,449.42,757.0,0.0,42.0,107.0,0.0,83.0,78.0,83.0,72.0,68.0,119.0,3.0,503.0,87.0,17.0,139.0,0.0,0.0,0
621,206.37,206.0,60.0,10.0,,2955.0,2.97,449.42,770.0,0.0,42.0,107.0,0.0,84.0,78.0,82.0,71.0,68.0,119.0,3.0,502.0,95.0,17.0,139.0,0.0,0.0,0
622,206.57,206.0,62.0,7.0,,1773.0,3.21,450.55,737.0,0.0,42.0,107.0,0.0,86.0,78.0,82.0,71.0,67.0,119.0,3.0,503.0,71.0,17.0,139.0,0.0,0.0,0
623,206.85,206.0,61.0,9.0,,1661.0,3.33,450.55,748.0,0.0,42.0,107.0,0.0,87.0,78.0,82.0,71.0,67.0,119.0,3.0,504.0,79.0,16.0,139.0,0.0,0.0,0
624,207.57,207.0,59.0,10.0,,4159.0,3.33,449.42,850.0,0.0,43.0,107.0,0.0,88.0,77.0,81.0,70.0,66.0,119.0,3.0,501.0,157.0,16.0,139.0,0.0,0.0,0
625,207.8,207.0,63.0,5.0,,1663.0,2.41,449.42,741.0,0.0,43.0,107.0,0.0,90.0,77.0,81.0,70.0,66.0,119.0,3.0,503.0,74.0,15.0,139.0,0.0,0.0,0
626,208.5,208.0,58.0,11.0,,3735.0,2.41,450.55,846.0,0.0,43.0,107.0,0.0,91.0,77.0,81.0,70.0,65.0,119.0,3.0,503.0,153.0,15.0,139.0,0.0,0.0,0
627,209.13,209.0,57.0,13.0,,3377.0,2.08,449.42,835.0,0.0,43.0,107.0,0.0,92.0,77.0,81.0,70.0,65.0,119.0,2.0,504.0,146.0,14.0,139.0,0.0,0.0,0
628,209.49,209.0,56.0,14.0,,4349.0,2.08,450.55,800.0,0.0,43.0,107.0,0.0,92.0,77.0,81.0,69.0,65.0,119.0,2.0,503.0,118.0,14.0,139.0,0.0,0.0,0
629,210.47,210.0,58.0,12.0,,4745.0,2,450.55,876.0,0.0,43.0,107.0,0.0,93.0,77.0,80.0,69.0,64.0,119.0,2.0,502.0,177.0,13.0,139.0,0.0,0.0,0
630,211.18,211.0,57.0,9.0,,2044.0,1.34,452.8,857.0,0.0,43.0,108.0,0.0,94.0,77.0,80.0,69.0,64.0,119.0,2.0,503.0,163.0,12.0,140.0,0.0,0.0,0
631,212.02,212.0,59.0,10.0,,1891.0,1.31,450.55,832.0,0.0,43.0,107.0,0.0,94.0,76.0,80.0,69.0,64.0,119.0,2.0,502.0,143.0,11.0,139.0,0.0,0.0,0
632,212.96,212.0,58.0,8.0,,2382.0,1.29,451.68,877.0,0.0,43.0,108.0,0.0,94.0,76.0,80.0,69.0,64.0,119.0,2.0,502.0,177.0,10.0,140.0,0.0,0.0,0
633,213.46,213.0,59.0,8.0,,1624.0,0.96,451.68,811.0,0.0,43.0,108.0,0.0,95.0,76.0,80.0,68.0,64.0,119.0,2.0,502.0,128.0,10.0,140.0,0.0,0.0,0
634,214.75,214.0,56.0,15.0,,2599.0,1.6,451.68,896.0,0.0,43.0,108.0,0.0,95.0,76.0,80.0,68.0,63.0,119.0,2.0,501.0,192.0,9.0,140.0,0.0,0.0,0
635,215.36,215.0,59.0,11.0,,1669.0,0.77,449.42,819.0,0.0,43.0,107.0,0.0,95.0,76.0,80.0,68.0,63.0,119.0,2.0,501.0,133.0,8.0,139.0,0.0,0.0,0
636,215.86,215.0,61.0,8.0,,1447.0,1.33,449.42,800.0,0.0,42.0,107.0,0.0,96.0,76.0,80.0,68.0,63.0,119.0,2.0,502.0,119.0,7.0,139.0,0.0,0.0,0
637,216.27,216.0,60.0,8.0,,989.0,1.33,450.55,754.0,0.0,43.0,107.0,0.0,96.0,76.0,80.0,68.0,63.0,119.0,2.0,502.0,84.0,7.0,139.0,0.0,0.0,0
638,216.65,216.0,61.0,9.0,,1033.0,1.98,450.55,755.0,0.0,43.0,107.0,0.0,96.0,76.0,79.0,68.0,63.0,119.0,2.0,501.0,84.0,6.0,139.0,0.0,0.0,0
639,217.04,217.0,61.0,6.0,,1254.0,2.31,449.42,770.0,0.0,43.0,107.0,0.0,96.0,76.0,79.0,68.0,63.0,119.0,2.0,501.0,96.0,6.0,139.0,0.0,0.0,0
640,217.3,217.0,62.0,5.0,,890.0,2.31,451.68,747.0,0.0,43.0,108.0,0.0,96.0,76.0,79.0,68.0,63.0,119.0,2.0,501.0,77.0,6.0,140.0,0.0,0.0,0
641,217.71,217.0,61.0,8.0,,1232.0,2.9,450.55,765.0,0.0,43.0,107.0,0.0,97.0,76.0,79.0,68.0,63.0,119.0,2.0,502.0,91.0,5.0,139.0,0.0,0.0,0
642,218.55,218.0,56.0,15.0,,2467.0,3.19,450.55,886.0,0.0,43.0,107.0,0.0,97.0,76.0,79.0,68.0,62.0,119.0,2.0,501.0,184.0,5.0,139.0,0.0,0.0,0
643,219.48,219.0,56.0,14.0,,2667.0,1.2,451.68,896.0,0.0,43.0,108.0,0.0,97.0,76.0,79.0,67.0,62.0,119.0,2.0,500.0,192.0,4.0,140.0,0.0,0.0,0
644,220.3,220.0,59.0,10.0,,1937.0,1.17,451.68,842.0,0.0,43.0,108.0,0.0,97.0,76.0,79.0,67.0,62.0,119.0,2.0,500.0,151.0,3.0,140.0,0.0,0.0,0
645,220.97,220.0,57.0,11.0,,2172.0,1.26,451.68,863.0,0.0,43.0,108.0,0.0,97.0,76.0,79.0,67.0,62.0,119.0,2.0,500.0,167.0,2.0,140.0,0.0,0.0,0
646,222.07,222.0,57.0,10.0,,2493.0,1.31,449.42,897.0,0.0,42.0,107.0,0.0,97.0,76.0,79.0,67.0,62.0,119.0,2.0,500.0,192.0,1.0,139.0,0.0,0.0,0
647,223,217.0,66.0,3.0,,694.0,0.64,450.55,728.0,0.0,43.0,107.0,0.0,97.0,76.0,79.0,68.0,62.0,119.0,2.0,501.0,64.0,2.0,139.0,0.0,0.0,0
648,223,213.0,70.0,0.0,,167.0,0,451.68,664.0,0.0,42.0,108.0,0.0,96.0,76.0,79.0,68.0,62.0,119.0,2.0,500.0,15.0,14.0,140.0,0.0,0.0,0
649,223,222.0,70.0,0.0,,166.0,0,392.83,658.0,0.0,44.0,93.0,0.0,96.0,76.0,79.0,67.0,62.0,119.0,2.0,499.0,16.0,0.0,121.0,0.0,0.0,0
650,223,222.0,46.0,0.0,,0.0,0,0,5.0,0.0,4.0,0.0,0.0,96.0,76.0,79.0,68.0,64.0,119.0,2.0,502.0,0.0,0.0,0.0,0.0,0.0,0
651,223,222.0,23.0,0.0,,58.0,0,0,0.0,0.0,0.0,0.0,0.0,90.0,75.0,79.0,69.0,71.0,119.0,2.0,503.0,0.0,0.0,0.0,0.0,0.0,0
652,223,222.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,81.0,74.0,81.0,71.0,76.0,119.0,2.0,502.0,0.0,3.0,0.0,0.0,0.0,0
653,223,222.0,25.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,73.0,74.0,82.0,73.0,79.0,119.0,2.0,500.0,0.0,11.0,0.0,0.0,0.0,0
654,223,222.0,23.0,0.0,,3.0,0,0,0.0,0.0,0.0,0.0,0.0,65.0,75.0,84.0,75.0,81.0,119.0,2.0,499.0,0.0,10.0,0.0,0.0,0.0,0
655,223,222.0,23.0,0.0,,96.0,0,0,0.0,0.0,0.0,0.0,0.0,58.0,76.0,86.0,77.0,83.0,119.0,2.0,499.0,0.0,10.0,0.0,0.0,0.0,0
656,223,221.0,26.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,51.0,76.0,87.0,78.0,85.0,119.0,2.0,496.0,0.0,19.0,0.0,0.0,0.0,0
657,223,221.0,26.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,48.0,76.0,88.0,79.0,87.0,119.0,2.0,497.0,0.0,19.0,0.0,0.0,0.0,0
658,223,221.0,26.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,47.0,75.0,88.0,80.0,88.0,119.0,2.0,497.0,0.0,19.0,0.0,0.0,0.0,0
659,223,221.0,26.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,46.0,74.0,88.0,80.0,89.0,119.0,2.0,496.0,0.0,19.0,0.0,0.0,0.0,0
660,223,221.0,26.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,46.0,73.0,88.0,80.0,90.0,119.0,2.0,496.0,0.0,19.0,0.0,0.0,0.0,0
661,223,221.0,26.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,46.0,73.0,88.0,80.0,90.0,119.0,2.0,496.0,0.0,19.0,0.0,0.0,0.0,0
662,223,221.0,26.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,46.0,73.0,88.0,80.0,91.0,119.0,2.0,497.0,0.0,19.0,0.0,0.0,0.0,0
663,223,221.0,26.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,45.0,73.0,89.0,80.0,91.0,119.0,2.0,497.0,0.0,19.0,0.0,0.0,0.0,0
664,223,221.0,26.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,45.0,73.0,89.0,80.0,92.0,119.0,2.0,498.0,0.0,19.0,0.0,0.0,0.0,0
665,223,221.0,27.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,45.0,73.0,89.0,80.0,92.0,119.0,2.0,498.0,0.0,19.0,0.0,0.0,0.0,0
666,223,221.0,73.0,0.0,,0.0,0,299.7,195.0,0.0,15.0,71.0,0.0,45.0,73.0,89.0,80.0,92.0,119.0,2.0,498.0,0.0,20.0,92.0,0.0,0.0,0
667,223,221.0,72.0,0.0,,0.0,0,449.42,639.0,0.0,43.0,107.0,0.0,46.0,73.0,88.0,80.0,86.0,119.0,2.0,492.0,7.0,20.0,139.0,0.0,0.0,0
668,223,222.0,70.0,0.0,,0.0,0,449.42,684.0,0.0,43.0,107.0,0.0,55.0,73.0,87.0,78.0,81.0,119.0,2.0,493.0,30.0,19.0,139.0,0.0,0.0,0
669,223,222.0,72.0,0.0,,0.0,0,449.42,638.0,0.0,42.0,107.0,0.0,62.0,75.0,85.0,76.0,77.0,119.0,2.0,494.0,3.0,19.0,139.0,0.0,0.0,0
670,223,222.0,72.0,0.0,,0.0,0,449.42,642.0,0.0,43.0,107.0,0.0,67.0,76.0,84.0,75.0,75.0,119.0,2.0,496.0,4.0,19.0,139.0,0.0,0.0,0
671,223.64,223.0,72.0,0.0,,0.0,0,449.42,647.0,0.0,42.0,107.0,0.0,71.0,77.0,84.0,74.0,73.0,119.0,2.0,498.0,6.0,19.0,139.0,0.0,0.0,0
672,224.39,224.0,59.0,12.0,,0.0,0.69,449.42,862.0,0.0,42.0,107.0,0.0,73.0,78.0,82.0,73.0,71.0,119.0,2.0,496.0,158.0,18.0,139.0,0.0,0.0,0
673,225.7,225.0,57.0,10.0,,0.0,0.94,449.42,926.0,0.0,42.0,107.0,0.0,76.0,82.0,81.0,72.0,70.0,119.0,2.0,500.0,208.0,17.0,139.0,0.0,0.0,0
674,228.46,228.0,59.0,12.0,,0.0,0.61,449.42,917.0,0.0,42.0,107.0,0.0,78.0,84.0,81.0,71.0,69.0,119.0,2.0,502.0,199.0,14.0,139.0,0.0,0.0,0
675,229.9,229.0,66.0,5.0,,0.0,0.4,449.42,779.0,0.0,42.0,107.0,0.0,80.0,84.0,80.0,70.0,68.0,119.0,2.0,501.0,93.0,12.0,139.0,0.0,0.0,0
676,231.65,231.0,63.0,12.0,,0.0,0.72,449.44,822.0,0.0,43.0,107.0,0.0,82.0,84.0,80.0,70.0,67.0,119.0,2.0,502.0,127.0,11.0,139.0,0.0,0.0,0
677,233.6,233.0,62.0,8.0,,0.0,0.69,449.42,866.0,0.0,43.0,107.0,0.0,84.0,84.0,80.0,70.0,66.0,119.0,2.0,503.0,162.0,9.0,139.0,0.0,0.0,0
678,234.51,234.0,57.0,14.0,,0.0,0.65,449.42,891.0,0.0,43.0,107.0,0.0,85.0,84.0,80.0,69.0,66.0,119.0,2.0,503.0,179.0,8.0,139.0,0.0,0.0,0
679,235.41,235.0,56.0,14.0,,145.0,0.94,449.44,935.0,0.0,43.0,107.0,0.0,87.0,83.0,79.0,69.0,65.0,119.0,2.0,502.0,214.0,7.0,139.0,0.0,0.0,0
680,236.23,236.0,56.0,14.0,,405.0,1.05,449.42,933.0,0.0,43.0,107.0,0.0,89.0,82.0,79.0,69.0,65.0,119.0,2.0,503.0,214.0,6.0,139.0,0.0,0.0,0
681,236.96,236.0,56.0,17.0,,388.0,1.19,448.31,922.0,0.0,43.0,107.0,0.0,91.0,82.0,78.0,68.0,64.0,119.0,2.0,502.0,204.0,5.0,138.0,0.0,0.0,0
682,237.59,237.0,58.0,6.0,,270.0,1.38,449.42,868.0,0.0,43.0,107.0,0.0,93.0,82.0,77.0,68.0,64.0,119.0,2.0,503.0,162.0,4.0,139.0,0.0,0.0,0
683,240.24,240.0,63.0,6.0,,248.0,0.91,449.42,861.0,0.0,43.0,107.0,0.0,94.0,82.0,77.0,67.0,63.0,119.0,2.0,502.0,157.0,2.0,139.0,0.0,0.0,0
684,241.73,236.0,64.0,1.0,,205.0,0.25,449.42,825.0,0.0,42.0,107.0,0.0,96.0,82.0,77.0,67.0,63.0,119.0,2.0,504.0,129.0,2.0,139.0,0.0,0.0,0
685,241.73,225.0,70.0,0.0,,0.0,0,449.42,677.0,0.0,41.0,107.0,0.0,96.0,82.0,76.0,66.0,62.0,119.0,2.0,501.0,17.0,14.0,139.0,0.0,0.0,0
686,241.73,241.0,71.0,0.0,,0.0,0,373.97,654.0,0.0,45.0,89.0,0.0,96.0,81.0,76.0,66.0,62.0,119.0,2.0,500.0,26.0,2.0,115.0,0.0,0.0,0
687,241.73,241.0,38.0,0.0,,0.0,0,14.34,21.0,0.0,9.0,3.0,0.0,97.0,81.0,76.0,66.0,64.0,119.0,2.0,503.0,0.0,0.0,4.0,0.0,0.0,0
688,241.73,241.0,24.0,0.0,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,93.0,81.0,77.0,67.0,70.0,119.0,2.0,507.0,0.0,3.0,0.0,0.0,0.0,0
689,241.82,241.0,24.0,16.0,,0.0,0.1,0,0.0,0.0,0.0,0.0,0.0,85.0,77.0,80.0,70.0,74.0,119.0,2.0,505.0,0.0,10.0,0.0,0.0,0.0,0
690,241.85,241.0,24.0,15.0,,5.0,0.19,0,0.0,0.0,0.0,0.0,0.0,77.0,75.0,82.0,72.0,78.0,119.0,2.0,503.0,0.0,14.0,0.0,0.0,0.0,0
691,241.85,241.0,24.0,0.0,,13.0,0,0,0.0,0.0,0.0,0.0,0.0,69.0,75.0,83.0,74.0,80.0,119.0,2.0,500.0,0.0,19.0,0.0,0.0,0.0,0
692,241.85,241.0,21.0,0.0,,500.0,0,0,0.0,0.0,0.0,0.0,0.0,62.0,75.0,85.0,76.0,82.0,119.0,2.0,499.0,0.0,19.0,0.0,0.0,0.0,0
693,241.85,241.0,22.0,0.0,,3861.0,0,0,0.0,0.0,0.0,0.0,0.0,55.0,76.0,86.0,77.0,84.0,119.0,2.0,497.0,0.0,19.0,0.0,0.0,0.0,0
694,241.85,241.0,51.0,0.0,,1893.0,0,0,0.0,0.0,0.0,0.0,0.0,49.0,76.0,88.0,78.0,86.0,119.0,2.0,496.0,0.0,19.0,0.0,0.0,0.0,0
695,241.85,241.0,73.0,0.0,,468.0,0,318.73,245.0,0.0,21.0,76.0,0.0,46.0,75.0,88.0,79.0,87.0,119.0,2.0,494.0,0.0,19.0,98.0,0.0,0.0,0
696,241.85,241.0,73.0,0.0,,1162.0,0,450.55,665.0,0.0,43.0,107.0,0.0,47.0,75.0,87.0,79.0,83.0,119.0,2.0,490.0,10.0,19.0,139.0,0.0,0.0,0
697,243.04,243.0,70.0,1.0,,1849.0,0.98,449.42,709.0,0.0,42.0,107.0,0.0,54.0,75.0,86.0,77.0,79.0,119.0,2.0,490.0,42.0,18.0,139.0,0.0,0.0,0
698,244.22,244.0,63.0,7.0,,4100.0,1.29,450.55,850.0,0.0,42.0,107.0,0.0,61.0,75.0,85.0,75.0,76.0,119.0,2.0,491.0,149.0,17.0,139.0,0.0,0.0,0
699,245.83,245.0,63.0,6.0,,3292.0,1.1,449.42,880.0,0.0,43.0,107.0,0.0,67.0,75.0,84.0,74.0,74.0,119.0,2.0,493.0,172.0,16.0,139.0,0.0,0.0,0
700,247.4,247.0,69.0,0.0,,995.0,0.67,449.42,754.0,0.0,42.0,107.0,0.0,71.0,76.0,83.0,73.0,72.0,119.0,2.0,494.0,76.0,14.0,139.0,0.0,0.0,0
701,249.51,249.0,66.0,1.0,,2399.0,0.68,450.55,833.0,0.0,42.0,107.0,0.0,73.0,77.0,83.0,72.0,71.0,119.0,2.0,495.0,137.0,13.0,139.0,0.0,0.0,0
702,252.15,252.0,63.0,6.0,,3530.0,0.43,448.31,902.0,0.0,43.0,107.0,0.0,74.0,77.0,82.0,72.0,69.0,119.0,4.0,493.0,190.0,10.0,138.0,0.0,0.0,0
703,254.84,254.0,64.0,4.0,,2875.0,0.41,449.42,883.0,0.0,43.0,107.0,0.0,73.0,77.0,82.0,71.0,68.0,119.0,9.0,490.0,174.0,7.0,139.0,0.0,0.0,0
704,257.76,257.0,66.0,6.0,,1999.0,0.41,450.55,837.0,0.0,43.0,107.0,0.0,72.0,76.0,81.0,71.0,68.0,119.0,13.0,487.0,140.0,5.0,139.0,0.0,0.0,0
705,259.54,259.0,65.0,1.0,,2001.0,0.29,449.42,836.0,0.0,43.0,107.0,0.0,71.0,75.0,81.0,70.0,67.0,119.0,17.0,483.0,138.0,2.0,139.0,0.0,0.0,0
