Km Atual,Km Troca,Fe,Cr,Pb,Cu,Sn,Al,Ni,Ag,Si,B,Na,Mg,Ca,Ba,P,Zn,Mo,Ti,V,K,Oxi,Nit,Sul,Ful,Agu,Gli,Dil,DiagComb,DiagCont,DiagCorr
313183.0,9646.0,61.0,3.0,4.0,4.0,3.0,6.0,1.0,0.0,7.0,0.0,19.0,67.0,2727.0,0.0,620.0,782.0,4.0,0.0,0.0,0.0,0.07,0.13,0.14,0.6,0.1,0.08,2.0,0,0,0
322472.0,8210.0,48.0,2.0,0.0,3.0,2.0,4.0,0.0,0.0,5.0,0.0,2.0,22.0,2565.0,0.0,545.0,701.0,3.0,0.0,0.0,0.0,0.12,0.14,0.14,0.43,0.1,0.08,2.0,0,0,0
256129.0,11279.0,64.0,2.0,3.0,5.0,0.0,5.0,1.0,0.0,9.0,0.0,240.0,636.0,1008.0,0.0,906.0,1194.0,9.0,0.0,0.0,1.0,0.09,0.09,0.2,0.66,0.1,0.08,2.0,0,0,0
267589.0,10433.0,69.0,3.0,11.0,9.0,6.0,9.0,2.0,0.0,13.0,0.0,250.0,667.0,1189.0,0.0,1092.0,1223.0,11.0,0.0,0.0,15.0,0.08,0.08,0.19,0.62,0.1,0.08,2.0,0,0,0
279414.0,11100.0,88.0,3.0,11.0,6.0,4.0,11.0,3.0,0.0,11.0,0.0,268.0,747.0,1130.0,0.0,1045.0,1337.0,13.0,0.0,0.0,5.0,0.13,0.12,0.21,0.72,0.1,0.08,2.0,0,0,0
291185.0,11909.0,80.0,3.0,8.0,5.0,3.0,9.0,2.0,0.0,10.0,0.0,262.0,690.0,1088.0,0.0,1022.0,1263.0,10.0,0.0,0.0,2.0,0.1,0.09,0.19,0.51,0.1,0.08,2.0,0,0,0
309069.0,8340.0,52.0,2.0,5.0,3.0,3.0,6.0,1.0,0.0,7.0,0.0,31.0,88.0,2556.0,0.0,660.0,811.0,5.0,0.0,0.0,3.0,0.07,0.11,0.12,0.34,0.1,0.08,2.0,0,0,0
322112.0,9280.0,55.0,2.0,5.0,9.0,2.0,5.0,0.0,0.0,10.0,0.0,4.0,24.0,2716.0,0.0,569.0,734.0,4.0,0.0,0.0,2.0,0.1,0.12,0.15,0.27,0.1,0.08,2.0,0,0,0
333292.0,5530.0,49.0,2.0,5.0,6.0,3.0,6.0,1.0,0.0,6.0,0.0,6.0,18.0,2803.0,0.0,587.0,752.0,4.0,0.0,0.0,5.0,0.1,0.13,0.14,0.32,0.1,0.08,2.0,0,0,0
264966.0,10170.0,80.0,2.0,3.0,4.0,1.0,7.0,1.0,0.0,9.0,0.0,240.0,570.0,926.0,0.0,929.0,1141.0,10.0,0.0,0.0,1.0,0.13,0.13,0.23,0.96,0.1,0.08,2.0,0,0,0
252466.0,10356.0,85.0,2.0,8.0,5.0,4.0,10.0,2.0,0.0,10.0,0.0,263.0,634.0,1000.0,0.0,1026.0,1313.0,11.0,0.0,0.0,7.0,0.1,0.12,0.18,0.8,0.1,0.08,2.0,0,0,0
276184.0,11160.0,93.0,3.0,10.0,5.0,5.0,10.0,2.0,0.0,11.0,0.0,269.0,749.0,1175.0,0.0,1142.0,1413.0,10.0,0.0,0.0,13.0,0.13,0.12,0.22,0.77,0.1,0.08,2.0,0,0,0
171093.0,14491.0,116.0,4.0,9.0,6.0,4.0,10.0,2.0,0.0,11.0,0.0,251.0,716.0,1093.0,0.0,1003.0,1290.0,9.0,0.0,0.0,4.0,0.15,0.14,0.24,0.95,0.1,0.08,2.0,0,0,0
297878.0,10101.0,107.0,3.0,10.0,5.0,5.0,10.0,2.0,0.0,10.0,0.0,261.0,730.0,1292.0,0.0,1116.0,1421.0,7.0,0.0,0.0,10.0,0.12,0.11,0.19,0.73,0.1,0.08,2.0,0,0,0
306693.0,8368.0,72.0,4.0,6.0,3.0,4.0,7.0,1.0,0.0,6.0,0.0,47.0,132.0,2439.0,0.0,682.0,842.0,3.0,0.0,0.0,5.0,0.08,0.12,0.15,0.67,0.1,0.08,2.0,0,0,0
319485.0,11086.0,86.0,3.0,8.0,4.0,4.0,8.0,1.0,0.0,10.0,0.0,184.0,567.0,1501.0,0.0,916.0,1167.0,4.0,0.0,0.0,5.0,0.2,0.17,0.22,0.79,0.1,0.08,2.0,0,0,0
328281.0,8489.0,69.0,2.0,4.0,3.0,3.0,6.0,0.0,0.0,6.0,0.0,19.0,61.0,2566.0,0.0,588.0,740.0,3.0,0.0,0.0,1.0,0.12,0.15,0.17,0.63,0.1,0.08,2.0,0,0,0
339357.0,8050.0,53.0,1.0,2.0,4.0,2.0,4.0,0.0,0.0,4.0,0.0,4.0,20.0,2492.0,0.0,550.0,721.0,2.0,0.0,0.0,0.0,0.13,0.16,0.15,0.6,0.1,0.08,2.0,0,0,0
259188.0,8940.0,41.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,0.0,134.0,384.0,668.0,0.0,586.0,753.0,5.0,0.0,0.0,1.0,0.06,0.08,0.13,0.6,0.1,0.08,2.0,0,0,0
270311.0,9132.0,72.0,2.0,6.0,5.0,4.0,8.0,2.0,0.0,11.0,0.0,246.0,761.0,1164.0,0.0,1145.0,1425.0,10.0,0.0,0.0,8.0,0.07,0.08,0.16,0.63,0.1,0.08,2.0,0,0,0
282409.0,8743.0,93.0,3.0,9.0,12.0,4.0,8.0,2.0,0.0,12.0,0.0,248.0,782.0,1177.0,0.0,1066.0,1371.0,11.0,0.0,0.0,5.0,0.07,0.06,0.19,0.96,0.1,0.08,2.0,0,0,0
304745.0,9996.0,94.0,3.0,8.0,4.0,4.0,8.0,2.0,0.0,9.0,0.0,235.0,666.0,1280.0,0.0,1036.0,1319.0,7.0,0.0,0.0,5.0,0.06,0.06,0.14,0.52,0.1,0.08,2.0,0,0,0
316195.0,11450.0,81.0,4.0,9.0,4.0,3.0,7.0,1.0,0.0,8.0,0.0,39.0,110.0,2557.0,0.0,658.0,890.0,5.0,0.0,0.0,1.0,0.06,0.09,0.13,0.43,0.1,0.08,2.0,0,0,0
323333.0,8076.0,62.0,3.0,4.0,8.0,3.0,7.0,0.0,0.0,8.0,0.0,19.0,61.0,2518.0,0.0,590.0,752.0,4.0,0.0,0.0,4.0,0.08,0.11,0.13,0.48,0.1,0.08,2.0,0,0,0
337234.0,10816.0,69.0,2.0,11.0,6.0,3.0,7.0,1.0,0.0,9.0,0.0,178.0,502.0,1623.0,0.0,899.0,1174.0,4.0,0.0,0.0,1.0,0.11,0.11,0.18,0.58,0.1,0.08,2.0,0,0,0
230851.0,9702.0,61.0,2.0,9.0,5.0,6.0,10.0,2.0,0.0,8.0,0.0,253.0,704.0,956.0,0.0,1037.0,1280.0,9.0,0.0,0.0,12.0,0.07,0.08,0.16,0.53,0.1,0.08,2.0,0,0,0
241231.0,9586.0,70.0,2.0,8.0,5.0,4.0,7.0,2.0,0.0,11.0,0.0,267.0,762.0,1143.0,0.0,1124.0,1462.0,10.0,0.0,0.0,3.0,0.07,0.07,0.17,0.58,0.1,0.08,2.0,0,0,0
262674.0,10899.0,71.0,2.0,9.0,5.0,4.0,7.0,2.0,0.0,8.0,3.0,235.0,688.0,1496.0,0.0,988.0,1270.0,8.0,0.0,0.0,7.0,0.07,0.07,0.14,0.37,0.1,0.08,2.0,0,0,0
272521.0,9486.0,55.0,2.0,3.0,3.0,3.0,4.0,0.0,0.0,6.0,0.0,26.0,75.0,2613.0,0.0,613.0,786.0,4.0,0.0,0.0,3.0,0.06,0.1,0.11,0.3,0.1,0.08,2.0,0,0,0
281192.0,7580.0,48.0,1.0,5.0,3.0,2.0,4.0,1.0,0.0,7.0,0.0,154.0,481.0,1762.0,0.0,910.0,1119.0,4.0,0.0,0.0,4.0,0.1,0.09,0.13,0.41,0.1,0.08,2.0,0,0,0
293007.0,9057.0,52.0,2.0,5.0,3.0,3.0,5.0,1.0,0.0,6.0,0.0,149.0,427.0,1819.0,0.0,852.0,1060.0,5.0,0.0,0.0,1.0,0.11,0.12,0.15,0.44,0.1,0.08,2.0,0,0,0
228163.0,9294.0,68.0,2.0,11.0,4.0,6.0,9.0,3.0,2.0,11.0,0.0,251.0,759.0,1204.0,0.0,1155.0,1439.0,8.0,0.0,0.0,13.0,0.07,0.07,0.17,0.62,0.1,0.08,2.0,0,0,0
217894.0,9003.0,61.0,2.0,9.0,5.0,4.0,8.0,2.0,0.0,9.0,0.0,285.0,629.0,1025.0,0.0,1067.0,1475.0,8.0,0.0,0.0,8.0,0.06,0.09,0.14,0.63,0.1,0.08,2.0,0,0,0
238049.0,9704.0,82.0,3.0,9.0,6.0,4.0,8.0,3.0,0.0,12.0,0.0,262.0,764.0,1142.0,0.0,1104.0,1437.0,9.0,0.0,0.0,6.0,0.08,0.08,0.18,0.61,0.1,0.08,2.0,0,0,0
257130.0,7362.0,74.0,2.0,5.0,4.0,3.0,6.0,1.0,0.0,8.0,0.0,236.0,624.0,1149.0,0.0,964.0,1229.0,5.0,0.0,0.0,4.0,0.04,0.03,0.12,0.51,0.1,0.08,2.0,0,0,0
266842.0,7389.0,61.0,2.0,4.0,3.0,2.0,4.0,0.0,0.0,6.0,0.0,23.0,70.0,2577.0,0.0,633.0,833.0,3.0,0.0,0.0,0.0,0.06,0.1,0.1,0.52,0.1,0.08,2.0,0,0,0
276948.0,7799.0,53.0,2.0,8.0,3.0,3.0,5.0,1.0,0.0,8.0,0.0,182.0,584.0,1578.0,0.0,944.0,1186.0,4.0,0.0,0.0,5.0,0.11,0.09,0.14,0.42,0.1,0.08,2.0,0,0,0
285217.0,7532.0,54.0,2.0,7.0,4.0,2.0,5.0,0.0,0.0,6.0,0.0,173.0,512.0,1598.0,0.0,867.0,1144.0,3.0,0.0,0.0,1.0,0.12,0.1,0.14,0.52,0.1,0.08,2.0,0,0,0
286494.0,8051.0,57.0,2.0,2.0,10.0,3.0,5.0,1.0,0.0,5.0,0.0,20.0,63.0,2806.0,0.0,641.0,787.0,3.0,0.0,0.0,3.0,0.09,0.12,0.11,0.36,0.1,0.08,2.0,0,0,0
227602.0,9485.0,70.0,2.0,11.0,4.0,7.0,8.0,2.0,0.0,11.0,0.0,233.0,653.0,1193.0,0.0,1082.0,1160.0,9.0,0.0,0.0,20.0,0.07,0.08,0.18,0.73,0.1,0.08,2.0,0,0,0
238229.0,10474.0,100.0,3.0,12.0,6.0,4.0,8.0,2.0,0.0,10.0,0.0,264.0,765.0,1143.0,0.0,1045.0,1326.0,10.0,0.0,0.0,6.0,0.07,0.07,0.18,0.61,0.1,0.08,2.0,0,0,0
248974.0,10445.0,88.0,2.0,11.0,5.0,3.0,7.0,2.0,0.0,11.0,0.0,236.0,629.0,1211.0,0.0,960.0,1239.0,9.0,0.0,0.0,4.0,0.07,0.07,0.18,0.52,0.1,0.08,2.0,0,0,0
258935.0,9644.0,64.0,2.0,10.0,4.0,3.0,7.0,1.0,0.0,9.0,0.0,211.0,539.0,1458.0,0.0,968.0,1205.0,6.0,0.0,0.0,2.0,0.06,0.07,0.14,0.44,0.1,0.08,2.0,0,0,0
267531.0,9003.0,68.0,2.0,7.0,3.0,3.0,5.0,1.0,0.0,7.0,0.0,19.0,57.0,2452.0,0.0,576.0,761.0,5.0,0.0,0.0,3.0,0.11,0.13,0.14,0.39,0.1,0.08,2.0,0,0,0
199261.0,10194.0,75.0,2.0,12.0,5.0,6.0,9.0,3.0,0.0,10.0,0.0,231.0,699.0,1094.0,0.0,1077.0,1331.0,13.0,0.0,0.0,14.0,0.07,0.07,0.16,0.59,0.1,0.08,2.0,0,0,0
211630.0,11002.0,90.0,3.0,15.0,6.0,4.0,9.0,3.0,0.0,11.0,0.0,230.0,697.0,1075.0,0.0,1023.0,1277.0,16.0,0.0,0.0,7.0,0.13,0.12,0.22,0.73,0.1,0.08,2.0,0,0,0
232963.0,10966.0,93.0,4.0,12.0,6.0,4.0,7.0,2.0,0.0,8.0,0.0,214.0,553.0,1234.0,0.0,895.0,1169.0,12.0,0.0,0.0,4.0,0.14,0.13,0.2,0.64,0.1,0.08,2.0,0,0,0
241891.0,8657.0,55.0,2.0,8.0,4.0,3.0,5.0,1.0,0.0,7.0,0.0,191.0,534.0,1333.0,0.0,882.0,1149.0,7.0,0.0,0.0,6.0,0.15,0.15,0.16,0.54,0.1,0.08,2.0,0,0,0
262352.0,7912.0,60.0,3.0,3.0,4.0,3.0,6.0,1.0,0.0,6.0,0.0,13.0,43.0,2415.0,0.0,516.0,635.0,6.0,0.0,0.0,0.0,0.32,0.26,0.16,0.48,0.1,0.08,2.0,0,0,0
132782.0,8629.0,71.0,2.0,13.0,6.0,6.0,9.0,1.0,0.0,9.0,0.0,237.0,718.0,1125.0,0.0,1107.0,1364.0,12.0,0.0,0.0,14.0,0.07,0.07,0.17,0.53,0.1,0.08,2.0,0,0,0
151955.0,12029.0,109.0,3.0,19.0,10.0,4.0,9.0,1.0,0.0,13.0,0.0,240.0,721.0,1144.0,0.0,1072.0,1358.0,17.0,0.0,0.0,6.0,0.11,0.1,0.21,0.64,0.1,0.08,2.0,0,0,0
158575.0,7683.0,73.0,2.0,8.0,5.0,4.0,5.0,0.0,0.0,6.0,0.0,35.0,110.0,2490.0,0.0,647.0,830.0,8.0,0.0,0.0,6.0,0.07,0.12,0.12,0.39,0.1,0.08,2.0,0,0,0
169831.0,7755.0,62.0,1.0,8.0,4.0,2.0,4.0,0.0,0.0,6.0,0.0,6.0,25.0,2469.0,0.0,555.0,723.0,7.0,0.0,0.0,4.0,0.09,0.11,0.12,0.37,0.1,0.08,2.0,0,0,0
181500.0,8841.0,62.0,1.0,10.0,4.0,3.0,6.0,0.0,0.0,6.0,0.0,4.0,19.0,2589.0,0.0,546.0,672.0,8.0,0.0,0.0,3.0,0.21,0.19,0.14,0.37,0.1,0.08,2.0,0,0,0
257406.0,8899.0,64.0,2.0,7.0,4.0,5.0,8.0,3.0,0.0,10.0,0.0,254.0,727.0,1166.0,0.0,1093.0,1448.0,10.0,0.0,0.0,8.0,0.08,0.08,0.17,0.58,0.1,0.08,2.0,0,0,0
265563.0,7250.0,57.0,2.0,7.0,4.0,4.0,6.0,2.0,0.0,10.0,0.0,233.0,716.0,1113.0,0.0,1013.0,1326.0,10.0,0.0,0.0,7.0,0.16,0.09,0.21,0.65,0.1,0.08,2.0,0,0,0
283067.0,13961.0,111.0,3.0,10.0,6.0,4.0,9.0,3.0,0.0,11.0,0.0,229.0,661.0,1182.0,0.0,933.0,1228.0,13.0,0.0,0.0,6.0,0.14,0.13,0.21,0.75,0.1,0.08,2.0,0,0,0
291891.0,9373.0,79.0,3.0,5.0,4.0,3.0,7.0,1.0,0.0,9.0,0.0,24.0,72.0,2616.0,0.0,636.0,781.0,6.0,0.0,0.0,4.0,0.06,0.11,0.12,0.41,0.1,0.08,2.0,0,0,0
302226.0,8507.0,66.0,3.0,8.0,5.0,3.0,6.0,1.0,0.0,8.0,0.0,35.0,116.0,2262.0,0.0,598.0,772.0,5.0,0.0,0.0,3.0,0.1,0.13,0.15,0.43,0.1,0.08,2.0,0,0,0
254789.0,6530.0,83.0,2.0,8.0,6.0,6.0,8.0,0.0,0.0,26.0,0.0,225.0,701.0,1192.0,0.0,1095.0,1330.0,10.0,0.0,0.0,12.0,0.38,0.24,0.12,0.55,0.1,0.08,2.0,0,0,0
264262.0,9122.0,95.0,3.0,9.0,9.0,6.0,9.0,0.0,0.0,14.0,0.0,292.0,832.0,1320.0,0.0,1273.0,1579.0,10.0,0.0,0.0,12.0,0.05,0.05,0.15,0.5,0.1,0.08,2.0,0,0,0
248751.0,10824.0,120.0,3.0,10.0,11.0,4.0,14.0,0.0,0.0,10.0,0.0,260.0,692.0,1035.0,0.0,980.0,1264.0,6.0,0.0,0.0,3.0,0.09,0.09,0.19,0.64,0.1,0.08,2.0,0,0,0
284222.0,29082.0,94.0,3.0,9.0,6.0,3.0,8.0,0.0,0.0,10.0,0.0,277.0,797.0,1207.0,0.0,1113.0,1429.0,9.0,0.0,0.0,4.0,0.06,0.05,0.14,0.62,0.1,0.08,2.0,0,0,0
295836.0,11182.0,100.0,2.0,12.0,7.0,3.0,8.0,0.0,0.0,12.0,0.0,304.0,750.0,1107.0,0.0,971.0,1323.0,8.0,0.0,0.0,1.0,0.08,0.09,0.18,0.69,0.1,0.08,2.0,0,0,0
305948.0,9652.0,101.0,3.0,11.0,6.0,3.0,8.0,0.0,0.0,10.0,0.0,258.0,702.0,1492.0,0.0,1026.0,1346.0,9.0,0.0,0.0,4.0,0.13,0.1,0.18,0.76,0.1,0.08,2.0,0,0,1
252889.0,9054.0,70.0,2.0,11.0,5.0,6.0,11.0,1.0,0.0,9.0,0.0,212.0,566.0,902.0,0.0,922.0,1130.0,7.0,0.0,0.0,15.0,0.07,0.07,0.16,0.55,0.1,0.08,2.0,0,0,0
243504.0,10458.0,80.0,16.0,11.0,20.0,10.0,3.0,0.0,0.0,8.0,0.0,223.0,551.0,932.0,0.0,938.0,1115.0,0.0,0.0,0.0,6.0,0.05,0.08,0.21,1.04,0.1,0.08,2.0,0,0,0
262832.0,8853.0,93.0,3.0,10.0,5.0,4.0,11.0,0.0,0.0,12.0,0.0,231.0,694.0,1079.0,0.0,1068.0,1318.0,11.0,0.0,0.0,7.0,0.1,0.09,0.18,0.62,0.1,0.08,2.0,0,0,0
273920.0,9107.0,100.0,3.0,10.0,7.0,4.0,10.0,0.0,0.0,11.0,0.0,244.0,670.0,1018.0,0.0,946.0,1172.0,9.0,0.0,0.0,4.0,0.06,0.05,0.15,0.44,0.1,0.08,2.0,0,0,0
287507.0,9759.0,84.0,3.0,9.0,5.0,3.0,7.0,0.0,0.0,8.0,0.0,35.0,99.0,2417.0,0.0,614.0,791.0,6.0,0.0,0.0,3.0,0.1,0.08,0.15,0.43,0.1,0.08,2.0,0,0,0
296454.0,9188.0,70.0,4.0,11.0,5.0,4.0,8.0,0.0,0.0,8.0,0.0,5.0,25.0,2498.0,0.0,512.0,618.0,7.0,0.0,0.0,2.0,0.09,0.12,0.14,0.35,0.1,0.08,2.0,0,0,0
273906.0,8927.0,76.0,2.0,11.0,7.0,4.0,9.0,2.0,0.0,11.0,0.0,282.0,664.0,1084.0,0.0,1065.0,1478.0,10.0,0.0,0.0,7.0,0.07,0.1,0.16,0.58,0.1,0.08,2.0,0,0,0
285878.0,8872.0,69.0,2.0,7.0,5.0,4.0,8.0,2.0,0.0,11.0,0.0,248.0,735.0,1142.0,0.0,1038.0,1326.0,9.0,0.0,0.0,9.0,0.07,0.08,0.19,0.64,0.1,0.08,2.0,0,0,0
315595.0,9539.0,130.0,5.0,16.0,9.0,5.0,10.0,3.0,0.0,12.0,0.0,178.0,462.0,1785.0,0.0,881.0,1129.0,9.0,0.0,0.0,5.0,0.12,0.13,0.23,0.77,0.1,0.08,2.0,0,0,0
326819.0,8639.0,69.0,3.0,4.0,5.0,3.0,5.0,1.0,0.0,7.0,0.0,16.0,56.0,2502.0,0.0,559.0,732.0,4.0,0.0,0.0,0.0,0.12,0.14,0.16,0.43,0.1,0.08,2.0,0,0,0
249584.0,8109.0,71.0,2.0,9.0,6.0,4.0,8.0,2.0,0.0,10.0,0.0,241.0,711.0,1121.0,0.0,1008.0,1274.0,11.0,0.0,0.0,9.0,0.09,0.09,0.19,0.67,0.1,0.08,2.0,0,0,0
261761.0,10790.0,106.0,3.0,14.0,7.0,4.0,10.0,3.0,0.0,13.0,0.0,256.0,765.0,1151.0,0.0,1026.0,1304.0,13.0,0.0,0.0,4.0,0.12,0.12,0.22,0.77,0.1,0.08,2.0,0,0,0
272028.0,9979.0,98.0,3.0,11.0,6.0,4.0,8.0,2.0,0.0,10.0,0.0,233.0,654.0,1323.0,0.0,1037.0,1327.0,11.0,0.0,0.0,5.0,0.11,0.11,0.19,0.7,0.1,0.08,2.0,0,0,0
281308.0,9625.0,87.0,4.0,10.0,5.0,3.0,8.0,2.0,0.0,9.0,0.0,37.0,107.0,2596.0,0.0,662.0,812.0,7.0,0.0,0.0,0.0,0.08,0.13,0.15,0.48,0.1,0.08,2.0,0,0,0
288466.0,5549.0,57.0,2.0,5.0,3.0,3.0,5.0,1.0,0.0,6.0,0.0,4.0,25.0,2544.0,0.0,550.0,714.0,4.0,0.0,0.0,3.0,0.07,0.11,0.13,0.38,0.1,0.08,2.0,0,0,0
298482.0,7013.0,75.0,4.0,10.0,9.0,5.0,8.0,2.0,0.0,7.0,0.0,7.0,24.0,2643.0,0.0,554.0,719.0,7.0,0.0,0.0,4.0,0.13,0.17,0.14,0.5,0.1,0.08,2.0,0,0,0
290344.0,9236.0,86.0,2.0,9.0,5.0,0.0,5.0,1.0,2.0,9.0,0.0,252.0,646.0,1026.0,0.0,1032.0,1294.0,6.0,0.0,0.0,1.0,0.07,0.08,0.16,0.53,0.1,0.08,2.0,0,0,0
299241.0,8430.0,76.0,2.0,12.0,5.0,7.0,9.0,1.0,0.0,11.0,0.0,258.0,635.0,1138.0,0.0,1084.0,1207.0,6.0,0.0,0.0,17.0,0.09,0.1,0.19,0.75,0.1,0.08,2.0,0,0,0
332743.0,9983.0,79.0,3.0,10.0,4.0,3.0,5.0,0.0,0.0,7.0,0.0,45.0,125.0,2475.0,0.0,651.0,888.0,2.0,0.0,0.0,1.0,0.08,0.12,0.14,0.43,0.1,0.08,2.0,0,0,0
341434.0,9140.0,73.0,3.0,10.0,4.0,3.0,6.0,0.0,0.0,7.0,0.0,7.0,27.0,2600.0,0.0,561.0,729.0,1.0,0.0,0.0,3.0,0.16,0.17,0.16,0.51,0.1,0.08,2.0,0,0,0
351882.0,8240.0,90.0,4.0,12.0,6.0,4.0,7.0,0.0,0.0,9.0,0.0,6.0,21.0,2755.0,0.0,589.0,761.0,1.0,0.0,0.0,5.0,0.11,0.15,0.16,0.47,0.1,0.08,2.0,0,0,0
217611.0,8480.0,43.0,1.0,9.0,4.0,6.0,9.0,2.0,0.0,8.0,0.0,228.0,606.0,958.0,0.0,963.0,1185.0,7.0,0.0,0.0,15.0,0.05,0.05,0.15,0.44,0.1,0.08,2.0,0,0,0
231583.0,11513.0,76.0,2.0,12.0,10.0,3.0,7.0,2.0,0.0,11.0,0.0,279.0,718.0,1096.0,0.0,1092.0,1456.0,11.0,0.0,0.0,4.0,0.09,0.08,0.19,0.6,0.1,0.08,2.0,0,0,0
242716.0,11197.0,68.0,2.0,8.0,6.0,3.0,6.0,1.0,0.0,10.0,0.0,228.0,691.0,1311.0,0.0,934.0,1198.0,9.0,0.0,0.0,2.0,0.08,0.08,0.17,0.48,0.1,0.08,2.0,0,0,0
244335.0,1619.0,40.0,0.0,3.0,5.0,3.0,3.0,0.0,0.0,4.0,0.0,34.0,106.0,2845.0,0.0,693.0,856.0,2.0,0.0,0.0,8.0,0.01,0.03,0.03,0.2,0.1,0.08,2.0,0,0,0
254481.0,10401.0,55.0,2.0,8.0,4.0,3.0,5.0,1.0,0.0,7.0,0.0,51.0,144.0,2488.0,0.0,660.0,821.0,5.0,0.0,0.0,3.0,0.06,0.1,0.12,0.28,0.1,0.08,2.0,0,0,0
261915.0,7925.0,43.0,1.0,6.0,3.0,2.0,4.0,0.0,0.0,6.0,0.0,51.0,163.0,2373.0,0.0,677.0,857.0,4.0,0.0,0.0,4.0,0.07,0.1,0.13,0.34,0.1,0.08,2.0,0,0,0
271255.0,7063.0,39.0,1.0,1.0,3.0,2.0,4.0,0.0,0.0,4.0,0.0,10.0,43.0,2742.0,0.0,604.0,788.0,4.0,0.0,0.0,0.0,0.11,0.14,0.12,0.3,0.1,0.08,2.0,0,0,0
189286.0,9298.0,65.0,2.0,11.0,5.0,6.0,8.0,2.0,0.0,11.0,0.0,236.0,718.0,1122.0,0.0,1102.0,1364.0,8.0,0.0,0.0,14.0,0.06,0.06,0.15,0.57,0.1,0.08,2.0,0,0,0
200043.0,9523.0,72.0,2.0,12.0,6.0,5.0,6.0,2.0,0.0,13.0,0.0,265.0,782.0,1195.0,0.0,1163.0,1428.0,10.0,0.0,0.0,12.0,0.06,0.05,0.16,0.38,0.1,0.08,2.0,0,0,0
210730.0,10118.0,79.0,2.0,9.0,5.0,3.0,5.0,1.0,0.0,10.0,0.0,245.0,764.0,1168.0,0.0,1088.0,1366.0,9.0,0.0,0.0,4.0,0.06,0.06,0.15,0.51,0.1,0.08,2.0,0,0,0
220038.0,8520.0,70.0,2.0,9.0,5.0,4.0,5.0,1.0,0.0,9.0,0.0,199.0,638.0,1485.0,0.0,960.0,1167.0,8.0,0.0,0.0,6.0,0.05,0.06,0.13,0.48,0.1,0.08,2.0,0,0,0
230594.0,8665.0,89.0,3.0,11.0,6.0,3.0,5.0,1.0,0.0,8.0,0.0,29.0,96.0,2494.0,0.0,580.0,764.0,7.0,0.0,0.0,0.0,0.09,0.12,0.17,0.45,0.1,0.08,2.0,0,0,0
212733.0,7328.0,49.0,2.0,8.0,5.0,6.0,8.0,2.0,0.0,8.0,0.0,220.0,597.0,936.0,0.0,952.0,1162.0,6.0,0.0,0.0,15.0,0.06,0.06,0.16,0.69,0.1,0.08,2.0,0,0,0
226814.0,10427.0,90.0,3.0,10.0,10.0,5.0,8.0,3.0,0.0,12.0,0.0,244.0,759.0,1154.0,0.0,1082.0,1352.0,11.0,0.0,0.0,7.0,0.09,0.1,0.24,0.94,0.1,0.08,2.0,0,0,0
244699.0,6659.0,60.0,2.0,6.0,4.0,3.0,5.0,1.0,0.0,7.0,0.0,237.0,698.0,1297.0,0.0,1031.0,1336.0,6.0,0.0,0.0,7.0,0.06,0.06,0.13,0.54,0.1,0.08,2.0,0,0,0
257524.0,8267.0,62.0,2.0,3.0,4.0,3.0,4.0,1.0,0.0,6.0,0.0,39.0,109.0,2543.0,0.0,641.0,824.0,4.0,0.0,0.0,3.0,0.07,0.11,0.13,0.45,0.1,0.08,2.0,0,0,0
268337.0,8632.0,50.0,1.0,0.0,3.0,2.0,4.0,0.0,0.0,6.0,0.0,2.0,26.0,2849.0,0.0,588.0,731.0,4.0,0.0,0.0,0.0,0.08,0.12,0.14,0.41,0.1,0.08,2.0,0,0,0
276817.0,8741.0,48.0,2.0,4.0,3.0,3.0,4.0,0.0,0.0,5.0,0.0,10.0,37.0,2660.0,0.0,588.0,766.0,5.0,0.0,0.0,1.0,0.11,0.14,0.14,0.45,0.1,0.08,2.0,0,0,0
213573.0,11176.0,75.0,3.0,11.0,8.0,3.0,8.0,0.0,0.0,9.0,0.0,235.0,558.0,962.0,0.0,869.0,1161.0,5.0,0.0,0.0,2.0,0.07,0.09,0.18,0.74,2.0,0.08,2.0,0,0,0
222485.0,8641.0,71.0,3.0,11.0,6.0,6.0,9.0,1.0,0.0,10.0,0.0,246.0,749.0,1177.0,0.0,1135.0,1411.0,5.0,0.0,0.0,14.0,0.07,0.07,0.18,0.64,0.1,0.08,2.0,0,0,0
237375.0,10164.0,113.0,3.0,11.0,8.0,4.0,10.0,0.0,0.0,10.0,0.0,284.0,732.0,1081.0,0.0,1091.0,1387.0,7.0,0.0,0.0,4.0,0.08,0.08,0.24,1.29,0.1,0.08,2.0,0,0,0
257040.0,8071.0,36.0,2.0,6.0,10.0,4.0,4.0,0.0,0.0,11.0,0.0,7.0,31.0,2669.0,0.0,613.0,733.0,2.0,0.0,0.0,6.0,0.36,0.25,0.01,0.18,0.1,0.08,2.0,0,0,0
274372.0,7573.0,57.0,3.0,13.0,9.0,5.0,5.0,0.0,0.0,7.0,0.0,2.0,19.0,2312.0,0.0,464.0,547.0,3.0,0.0,0.0,2.0,0.08,0.11,0.12,0.29,0.1,0.08,2.0,0,0,0
285839.0,7854.0,70.0,3.0,24.0,11.0,5.0,6.0,0.0,0.0,6.0,0.0,3.0,15.0,2125.0,0.0,439.0,565.0,3.0,0.0,0.0,4.0,0.08,0.11,0.13,0.38,0.1,0.08,3.14,0,2,0
