Km Atual,Km Troca,Fe,Cr,Pb,Cu,Sn,Al,Ni,Ag,Si,B,Na,Mg,Ca,Ba,P,Zn,Mo,Ti,V,K,Oxi,Nit,Sul,Ful,Agu,Gli,Dil,DiagComb,DiagCont,DiagCorr
359289.6124884984,7573.893699590575,184.81272286889575,7.237400125828761,25.52519974834248,12.884880150994512,6.294960050331504,11.942440075497256,1.0,0.0,18.769760301989024,0.0,321.1580824159122,807.4676398238397,1324.3525199748342,0.0,1263.1005224914095,1693.2511679775434,7.8777197231767255,0.0,0.0,6.942440075497256,0.12237400125828762,0.21,0.25359680402652035,2.1244615854038633,0.1,0.08,2.0,2,1,1
403532.946054399,7754.237275833286,163.71137319853835,3.924647617659306,25.775527516198125,8.471742713190148,6.188776261064232,13.1891721400051,0.6368727436179271,0.0,16.83526584851309,0.0,225.97963310777038,581.1383712005193,1483.3619795892034,0.0,1062.6868332302508,1382.3545960696044,13.957118934244953,0.0,0.0,8.726254512764147,0.08331051818737294,0.09820840582766695,0.13763930130206123,0.77157039975192,0.20941901910616828,0.08,2.0,0,1,0
447109.4556776982,10673.83925371552,217.60749615029405,21.51194758401875,24.757676003172815,17.10238951680375,12.10238951680375,13.01364979518219,0.9488052415981252,0.0,18.01364979518219,0.0,231.5631423424206,622.8908016385425,1085.706481244771,0.0,978.2901143329021,1223.6484776417153,11.385662899177502,0.0,0.0,5.474402620799062,0.07372013103995313,0.0989761048319625,0.24576792137602813,1.3535836330881312,0.1,0.08,2.0,1,1,2
476673.57469076826,12402.239080118705,198.52114553950753,5.840381846502513,21.420190923251255,8.0,5.420190923251257,11.73942723024623,0.8403818465025126,0.0,13.319236306994974,0.0,194.41747105635176,525.0900751486583,839.3124632681607,0.0,776.1883098980151,1044.2933709430351,15.781718309261308,0.0,0.0,6.579809076748743,0.18478854460492464,0.16420190923251257,0.11100954616256282,1.2043384351457789,0.1,0.08,4.794269639620855,1,1,1
336835.2298384855,10784.635638183852,321.483184636723,10.197237474517097,37.18737131207817,46.7731640381661,11.595658888526868,29.38658201908305,0.0,0.0,31.38658201908305,0.0,90.3629032292296,202.32738504444944,2642.930851088666,17.98816060507328,969.1793926078655,1255.5304564421683,43.38066232161969,0.0,0.0,0.5996053535024426,0.15794869595531752,0.18796842828019542,0.34992107070048856,1.8999013383756107,0.1,0.08,2.0,2,1,1
338089.94406165305,11422.691547350294,261.1623449327093,8.770731130165423,30.66619945218479,32.915673835892676,9.354006061688521,22.457836917946338,0.0,0.0,24.457836917946338,0.0,71.20696089079283,164.83064685006252,2503.9483758246884,11.874561986423242,855.2626716803532,1116.3441945575692,33.39511791115796,0.0,0.0,0.3958187328807747,0.1314564352745007,0.17166549863046196,0.3091637465761549,1.8489546832201935,0.1,0.08,2.0,2,1,1
304677.571286701,14287.21496037133,173.0409160839758,3.5353141473864786,39.21561950871174,14.750933656098216,6.356876098257652,14.070628294772956,0.17843804912882613,0.0,30.394057557840565,9.215619508711738,87.33089851185335,186.4499121393878,1977.5716716852405,0.0,875.1560303027716,1125.4719903170535,23.21561950871174,0.0,0.0,9.89219024564413,0.1531969463867474,0.1931969463867474,0.3135687609825765,1.7760594244215944,0.1,0.08,2.0,1,1,1
335929.3223791604,10323.95734434806,365.0350131181649,11.227179364280927,41.89567709385567,56.778313824443295,13.214139001012887,34.38915691222165,0.0,0.0,36.38915691222165,0.0,104.19355146320102,229.40014328967007,2743.276618062799,22.402197275489687,1051.4276092332914,1356.0233579719818,50.59025554996649,0.0,0.0,0.7467399091829896,0.17707618819378865,0.19973919273463916,0.37934798183659796,1.9366849772957473,0.1,0.08,2.0,2,1,1
346359.06041186146,8257.011573669182,210.3945036346848,8.45905569017351,21.27874092023135,13.377167070520535,6.639370460115674,12.278740920231348,0.8196852300578373,0.0,20.83622276069405,0.0,297.1189588485658,676.4355690312381,1488.0864406473681,0.0,1178.270992758404,1632.078135625466,5.8031476994216264,0.0,0.0,6.557481840462699,0.12918111380347025,0.19737796610404862,0.295574818404627,1.8893464891098322,0.1,0.08,2.0,2,1,2
477650.7389048523,10966.108331003059,191.24385129337622,5.924385129337622,24.50976803154555,8.358538290220793,5.6414617097792075,10.717076580441585,1.6414617097792072,0.0,12.43415316088317,0.0,184.4417413059892,445.6106767192281,733.0940195331013,0.0,702.3183347633866,923.4771526498174,16.339002227129694,0.0,0.0,5.282923419558415,0.1356584683911683,0.1664146170977921,0.18660997772870305,0.8079775021450798,0.1,0.08,6.265720370031729,1,1,1
447868.99118603166,10527.924486454407,212.24193523245953,22.461604383635486,23.38067364372855,17.2923208767271,12.292320876727096,12.11147583554629,0.8538395616364515,0.0,17.111475835546287,0.0,232.60776482199904,630.1081933156297,1084.2345132053651,0.0,983.4657438908134,1229.4888669593583,10.246074739637418,0.0,0.0,5.426919780818225,0.0713459890409113,0.09707679123272903,0.24719240657545322,1.3602312306854483,0.1,0.08,2.0,1,1,2
343277.75985425594,10584.335424206418,175.3157481651061,7.159842524633559,19.546456699511413,9.479527573900677,5.773228349755707,10.546456699511413,0.386614174877853,0.0,15.639370098534235,0.0,158.1031501357908,367.6559066879092,1882.1811008611537,0.0,890.7118121188944,1216.7629937078611,10.13385825122147,0.0,0.0,3.092913399022824,0.10319685049267117,0.16706299224144971,0.2609291339902282,1.8157244097292349,0.1,0.08,2.0,2,1,1
346216.1029669411,8364.98814555991,208.7670190192868,8.398778482195807,21.19837130959441,13.196335446587423,6.599185654797205,12.19837130959441,0.7995928273986025,0.0,20.59511392878323,0.0,290.6692975949514,662.1096859352035,1506.3705270672717,0.0,1164.929637392672,1612.8095214752598,6.004071726013975,0.0,0.0,6.39674261918882,0.12797556964391615,0.19597149791790217,0.2939674261918882,1.8859307806577623,0.1,0.08,2.0,2,1,2
445754.05871027027,12530.961179267028,248.58174069011437,9.105449379340957,37.02284902467864,13.376099468006535,8.646749556672113,20.02284902467865,1.7293499113344224,0.0,24.481548847347494,0.0,238.67485611792483,610.3918720777287,1138.2671118811875,0.0,990.2864226983878,1252.374280589624,19.66959858135076,0.0,0.0,5.458699822668845,0.10270650088665578,0.13082600354662308,0.2408260035466231,1.3449560212797387,0.1,0.08,2.0,1,1,1
414963.29279928317,8646.221644679626,218.96681278148185,6.853900530578957,39.089493765352145,10.888920001142335,7.909440530007789,18.678803177762063,1.4510955295794132,0.0,22.207187119317197,0.0,196.83855894629636,533.8999583538514,1780.1086089506257,0.0,1068.1029739619535,1351.0324928315042,15.509091296371116,0.0,0.0,7.097808940841174,0.12663076352382702,0.10937210529722205,0.15945687884252605,1.2105234288550863,0.10700389411267577,0.08,2.0,1,1,1
347442.81442621176,15369.297911602564,511.73231820789675,26.35070503215777,123.35070503215778,38.92137621241162,24.20936267165006,34.780033851903916,4.785335590126928,0.0,27.638691491396205,0.0,267.5079526073345,756.1519458369537,1206.2879864592385,0.0,1095.2985899356843,1407.5185560837806,39.56536944203084,0.0,0.0,5.214664409873072,0.13356006770380785,0.19712013540761564,0.29785335590126927,1.7606802031114235,0.1,0.08,2.0,1,1,2
343119.0679039442,10187.777562395962,232.48336227797137,8.346609522245263,27.037971326636818,24.065230345637048,8.055888798535747,17.86444601883719,0.33633830796267006,0.0,22.12294511017056,0.0,158.54077369715836,373.6166040330059,2081.694175247593,6.761613450978679,978.565752694401,1307.2645327878538,22.208839012088248,0.0,0.0,2.7720244546113193,0.1270794713632901,0.1815746507599967,0.29430080102366274,1.891377655108858,0.1,0.08,2.0,2,1,1
335183.46255734854,9944.667576264133,400.89249358857126,12.075160321351348,45.77216146903472,65.0158431216988,14.546680504980687,38.5079215608494,0.0,0.0,40.5079215608494,0.0,115.58072431528952,251.68992844694966,2825.8941913088024,26.036401377220056,1119.1449456622004,1438.7620713547099,56.526122249459426,0.0,0.0,0.8678800459073351,0.19282440596795355,0.20943040367258683,0.403576009181467,1.9669700114768338,0.1,0.08,2.0,2,1,2
442861.9916335505,14923.370527204512,263.10427715041783,9.384218273304397,38.38421827330439,14.67684365466088,9.67684365466088,21.3842182733044,2.0,0.0,25.091592891947915,0.32315634533912063,246.17566397246875,606.0154873411285,1215.1047208686923,0.0,1039.5983787394573,1333.1812701377862,21.414749237287033,0.0,0.0,7.615781726695603,0.10323156345339121,0.14585250762712965,0.24615781726695604,1.4415781726695605,0.1,0.08,2.0,1,1,1
305686.01731509576,14421.021714947978,168.1455470140984,3.9118809989155077,37.96039667028164,13.872277669197148,6.607920665943672,14.823761997831015,0.3039603329718359,0.0,29.264357003253476,7.960396670281641,78.41881635899966,166.36634672450626,2145.3949651833445,0.0,896.3692962722403,1151.8316699240854,21.96039667028164,0.0,0.0,10.51980166485918,0.16951484328633867,0.20951484328633865,0.31607920665943673,1.7873564299674654,0.1,0.08,2.0,1,1,0
336693.05398275476,10712.33539386148,328.3183402801027,10.358879668786212,37.9263070573084,48.34340249678035,11.849668050949761,30.171701248390175,0.0,0.0,32.17170124839018,0.0,92.53352698084342,206.5762655795233,2658.679419158885,18.680912866226624,982.0876764073561,1271.3021162544262,44.51215768150349,0.0,0.0,0.6226970955408875,0.16095062242031535,0.18981576764327102,0.3545394191081775,1.905674273885222,0.1,0.08,2.0,2,1,1
477298.5110681535,11026.673503580363,190.7181119480871,5.871811194808712,24.63244054544634,8.376062935063763,5.6239370649362375,10.752125870127525,1.6239370649362375,0.0,12.50425174025505,0.0,187.2982584153933,455.0739849344318,746.8333410899899,0.0,715.2865719471844,939.3369562327051,16.111181844171085,0.0,0.0,5.247874129872475,0.1349574825974495,0.1662393706493624,0.18888818155828915,0.8274298579207764,0.1,0.08,6.149181481825979,1,1,1
335957.8529479275,10338.465905467097,363.663395714385,11.194742466218564,41.747394131284864,56.463212528980335,13.163166732629172,34.23160626449017,0.0,0.0,36.23160626449017,0.0,103.75797026064929,228.54751625488797,2740.1163374230086,22.26318199807956,1048.8372912308826,1352.8584434896113,50.36319726352995,0.0,0.0,0.742106066602652,0.17647378865834473,0.19936848532821216,0.37842121332053036,1.935526516650663,0.1,0.08,2.0,2,1,1
355255.2315088901,7474.868761650975,198.73238122292085,7.847911457145651,24.304177085708698,13.617493748574782,6.539164582858261,12.30874687428739,1.0,0.0,20.234987497149564,0.0,332.8798999771965,806.6129239599961,1324.230417708571,0.0,1275.1886468514838,1731.9575863830341,6.534594794279567,0.0,0.0,7.308746874287391,0.12847911457145653,0.21,0.27313316662866083,2.053642270971104,0.1,0.08,2.0,2,1,1
269085.1864629929,13108.325624208888,137.1589044965644,4.9884046867442065,28.16072681363868,11.726937142360574,5.6886838323190085,10.65508798877565,0.7531838758463707,0.0,22.08308000342586,6.0189444233133536,170.9047262204779,453.23706695031586,1466.1717128835855,0.0,953.2726884585585,1213.4452814490976,16.966039693041786,0.0,0.0,7.05176454014188,0.10233304894053315,0.13103529080283757,0.26194687120596893,1.3094956284952828,0.13765919379231856,0.08,2.0,0,1,0
439862.19940679765,11796.896139483837,261.5135078708587,13.284588658153602,36.49461855880451,15.350585104390575,10.417042996415667,20.570454995856227,1.741635082773349,0.0,25.52061157683741,0.0,221.81191676310425,560.9576719355919,1121.778961891466,0.0,939.1431266388862,1180.2642244269682,20.816548628248825,0.0,0.0,5.912353723902355,0.0949531072748669,0.11483270165546698,0.23130023044242753,1.2955933732549247,0.1,0.08,2.0,1,1,2
335490.4175531946,10100.762442594187,386.1355212367042,11.726177867084221,44.17681310667072,61.625727851675286,13.998279505418061,36.81286392583765,0.0,0.0,38.81286392583765,0.0,110.89438850084525,242.51667536335665,2791.8933293359196,24.540762287503803,1091.2762039571544,1404.7113547455033,54.083245069589545,0.0,0.0,0.8180254095834602,0.18634330324584983,0.2054420327666768,0.393605081916692,1.954506352395865,0.1,0.08,2.0,2,1,2
445653.564518933,12527.513151670484,248.98671037427215,9.132447358284809,37.06527442016184,13.39924059281555,8.666033827346293,20.065274420161842,1.7332067654692584,0.0,24.53168795110036,0.0,238.40873318262118,609.4315153981546,1137.7502934271195,0.0,989.2990680398699,1251.0436659131058,19.731308247508135,0.0,0.0,5.4664135309385165,0.10266793234530742,0.13067172938122965,0.24067172938122966,1.344030376287378,0.1,0.08,2.0,1,1,1
351794.0729520753,8992.246896824394,316.22222699387254,9.6139818934494,43.227963786898805,49.54542478602345,11.861533425327046,30.58460027598114,0.37622423406117766,0.0,32.20837604191996,0.0,177.28537466201428,477.65618945679125,2317.4272436086662,18.71327297816467,1195.257345404367,1513.5748064034917,44.94123676506347,0.0,0.0,2.5048969362447107,0.16485309191265868,0.21623775765938824,0.32465721446287027,2.188112117030589,0.1,0.08,2.0,2,1,1
309991.95379042585,14417.222629842981,195.28512145508256,4.000446866241271,38.88170821890914,23.94269478741366,7.368004423267183,16.099204167135596,0.23271056271884893,0.0,30.710324664948057,8.440183810092662,104.88653948223767,237.47182847624424,1811.1677860333948,0.0,857.1635326035363,1109.5197485455326,27.0748605842731,0.0,0.0,8.469336495621112,0.14368004423267186,0.17767736303522425,0.32237519665384806,1.7504962326892808,0.1,0.08,2.0,1,1,1
476515.56755352224,12356.606394457758,197.7837806857606,5.813246758990986,21.672130833081447,8.031236171010113,5.422241465000549,11.70203943398824,0.8757191010112102,0.0,13.311034139997803,0.0,195.58113482539028,526.2795657844391,841.5660972168062,0.0,779.8303494812461,1046.9979103079636,15.675228500964494,0.0,0.0,6.484050021969114,0.18154189499895584,0.16422241465000548,0.11673458403184764,1.1934077884866188,0.1,0.08,4.807905742253651,1,1,1
359076.07130562665,8767.08718697434,264.49209812469144,8.198871985173929,40.39774397034786,39.32518655958949,10.131954648545914,25.39586394563774,0.5334586683140078,0.0,26.862405277323735,0.0,197.88308554913502,561.9338462163082,2067.2672587124134,13.996239950579763,1196.200752009884,1507.1281945991257,37.393983920927624,0.0,0.0,3.133834673256031,0.14598495980231904,0.21466541331685993,0.2806315728720778,2.266729334157004,0.1,0.08,2.0,2,1,1
356743.03465609084,7511.387279625002,193.59907536713908,7.622766463471012,24.754467073057977,13.347319756165215,6.449106585388404,12.173659878082608,1.0,0.0,19.69463951233043,0.0,328.55711609864346,806.9281269511406,1324.2754467073057,0.0,1270.730775976726,1717.6833937840622,7.029913780363774,0.0,0.0,7.173659878082607,0.12622766463471013,0.21,0.2659285268310724,2.0797590902373626,0.1,0.08,2.0,2,1,1
481497.53705351223,10384.650109612681,197.53669626162934,6.5024642303912055,22.95365686048733,8.141461734740204,5.821962982565704,10.392649317562682,1.7853876998716132,0.0,11.71214806973718,0.0,153.37414612055596,345.616294908627,587.3382888759728,0.0,563.0782240837942,755.1126870489466,18.83181990413053,0.0,0.0,5.7536518132136845,0.14653604757203736,0.16821962982565708,0.15656126138152188,0.6171306628525315,0.1,0.08,7.466053834061937,1,1,1
481027.48704056855,10854.536799019032,199.51528841896123,6.451279725235392,22.06505326415732,8.039930988416426,5.74560535682591,10.723252941105846,1.5311417020682447,0.0,12.017578572696364,0.0,157.8154623732819,374.5751151357301,626.567616296598,0.0,592.0101694613891,799.8456313707519,18.55072425776748,0.0,0.0,6.134601677924812,0.16127057974880282,0.1674560535682591,0.13446784575625217,0.7481386041602334,0.1,0.08,6.958275622892298,1,1,1
305169.61434882315,14352.50222751375,170.65235752998473,3.7190494207704052,38.60316859743198,14.322218018202388,6.479366280513603,14.43809884154081,0.23968314025680168,0.0,29.842851737688786,8.603168597431983,82.98249704176708,176.65069755891173,2059.4563585233436,0.0,885.5064507033995,1138.3334594539283,22.60316859743198,0.0,0.0,10.19841570128401,0.16115880823338422,0.20115880823338422,0.31479366280513604,1.7815714826231122,0.1,0.08,2.0,1,1,0
265991.40916538733,11803.412093137744,101.23771830268073,4.025915979427354,18.63712809379284,8.129471363487113,4.5803000000972744,9.901529352908966,1.6476813286643595,0.0,14.92214407292837,2.1346447025837083,237.93891285118895,672.8326323660298,1226.177291233046,0.0,1062.6545652811726,1345.9916685149255,12.04134739458927,0.0,0.0,5.476656013909647,0.08424834020815833,0.09953312027819294,0.21595780699203573,0.8224796695784524,0.18238406643321797,0.08,2.0,0,1,0
305719.4376553695,14425.456129029615,167.98331235257504,3.9243605882634576,37.9187980391218,13.843158627385266,6.616240392175638,14.848721176526915,0.30812019608781915,0.0,29.226918235209627,7.918798039121809,78.12346607776485,165.70076862594894,2150.9567021694143,0.0,897.0723131388414,1152.705241178442,21.91879803912181,0.0,0.0,10.540600980439095,0.17005562549141648,0.2100556254914165,0.3161624039217564,1.7877308176479036,0.1,0.08,2.0,1,1,0
350540.066397877,9031.02083471682,325.130485071113,9.85767284389063,43.71534568778126,51.30541498365455,12.159377920310769,31.478133760932312,0.34914746178992995,0.0,33.12898629914238,0.0,173.73831749448084,463.14303951940246,2360.5063882922213,19.5255761463021,1195.0948847707396,1514.6849540666128,46.24092183408336,0.0,0.0,2.39658984715972,0.16810230458520842,0.2165085253821007,0.3322387106988196,2.174573730894965,0.1,0.08,2.0,2,1,1
345889.803384323,8611.444077673676,205.05229432609457,8.261196086151651,21.014928114868866,12.783588258454953,6.507464057434434,12.014928114868868,0.753732028717217,0.0,20.044784344606605,0.0,275.94798121822663,629.4109364753757,1548.1038538673324,0.0,1134.478067068232,1568.829015539811,6.462679712827831,0.0,0.0,6.029856229737736,0.12522392172303304,0.19276124201020517,0.2902985622973773,1.8781344448819268,0.1,0.08,2.0,2,1,2
481916.7040239479,10688.210545097387,200.75005130676544,6.583350435588476,21.791675217794236,8.0,5.791675217794238,10.624974346617286,1.5833504355884753,0.0,11.833299128823048,0.0,150.58232430027996,350.12097241891405,591.1609545134493,0.0,558.869997590371,758.9934327340255,19.12507696014814,0.0,0.0,6.208324782205762,0.16249948693234575,0.16791675217794239,0.1295837608897119,0.6954049516218943,0.1,0.08,7.264640198331681,1,1,1
306280.6201749752,14499.917240045255,165.25912536419798,4.133913433523232,37.22028855492256,13.354201988445793,6.755942289015488,15.267826867046464,0.37797114450774405,0.0,28.598259699430304,7.2202885549225595,73.16404873995018,154.52461687876095,2244.3474202068537,0.0,908.8771234218087,1167.3739403466263,21.22028855492256,0.0,0.0,10.88985572253872,0.17913624878600673,0.21913624878600674,0.3175594228901549,1.794017403005697,0.1,0.08,2.0,1,1,0
412088.7906891013,8136.77900922234,214.10488722314204,6.425809979864876,40.0,10.425809979864876,7.712904989932438,18.425809979864876,1.4282262474831096,0.0,21.710488722314206,0.0,190.83953862163858,528.7056561870777,1911.6316335639171,0.0,1091.9603520025503,1379.132894719003,14.27984620721286,0.0,0.0,7.143547505033781,0.13430642515101343,0.10856452494966219,0.14995167464763534,1.2342580997986488,0.1,0.08,2.0,1,1,1
337885.97422447614,11318.967402441895,270.96826856505885,9.00262797282234,31.72629930433069,35.16838602170272,9.718415385863675,23.58419301085136,0.0,0.0,25.58419301085136,0.0,74.32100420647141,170.9262209999015,2526.541753923548,12.868405597810025,873.7812909725268,1138.9707007768081,35.01839580975638,0.0,0.0,0.4289468532603341,0.13576309092384342,0.17431574826082674,0.31578937065206686,1.8572367133150836,0.1,0.08,2.0,2,1,1
318031.58654472436,14963.385275640669,177.61040199703842,3.38120342975774,28.898973432780082,14.919562027446528,6.007896539589968,15.720975075485821,0.6020289480224155,0.0,23.808213325130794,4.377681571753429,207.1004275509639,533.1176916320549,1576.5556718193807,0.0,996.9686008176606,1277.4152908085935,20.657005610709902,0.0,0.0,6.744365579813435,0.1300789653958997,0.16779174481735326,0.289047434913065,1.638306292864185,0.1,0.08,2.0,1,1,1
356802.95809255424,7512.858116069777,193.39232400498827,7.6136984212714145,24.77260315745717,13.336438105525698,6.445479368508566,12.168219052762849,1.0,0.0,19.672876211051396,0.0,328.38300968841116,806.94082221022,1324.2772603157457,0.0,1270.551228741174,1717.1084799086077,7.049863473202887,0.0,0.0,7.168219052762849,0.12613698421271416,0.21,0.26563834948068527,2.080810983132516,0.1,0.08,2.0,2,1,1
343397.42873584625,10493.948836762096,176.67810647976745,7.210300239991388,19.613733653321848,9.63090071997416,5.806866826660925,10.61373365332185,0.4034334133304624,0.0,15.84120095996555,0.0,163.5021256790784,379.6480237046197,1866.8755938692793,0.0,901.879786451427,1232.8926433839135,9.965665866695376,0.0,0.0,3.227467306643699,0.10420600479982775,0.16824033893313237,0.262274673066437,1.8185836802661786,0.1,0.08,2.0,2,1,1
189020.19525330423,14495.514038144487,134.40729224618167,13.131712834181855,23.55093900779792,11.497016518141397,8.251491740929302,6.808397712444423,0.0,0.0,17.928176619191866,4.808397712444423,152.34718297660626,408.06541678468756,1482.892814469292,0.0,903.5387852641618,1138.095691235677,10.928176619191868,0.0,0.0,6.748508259070698,0.08497016518141398,0.12497016518141398,0.2762276238860605,1.6136530368395954,0.1,0.08,2.0,1,1,0
362990.2236719118,7664.726170452483,172.04465668115543,6.677397222857694,26.645205554284612,12.212876667429232,6.0709588891430775,11.606438333714616,1.0,0.0,17.425753334858463,0.0,310.4060266788677,808.2516438879992,1324.4645205554286,0.0,1252.0124650125822,1657.7469839291778,9.109726109713074,0.0,0.0,6.606438333714616,0.11677397222857694,0.21,0.2356767111314462,2.1894219221485076,0.1,0.08,2.0,2,1,1
310054.2612474434,14419.758317029504,195.51803978287134,4.014316906361751,38.88122624183259,24.063314963344187,7.388283210303679,16.138232094893564,0.23462383987512075,0.0,30.712139595869036,8.419137761373673,104.68512358211686,236.99164387528367,1812.654113832634,0.0,856.9553389568081,1109.3546109503955,27.11675598924049,0.0,0.0,8.467231403044217,0.14388283210303682,0.17779693066486632,0.32261241375892596,1.7506664607086393,0.1,0.08,2.0,1,1,1
337322.5090774737,11032.430229262663,298.05705913070955,9.643241263226239,34.65481720331995,41.39148655705489,10.725093413641233,26.695743278527445,0.0,0.0,28.695743278527445,0.0,82.92352553475234,187.7651989190897,2588.9557916457566,15.613891128112453,924.9388380204954,1201.4762546833601,39.50268884258367,0.0,0.0,0.5204630376037485,0.14766019488848728,0.18163704300829986,0.33409260752074965,1.880115759400937,0.1,0.08,2.0,2,1,1
346618.82540885254,15268.593453390507,518.4714395215655,27.163223204727743,124.16322320472774,39.82948475822512,24.830700097732976,35.49696165123036,4.833130776748691,0.0,28.164438544235598,0.0,266.5042536882775,755.0048613580315,1206.0012153395078,0.0,1093.6735535905443,1405.1765919393142,40.33009242797905,0.0,0.0,5.166869223251309,0.13499392330246074,0.19998784660492142,0.2983313077674869,1.7649817699073822,0.1,0.08,2.0,1,1,2
306955.9484404592,14546.995049418922,164.45952712588905,4.164766664057183,36.5694983712623,13.082957996516114,6.751604469285981,15.40425324837079,0.4131621947712017,0.0,28.13210040654634,6.8434714122025095,77.5397168348355,167.8978152218244,2248.8822197831923,0.0,917.7633944464189,1178.325710434175,20.868378052287984,0.0,0.0,10.841651213086742,0.18022415570828987,0.22022415570828985,0.31651977908944084,1.7892144727020565,0.1,0.08,2.0,1,1,0
336566.8601766451,10648.162451368478,334.38515311240195,10.502351593874371,38.582178714854265,49.73712976906532,12.075123933231154,30.86856488453266,0.0,0.0,32.86856488453266,0.0,94.4601499748844,210.34752761041202,2672.6576838603314,19.29579254517587,993.5449344251105,1285.3008769451708,45.516461157120595,0.0,0.0,0.6431930848391958,0.16361510102909543,0.19145544678713566,0.35863861696783916,1.910798271209799,0.1,0.08,2.0,2,1,1
449530.3495032981,12660.528417867228,233.36411199545975,8.090940799697316,35.42862125666721,12.506520685454841,7.922100571212368,18.428621256667213,1.5844201142424739,0.0,22.59746148515216,0.0,248.67501211726932,646.479391553624,1157.6877046915085,0.0,1027.3884507539267,1302.3750605863465,17.350721827879582,0.0,0.0,5.168840228484948,0.10415579885757527,0.13662319543030105,0.24662319543030106,1.3797391725818065,0.1,0.08,2.0,1,1,1
317732.7817077609,14774.81710784578,214.9432179938637,5.2552957241349105,36.89321112094278,34.14819771417232,9.11426061082213,19.89534738130496,0.4942125477937252,0.0,29.548462376190923,5.563661974269023,104.7869153047395,247.33633001652387,1912.9291408744643,0.0,863.699854679033,1125.7861084886094,29.98117570825635,0.0,0.0,7.925268098479062,0.16114260610822134,0.18761083176341184,0.3394164699895516,1.7455641258693793,0.1,0.08,2.0,1,1,1
357547.0154618448,7531.121199102815,190.82513354165113,7.501102348318032,24.997795303363937,13.201322817981637,6.400440939327212,12.100661408990819,1.0,0.0,19.402645635963275,0.0,326.2211650877062,807.0984567123547,1324.2997795303365,0.0,1268.321826496697,1709.9698888833632,7.297574833700329,0.0,0.0,7.100661408990819,0.12501102348318033,0.21,0.262035275146177,2.0938721275951084,0.1,0.08,2.0,2,1,1
343895.3610799963,10117.857702895271,182.34676703860865,7.42025063105958,19.893667508079442,10.26075189317874,5.946833754039719,10.893667508079439,0.4734168770198599,0.0,16.68100252423832,0.0,185.96681752337506,429.5462333151601,1803.1906419119275,0.0,948.3488063411869,1300.0067850620458,9.265831229801401,0.0,0.0,3.7873350161588792,0.10840501262119161,0.1731391813913902,0.2678733501615888,1.830480869093376,0.1,0.08,2.0,2,1,1
335193.20833740785,9949.623567390627,400.42396169031446,12.064080175108787,45.72150937192588,64.9082074153425,14.529268846599523,38.45410370767125,0.0,0.0,40.45410370767125,0.0,115.43193378003228,251.3986788885738,2824.8146684891703,25.988915036180515,1118.2601168408303,1437.680965657043,56.44856122576151,0.0,0.0,0.8662971678726838,0.1926186318234489,0.2093037734298147,0.40325943357453675,1.966574291968171,0.1,0.08,2.0,2,1,2
342227.0616007698,14985.495701781878,504.36761731795826,27.169401961689044,115.27840987589384,42.72536750996695,25.00703111627557,36.32638949296543,4.521511702344698,0.0,29.323148568517396,0.0,250.9384539724729,711.9891580181437,1287.7711391942883,0.0,1071.467162065125,1378.071974239951,41.40705298820714,0.0,0.0,5.159679188344932,0.1439947260455208,0.20801087598793203,0.3047958683241429,1.7676591921144862,0.1,0.08,2.0,1,1,2
337343.4844292886,11043.096759477461,297.0486615121916,9.619394022247773,34.54580124456125,41.159827644692655,10.687619177817929,26.579913822346327,0.0,0.0,28.579913822346327,0.0,82.60329115589866,187.1383571562272,2586.6323890247113,15.51168866677617,923.0344654909294,1199.1494453136042,39.33575815573442,0.0,0.0,0.517056288892539,0.14721731755603007,0.18136450311140312,0.3334112577785078,1.8792640722231349,0.1,0.08,2.0,2,1,1
355470.0819782655,7480.142322701289,197.99109150684706,7.815398750300309,24.369202499399382,13.57847850036037,6.526159500120124,12.289239250180184,1.0,0.0,20.15695700072074,0.0,332.2556560057659,806.6584417495795,1324.2369202499399,0.0,1274.5448952559461,1729.8962807690395,6.6061227493393195,0.0,0.0,7.289239250180185,0.1281539875030031,0.21,0.27209276000960986,2.057413744965164,0.1,0.08,2.0,2,1,1
411423.4104668773,8032.965685045928,212.53239126343323,6.311446637340598,40.0,10.311446637340598,7.655723318670299,18.311446637340598,1.4139308296675748,0.0,21.553239126343325,0.0,190.1104723130463,528.3482707416894,1931.8739451907143,0.0,1096.2346819293953,1384.6366305779836,14.03682410434877,0.0,0.0,7.1721383406648505,0.13516415021994552,0.10827861659335149,0.14795031615346046,1.233114466373406,0.1,0.08,2.0,1,1,1
442660.2414703656,14795.609528969208,263.7781882058788,9.462580023939397,38.462580023939395,14.69251600478788,9.69251600478788,21.462580023939395,2.0,0.0,25.232644043090914,0.3074839952121207,244.90620361218177,602.9593790663636,1209.6193983242422,0.0,1033.8466262428483,1324.7338734193331,21.540128038303035,0.0,0.0,7.537419976060604,0.1030748399521212,0.14459871961696966,0.24537419976060604,1.4337419976060604,0.1,0.08,2.0,1,1,1
440836.12195584894,11879.01270503103,261.92399468548854,13.668319524692293,36.130936689196176,15.533663904938457,10.533663904938457,20.465096451542323,1.7331680475307707,0.0,25.465096451542323,0.0,222.93515147716153,563.2792283876614,1097.8641047367269,0.0,935.542341409573,1175.4101650768575,20.798016570369246,0.0,0.0,5.866584023765385,0.09332920118826928,0.11466336095061541,0.23400247928703843,1.298678236672846,0.1,0.08,2.0,1,1,2
